East Germany, Live births by birth cohort, age and birth order (horizontal parallelograms, age in completed years (ACY))
Last modified: 04/02/2019
Cohort  Age        Total          B1          B2          B3          B4         B5p
1901     12-           .           .           .           .           .           .
1901     13            .           .           .           .           .           .
1901     14            .           .           .           .           .           .
1901     15            .           .           .           .           .           .
1901     16            .           .           .           .           .           .
1901     17            .           .           .           .           .           .
1901     18            .           .           .           .           .           .
1901     19            .           .           .           .           .           .
1901     20            .           .           .           .           .           .
1901     21            .           .           .           .           .           .
1901     22            .           .           .           .           .           .
1901     23            .           .           .           .           .           .
1901     24            .           .           .           .           .           .
1901     25            .           .           .           .           .           .
1901     26            .           .           .           .           .           .
1901     27            .           .           .           .           .           .
1901     28            .           .           .           .           .           .
1901     29            .           .           .           .           .           .
1901     30            .           .           .           .           .           .
1901     31            .           .           .           .           .           .
1901     32            .           .           .           .           .           .
1901     33            .           .           .           .           .           .
1901     34            .           .           .           .           .           .
1901     35            .           .           .           .           .           .
1901     36            .           .           .           .           .           .
1901     37            .           .           .           .           .           .
1901     38            .           .           .           .           .           .
1901     39            .           .           .           .           .           .
1901     40            .           .           .           .           .           .
1901     41            .           .           .           .           .           .
1901     42            .           .           .           .           .           .
1901     43            .           .           .           .           .           .
1901     44            .           .           .           .           .           .
1901     45            .           .           .           .           .           .
1901     46            .           .           .           .           .           .
1901     47            .           .           .           .           .           .
1901     48            .           .           .           .           .           .
1901     49            .           .           .           .           .           .
1901     50            .           .           .           .           .           .
1901     51            .           .           .           .           .           .
1901     52            .           .           .           .           .           .
1901     53            .           .           .           .           .           .
1901     54            .           .           .           .           .           .
1901     55+        0.04        0.01        0.01        0.01        0.00        0.01
1902     12-           .           .           .           .           .           .
1902     13            .           .           .           .           .           .
1902     14            .           .           .           .           .           .
1902     15            .           .           .           .           .           .
1902     16            .           .           .           .           .           .
1902     17            .           .           .           .           .           .
1902     18            .           .           .           .           .           .
1902     19            .           .           .           .           .           .
1902     20            .           .           .           .           .           .
1902     21            .           .           .           .           .           .
1902     22            .           .           .           .           .           .
1902     23            .           .           .           .           .           .
1902     24            .           .           .           .           .           .
1902     25            .           .           .           .           .           .
1902     26            .           .           .           .           .           .
1902     27            .           .           .           .           .           .
1902     28            .           .           .           .           .           .
1902     29            .           .           .           .           .           .
1902     30            .           .           .           .           .           .
1902     31            .           .           .           .           .           .
1902     32            .           .           .           .           .           .
1902     33            .           .           .           .           .           .
1902     34            .           .           .           .           .           .
1902     35            .           .           .           .           .           .
1902     36            .           .           .           .           .           .
1902     37            .           .           .           .           .           .
1902     38            .           .           .           .           .           .
1902     39            .           .           .           .           .           .
1902     40            .           .           .           .           .           .
1902     41            .           .           .           .           .           .
1902     42            .           .           .           .           .           .
1902     43            .           .           .           .           .           .
1902     44            .           .           .           .           .           .
1902     45            .           .           .           .           .           .
1902     46            .           .           .           .           .           .
1902     47            .           .           .           .           .           .
1902     48            .           .           .           .           .           .
1902     49            .           .           .           .           .           .
1902     50            .           .           .           .           .           .
1902     51            .           .           .           .           .           .
1902     52            .           .           .           .           .           .
1902     53            .           .           .           .           .           .
1902     54         0.33        0.07        0.10        0.06        0.04        0.06
1902     55+        0.04        0.01        0.02        0.01        0.01        0.01
1903     12-           .           .           .           .           .           .
1903     13            .           .           .           .           .           .
1903     14            .           .           .           .           .           .
1903     15            .           .           .           .           .           .
1903     16            .           .           .           .           .           .
1903     17            .           .           .           .           .           .
1903     18            .           .           .           .           .           .
1903     19            .           .           .           .           .           .
1903     20            .           .           .           .           .           .
1903     21            .           .           .           .           .           .
1903     22            .           .           .           .           .           .
1903     23            .           .           .           .           .           .
1903     24            .           .           .           .           .           .
1903     25            .           .           .           .           .           .
1903     26            .           .           .           .           .           .
1903     27            .           .           .           .           .           .
1903     28            .           .           .           .           .           .
1903     29            .           .           .           .           .           .
1903     30            .           .           .           .           .           .
1903     31            .           .           .           .           .           .
1903     32            .           .           .           .           .           .
1903     33            .           .           .           .           .           .
1903     34            .           .           .           .           .           .
1903     35            .           .           .           .           .           .
1903     36            .           .           .           .           .           .
1903     37            .           .           .           .           .           .
1903     38            .           .           .           .           .           .
1903     39            .           .           .           .           .           .
1903     40            .           .           .           .           .           .
1903     41            .           .           .           .           .           .
1903     42            .           .           .           .           .           .
1903     43            .           .           .           .           .           .
1903     44            .           .           .           .           .           .
1903     45            .           .           .           .           .           .
1903     46            .           .           .           .           .           .
1903     47            .           .           .           .           .           .
1903     48            .           .           .           .           .           .
1903     49            .           .           .           .           .           .
1903     50            .           .           .           .           .           .
1903     51            .           .           .           .           .           .
1903     52            .           .           .           .           .           .
1903     53         0.75        0.14        0.23        0.14        0.09        0.15
1903     54         0.35        0.07        0.12        0.06        0.04        0.06
1903     55+        0.04        0.01        0.02        0.01        0.00        0.01
1904     12-           .           .           .           .           .           .
1904     13            .           .           .           .           .           .
1904     14            .           .           .           .           .           .
1904     15            .           .           .           .           .           .
1904     16            .           .           .           .           .           .
1904     17            .           .           .           .           .           .
1904     18            .           .           .           .           .           .
1904     19            .           .           .           .           .           .
1904     20            .           .           .           .           .           .
1904     21            .           .           .           .           .           .
1904     22            .           .           .           .           .           .
1904     23            .           .           .           .           .           .
1904     24            .           .           .           .           .           .
1904     25            .           .           .           .           .           .
1904     26            .           .           .           .           .           .
1904     27            .           .           .           .           .           .
1904     28            .           .           .           .           .           .
1904     29            .           .           .           .           .           .
1904     30            .           .           .           .           .           .
1904     31            .           .           .           .           .           .
1904     32            .           .           .           .           .           .
1904     33            .           .           .           .           .           .
1904     34            .           .           .           .           .           .
1904     35            .           .           .           .           .           .
1904     36            .           .           .           .           .           .
1904     37            .           .           .           .           .           .
1904     38            .           .           .           .           .           .
1904     39            .           .           .           .           .           .
1904     40            .           .           .           .           .           .
1904     41            .           .           .           .           .           .
1904     42            .           .           .           .           .           .
1904     43            .           .           .           .           .           .
1904     44            .           .           .           .           .           .
1904     45            .           .           .           .           .           .
1904     46            .           .           .           .           .           .
1904     47            .           .           .           .           .           .
1904     48            .           .           .           .           .           .
1904     49            .           .           .           .           .           .
1904     50            .           .           .           .           .           .
1904     51            .           .           .           .           .           .
1904     52         1.47        0.24        0.43        0.28        0.19        0.32
1904     53         0.86        0.15        0.29        0.15        0.11        0.16
1904     54         0.36        0.08        0.12        0.06        0.05        0.06
1904     55+        0.05        0.01        0.01        0.01        0.01        0.01
1905     12-           .           .           .           .           .           .
1905     13            .           .           .           .           .           .
1905     14            .           .           .           .           .           .
1905     15            .           .           .           .           .           .
1905     16            .           .           .           .           .           .
1905     17            .           .           .           .           .           .
1905     18            .           .           .           .           .           .
1905     19            .           .           .           .           .           .
1905     20            .           .           .           .           .           .
1905     21            .           .           .           .           .           .
1905     22            .           .           .           .           .           .
1905     23            .           .           .           .           .           .
1905     24            .           .           .           .           .           .
1905     25            .           .           .           .           .           .
1905     26            .           .           .           .           .           .
1905     27            .           .           .           .           .           .
1905     28            .           .           .           .           .           .
1905     29            .           .           .           .           .           .
1905     30            .           .           .           .           .           .
1905     31            .           .           .           .           .           .
1905     32            .           .           .           .           .           .
1905     33            .           .           .           .           .           .
1905     34            .           .           .           .           .           .
1905     35            .           .           .           .           .           .
1905     36            .           .           .           .           .           .
1905     37            .           .           .           .           .           .
1905     38            .           .           .           .           .           .
1905     39            .           .           .           .           .           .
1905     40            .           .           .           .           .           .
1905     41            .           .           .           .           .           .
1905     42            .           .           .           .           .           .
1905     43            .           .           .           .           .           .
1905     44            .           .           .           .           .           .
1905     45            .           .           .           .           .           .
1905     46            .           .           .           .           .           .
1905     47            .           .           .           .           .           .
1905     48            .           .           .           .           .           .
1905     49            .           .           .           .           .           .
1905     50            .           .           .           .           .           .
1905     51         2.77        0.38        0.76        0.51        0.39        0.73
1905     52         1.67        0.26        0.54        0.28        0.21        0.35
1905     53         0.86        0.17        0.28        0.15        0.10        0.16
1905     54         0.37        0.09        0.10        0.07        0.04        0.06
1905     55+        0.04        0.01        0.01        0.01        0.01        0.01
1906     12-           .           .           .           .           .           .
1906     13            .           .           .           .           .           .
1906     14            .           .           .           .           .           .
1906     15            .           .           .           .           .           .
1906     16            .           .           .           .           .           .
1906     17            .           .           .           .           .           .
1906     18            .           .           .           .           .           .
1906     19            .           .           .           .           .           .
1906     20            .           .           .           .           .           .
1906     21            .           .           .           .           .           .
1906     22            .           .           .           .           .           .
1906     23            .           .           .           .           .           .
1906     24            .           .           .           .           .           .
1906     25            .           .           .           .           .           .
1906     26            .           .           .           .           .           .
1906     27            .           .           .           .           .           .
1906     28            .           .           .           .           .           .
1906     29            .           .           .           .           .           .
1906     30            .           .           .           .           .           .
1906     31            .           .           .           .           .           .
1906     32            .           .           .           .           .           .
1906     33            .           .           .           .           .           .
1906     34            .           .           .           .           .           .
1906     35            .           .           .           .           .           .
1906     36            .           .           .           .           .           .
1906     37            .           .           .           .           .           .
1906     38            .           .           .           .           .           .
1906     39            .           .           .           .           .           .
1906     40            .           .           .           .           .           .
1906     41            .           .           .           .           .           .
1906     42            .           .           .           .           .           .
1906     43            .           .           .           .           .           .
1906     44            .           .           .           .           .           .
1906     45            .           .           .           .           .           .
1906     46            .           .           .           .           .           .
1906     47            .           .           .           .           .           .
1906     48            .           .           .           .           .           .
1906     49            .           .           .           .           .           .
1906     50         5.55        0.61        1.39        0.97        0.83        1.76
1906     51         3.37        0.44        1.05        0.56        0.46        0.84
1906     52         1.75        0.30        0.55        0.30        0.22        0.37
1906     53         0.91        0.21        0.23        0.18        0.11        0.18
1906     54         0.37        0.09        0.08        0.07        0.05        0.08
1906     55+        0.05        0.01        0.01        0.01        0.01        0.01
1907     12-           .           .           .           .           .           .
1907     13            .           .           .           .           .           .
1907     14            .           .           .           .           .           .
1907     15            .           .           .           .           .           .
1907     16            .           .           .           .           .           .
1907     17            .           .           .           .           .           .
1907     18            .           .           .           .           .           .
1907     19            .           .           .           .           .           .
1907     20            .           .           .           .           .           .
1907     21            .           .           .           .           .           .
1907     22            .           .           .           .           .           .
1907     23            .           .           .           .           .           .
1907     24            .           .           .           .           .           .
1907     25            .           .           .           .           .           .
1907     26            .           .           .           .           .           .
1907     27            .           .           .           .           .           .
1907     28            .           .           .           .           .           .
1907     29            .           .           .           .           .           .
1907     30            .           .           .           .           .           .
1907     31            .           .           .           .           .           .
1907     32            .           .           .           .           .           .
1907     33            .           .           .           .           .           .
1907     34            .           .           .           .           .           .
1907     35            .           .           .           .           .           .
1907     36            .           .           .           .           .           .
1907     37            .           .           .           .           .           .
1907     38            .           .           .           .           .           .
1907     39            .           .           .           .           .           .
1907     40            .           .           .           .           .           .
1907     41            .           .           .           .           .           .
1907     42            .           .           .           .           .           .
1907     43            .           .           .           .           .           .
1907     44            .           .           .           .           .           .
1907     45            .           .           .           .           .           .
1907     46            .           .           .           .           .           .
1907     47            .           .           .           .           .           .
1907     48            .           .           .           .           .           .
1907     49        10.95        0.92        2.43        1.81        1.69        4.10
1907     50         6.60        0.69        1.91        1.06        0.95        1.99
1907     51         3.39        0.48        1.03        0.57        0.46        0.85
1907     52         1.74        0.34        0.43        0.34        0.22        0.40
1907     53         0.87        0.20        0.18        0.18        0.11        0.20
1907     54         0.38        0.10        0.08        0.07        0.05        0.08
1907     55+        0.05        0.01        0.01        0.01        0.01        0.01
1908     12-           .           .           .           .           .           .
1908     13            .           .           .           .           .           .
1908     14            .           .           .           .           .           .
1908     15            .           .           .           .           .           .
1908     16            .           .           .           .           .           .
1908     17            .           .           .           .           .           .
1908     18            .           .           .           .           .           .
1908     19            .           .           .           .           .           .
1908     20            .           .           .           .           .           .
1908     21            .           .           .           .           .           .
1908     22            .           .           .           .           .           .
1908     23            .           .           .           .           .           .
1908     24            .           .           .           .           .           .
1908     25            .           .           .           .           .           .
1908     26            .           .           .           .           .           .
1908     27            .           .           .           .           .           .
1908     28            .           .           .           .           .           .
1908     29            .           .           .           .           .           .
1908     30            .           .           .           .           .           .
1908     31            .           .           .           .           .           .
1908     32            .           .           .           .           .           .
1908     33            .           .           .           .           .           .
1908     34            .           .           .           .           .           .
1908     35            .           .           .           .           .           .
1908     36            .           .           .           .           .           .
1908     37            .           .           .           .           .           .
1908     38            .           .           .           .           .           .
1908     39            .           .           .           .           .           .
1908     40            .           .           .           .           .           .
1908     41            .           .           .           .           .           .
1908     42            .           .           .           .           .           .
1908     43            .           .           .           .           .           .
1908     44            .           .           .           .           .           .
1908     45            .           .           .           .           .           .
1908     46            .           .           .           .           .           .
1908     47            .           .           .           .           .           .
1908     48        22.38        1.41        4.30        3.48        3.54        9.65
1908     49        13.38        1.08        3.48        2.05        2.02        4.76
1908     50         6.71        0.76        1.91        1.08        0.95        2.02
1908     51         3.38        0.56        0.78        0.65        0.46        0.93
1908     52         1.67        0.34        0.32        0.35        0.22        0.43
1908     53         0.89        0.20        0.19        0.16        0.13        0.22
1908     54         0.39        0.06        0.08        0.08        0.06        0.10
1908     55+        0.04        0.00        0.01        0.01        0.01        0.01
1909     12-           .           .           .           .           .           .
1909     13            .           .           .           .           .           .
1909     14            .           .           .           .           .           .
1909     15            .           .           .           .           .           .
1909     16            .           .           .           .           .           .
1909     17            .           .           .           .           .           .
1909     18            .           .           .           .           .           .
1909     19            .           .           .           .           .           .
1909     20            .           .           .           .           .           .
1909     21            .           .           .           .           .           .
1909     22            .           .           .           .           .           .
1909     23            .           .           .           .           .           .
1909     24            .           .           .           .           .           .
1909     25            .           .           .           .           .           .
1909     26            .           .           .           .           .           .
1909     27            .           .           .           .           .           .
1909     28            .           .           .           .           .           .
1909     29            .           .           .           .           .           .
1909     30            .           .           .           .           .           .
1909     31            .           .           .           .           .           .
1909     32            .           .           .           .           .           .
1909     33            .           .           .           .           .           .
1909     34            .           .           .           .           .           .
1909     35            .           .           .           .           .           .
1909     36            .           .           .           .           .           .
1909     37            .           .           .           .           .           .
1909     38            .           .           .           .           .           .
1909     39            .           .           .           .           .           .
1909     40            .           .           .           .           .           .
1909     41            .           .           .           .           .           .
1909     42            .           .           .           .           .           .
1909     43            .           .           .           .           .           .
1909     44            .           .           .           .           .           .
1909     45            .           .           .           .           .           .
1909     46            .           .           .           .           .           .
1909     47        46.03        2.19        7.53        6.78        7.38       22.16
1909     48        27.27        1.71        6.16        3.95        4.23       11.21
1909     49        13.47        1.18        3.45        2.08        1.99        4.78
1909     50         6.60        0.85        1.38        1.26        0.93        2.18
1909     51         3.16        0.53        0.54        0.67        0.44        0.99
1909     52         1.68        0.32        0.31        0.30        0.26        0.49
1909     53         0.90        0.13        0.18        0.18        0.15        0.25
1909     54         0.35        0.04        0.08        0.09        0.05        0.09
1909     55+        0.05        0.01        0.01        0.01        0.00        0.01
1910     12-           .           .           .           .           .           .
1910     13            .           .           .           .           .           .
1910     14            .           .           .           .           .           .
1910     15            .           .           .           .           .           .
1910     16            .           .           .           .           .           .
1910     17            .           .           .           .           .           .
1910     18            .           .           .           .           .           .
1910     19            .           .           .           .           .           .
1910     20            .           .           .           .           .           .
1910     21            .           .           .           .           .           .
1910     22            .           .           .           .           .           .
1910     23            .           .           .           .           .           .
1910     24            .           .           .           .           .           .
1910     25            .           .           .           .           .           .
1910     26            .           .           .           .           .           .
1910     27            .           .           .           .           .           .
1910     28            .           .           .           .           .           .
1910     29            .           .           .           .           .           .
1910     30            .           .           .           .           .           .
1910     31            .           .           .           .           .           .
1910     32            .           .           .           .           .           .
1910     33            .           .           .           .           .           .
1910     34            .           .           .           .           .           .
1910     35            .           .           .           .           .           .
1910     36            .           .           .           .           .           .
1910     37            .           .           .           .           .           .
1910     38            .           .           .           .           .           .
1910     39            .           .           .           .           .           .
1910     40            .           .           .           .           .           .
1910     41            .           .           .           .           .           .
1910     42            .           .           .           .           .           .
1910     43            .           .           .           .           .           .
1910     44            .           .           .           .           .           .
1910     45            .           .           .           .           .           .
1910     46        89.08        3.29       12.39       12.62       14.44       46.35
1910     47        53.16        2.66       10.21        7.40        8.45       24.44
1910     48        26.14        1.75        5.84        3.83        4.00       10.71
1910     49        12.58        1.24        2.30        2.31        1.83        4.91
1910     50         5.82        0.75        0.86        1.20        0.84        2.16
1910     51         2.98        0.46        0.50        0.50        0.50        1.02
1910     52         1.59        0.21        0.29        0.33        0.27        0.49
1910     53         0.76        0.09        0.16        0.19        0.11        0.22
1910     54         0.35        0.08        0.09        0.07        0.03        0.07
1910     55+        0.04        0.01        0.01        0.01        0.00        0.01
1911     12-           .           .           .           .           .           .
1911     13            .           .           .           .           .           .
1911     14            .           .           .           .           .           .
1911     15            .           .           .           .           .           .
1911     16            .           .           .           .           .           .
1911     17            .           .           .           .           .           .
1911     18            .           .           .           .           .           .
1911     19            .           .           .           .           .           .
1911     20            .           .           .           .           .           .
1911     21            .           .           .           .           .           .
1911     22            .           .           .           .           .           .
1911     23            .           .           .           .           .           .
1911     24            .           .           .           .           .           .
1911     25            .           .           .           .           .           .
1911     26            .           .           .           .           .           .
1911     27            .           .           .           .           .           .
1911     28            .           .           .           .           .           .
1911     29            .           .           .           .           .           .
1911     30            .           .           .           .           .           .
1911     31            .           .           .           .           .           .
1911     32            .           .           .           .           .           .
1911     33            .           .           .           .           .           .
1911     34            .           .           .           .           .           .
1911     35            .           .           .           .           .           .
1911     36            .           .           .           .           .           .
1911     37            .           .           .           .           .           .
1911     38            .           .           .           .           .           .
1911     39            .           .           .           .           .           .
1911     40            .           .           .           .           .           .
1911     41            .           .           .           .           .           .
1911     42            .           .           .           .           .           .
1911     43            .           .           .           .           .           .
1911     44            .           .           .           .           .           .
1911     45       236.36        8.96       32.75       37.97       39.89      116.79
1911     46        97.11        4.03       15.65       13.28       15.84       48.30
1911     47        48.94        2.56        9.31        6.88        7.71       22.47
1911     48        23.46        1.70        3.63        4.09        3.49       10.55
1911     49        10.55        1.02        1.30        2.06        1.56        4.59
1911     50         5.18        0.60        0.75        0.83        0.91        2.10
1911     51         2.67        0.30        0.42        0.53        0.47        0.95
1911     52         1.29        0.14        0.26        0.32        0.18        0.40
1911     53         0.76        0.16        0.19        0.15        0.08        0.17
1911     54         0.31        0.08        0.08        0.05        0.03        0.06
1911     55+        0.04        0.01        0.01        0.01        0.00        0.01
1912     12-           .           .           .           .           .           .
1912     13            .           .           .           .           .           .
1912     14            .           .           .           .           .           .
1912     15            .           .           .           .           .           .
1912     16            .           .           .           .           .           .
1912     17            .           .           .           .           .           .
1912     18            .           .           .           .           .           .
1912     19            .           .           .           .           .           .
1912     20            .           .           .           .           .           .
1912     21            .           .           .           .           .           .
1912     22            .           .           .           .           .           .
1912     23            .           .           .           .           .           .
1912     24            .           .           .           .           .           .
1912     25            .           .           .           .           .           .
1912     26            .           .           .           .           .           .
1912     27            .           .           .           .           .           .
1912     28            .           .           .           .           .           .
1912     29            .           .           .           .           .           .
1912     30            .           .           .           .           .           .
1912     31            .           .           .           .           .           .
1912     32            .           .           .           .           .           .
1912     33            .           .           .           .           .           .
1912     34            .           .           .           .           .           .
1912     35            .           .           .           .           .           .
1912     36            .           .           .           .           .           .
1912     37            .           .           .           .           .           .
1912     38            .           .           .           .           .           .
1912     39            .           .           .           .           .           .
1912     40            .           .           .           .           .           .
1912     41            .           .           .           .           .           .
1912     42            .           .           .           .           .           .
1912     43            .           .           .           .           .           .
1912     44       539.26       27.06       61.62      100.41       89.74      260.43
1912     45       240.11       12.70       30.13       39.99       40.71      116.58
1912     46        98.35        4.13       15.66       13.57       16.01       48.97
1912     47        48.56        2.59        6.28        8.02        7.31       24.36
1912     48        21.59        1.49        2.21        3.91        3.22       10.74
1912     49        10.23        0.87        1.22        1.53        1.83        4.78
1912     50         5.04        0.45        0.68        0.94        0.93        2.04
1912     51         2.37        0.19        0.43        0.59        0.34        0.81
1912     52         1.42        0.26        0.33        0.28        0.16        0.38
1912     53         0.74        0.17        0.19        0.13        0.08        0.17
1912     54         0.28        0.08        0.06        0.06        0.03        0.05
1912     55+        0.03        0.01        0.01        0.01        0.00        0.00
1913     12-           .           .           .           .           .           .
