East Germany, Period fertility rates by calendar year, age and birth cohort (Lexis triangles)
Last modified: 04/02/2019
Year   Age   Cohort      ASFR
1968   20     1948    0.18644
1968   20     1947    0.20179
1968   21     1947    0.20491
1968   21     1946    0.20326
1968   22     1946    0.19936
1968   22     1945    0.18696
1968   23     1945    0.18141
1968   23     1944    0.17269
1968   24     1944    0.16729
1968   24     1943    0.15573
1968   25     1943    0.15018
1968   25     1942    0.13936
1968   26     1942    0.13480
1968   26     1941    0.12764
1968   27     1941    0.12298
1968   27     1940    0.11207
1968   28     1940    0.10754
1968   28     1939    0.09979
1968   29     1939    0.09576
1968   29     1938    0.08756
1968   30     1938    0.08398
1968   30     1937    0.07746
1968   31     1937    0.07442
1968   31     1936    0.06888
1968   32     1936    0.06578
1968   32     1935    0.05895
1968   33     1935    0.05633
1968   33     1934    0.05201
1968   34     1934    0.04989
1968   34     1933    0.04581
1968   35     1933    0.04361
1968   35     1932    0.03914
1968   36     1932    0.03662
1968   36     1931    0.03118
1968   37     1931    0.02897
1968   37     1930    0.02502
1968   38     1930    0.02334
1968   38     1929    0.02066
1968   39     1929    0.01844
1968   39     1928    0.01355
1968   40     1928    0.01159
1968   40     1927    0.00827
1968   41     1927    0.00715
1968   41     1926    0.00551
1968   42     1926    0.00477
1968   42     1925    0.00350
1968   43     1925    0.00296
1968   43     1924    0.00203
1968   44     1924    0.00170
1968   44     1923    0.00125
1968   45     1923    0.00087
1968   45     1922    0.00032
1968   46     1922    0.00024
1968   46     1921    0.00016
1968   47     1921    0.00013
1968   47     1920    0.00009
1968   48     1920    0.00007
1968   48     1919    0.00005
1968   49     1919    0.00004
1968   49     1918    0.00003
1968   50     1918    0.00002
1968   50     1917    0.00001
1968   51     1917    0.00001
1968   51     1916    0.00001
1968   52     1916    0.00001
1968   52     1915    0.00000
1968   53     1915    0.00000
1968   53     1914    0.00000
1968   54     1914    0.00000
1968   54     1913    0.00000
1968   55+       .    0.00000
1969   12-       .    0.00000
1969   13     1956    0.00000
1969   13     1955    0.00000
1969   14     1955    0.00000
1969   14     1954    0.00017
1969   15     1954    0.00116
1969   15     1953    0.00289
1969   16     1953    0.00419
1969   16     1952    0.01519
1969   17     1952    0.02498
1969   17     1951    0.05152
1969   18     1951    0.06961
1969   18     1950    0.11416
1969   19     1950    0.13684
1969   19     1949    0.17254
1969   20     1949    0.18587
1969   20     1948    0.20064
1969   21     1948    0.20341
1969   21     1947    0.20129
1969   22     1947    0.19775
1969   22     1946    0.18763
1969   23     1946    0.18127
1969   23     1945    0.16672
1969   24     1945    0.16099
1969   24     1944    0.15298
1969   25     1944    0.14821
1969   25     1943    0.13856
1969   26     1943    0.13299
1969   26     1942    0.12043
1969   27     1942    0.11559
1969   27     1941    0.10824
1969   28     1941    0.10390
1969   28     1940    0.09434
1969   29     1940    0.09048
1969   29     1939    0.08411
1969   30     1939    0.08067
1969   30     1938    0.07361
1969   31     1938    0.07029
1969   31     1937    0.06387
1969   32     1937    0.06100
1969   32     1936    0.05576
1969   33     1936    0.05313
1969   33     1935    0.04766
1969   34     1935    0.04563
1969   34     1934    0.04255
1969   35     1934    0.04066
1969   35     1933    0.03652
1969   36     1933    0.03444
1969   36     1932    0.03018
1969   37     1932    0.02823
1969   37     1931    0.02460
1969   38     1931    0.02257
1969   38     1930    0.01850
1969   39     1930    0.01635
1969   39     1929    0.01230
1969   40     1929    0.01049
1969   40     1928    0.00728
1969   41     1928    0.00631
1969   41     1927    0.00503
1969   42     1927    0.00427
1969   42     1926    0.00287
1969   43     1926    0.00236
1969   43     1925    0.00156
1969   44     1925    0.00134
1969   44     1924    0.00109
1969   45     1924    0.00082
1969   45     1923    0.00035
1969   46     1923    0.00027
1969   46     1922    0.00019
1969   47     1922    0.00015
1969   47     1921    0.00010
1969   48     1921    0.00008
1969   48     1920    0.00006
1969   49     1920    0.00005
1969   49     1919    0.00003
1969   50     1919    0.00003
1969   50     1918    0.00002
1969   51     1918    0.00001
1969   51     1917    0.00001
1969   52     1917    0.00001
1969   52     1916    0.00001
1969   53     1916    0.00000
1969   53     1915    0.00000
1969   54     1915    0.00000
1969   54     1914    0.00000
1969   55+       .    0.00000
1970   12-       .    0.00000
1970   13     1957    0.00000
1970   13     1956    0.00000
1970   14     1956    0.00000
1970   14     1955    0.00014
1970   15     1955    0.00098
1970   15     1954    0.00282
1970   16     1954    0.00424
1970   16     1953    0.01524
1970   17     1953    0.02502
1970   17     1952    0.05195
1970   18     1952    0.07044
1970   18     1951    0.11721
1970   19     1951    0.14042
1970   19     1950    0.17382
1970   20     1950    0.18604
1970   20     1949    0.19895
1970   21     1949    0.20148
1970   21     1948    0.20153
1970   22     1948    0.19760
1970   22     1947    0.18361
1970   23     1947    0.17783
1970   23     1946    0.16934
1970   24     1946    0.16328
1970   24     1945    0.14900
1970   25     1945    0.14273
1970   25     1944    0.13169
1970   26     1944    0.12644
1970   26     1943    0.11688
1970   27     1943    0.11188
1970   27     1942    0.10141
1970   28     1942    0.09729
1970   28     1941    0.09080
1970   29     1941    0.08729
1970   29     1940    0.07998
1970   30     1940    0.07673
1970   30     1939    0.07084
1970   31     1939    0.06780
1970   31     1938    0.06162
1970   32     1938    0.05876
1970   32     1937    0.05320
1970   33     1937    0.05087
1970   33     1936    0.04692
1970   34     1936    0.04474
1970   34     1935    0.04016
1970   35     1935    0.03800
1970   35     1934    0.03365
1970   36     1934    0.03202
1970   36     1933    0.02956
1970   37     1933    0.02773
1970   37     1932    0.02342
1970   38     1932    0.02149
1970   38     1931    0.01806
1970   39     1931    0.01589
1970   39     1930    0.01146
1970   40     1930    0.00985
1970   40     1929    0.00735
1970   41     1929    0.00624
1970   41     1928    0.00435
1970   42     1928    0.00373
1970   42     1927    0.00281
1970   43     1927    0.00240
1970   43     1926    0.00168
1970   44     1926    0.00144
1970   44     1925    0.00113
1970   45     1925    0.00083
1970   45     1924    0.00035
1970   46     1924    0.00027
1970   46     1923    0.00018
1970   47     1923    0.00015
1970   47     1922    0.00010
1970   48     1922    0.00008
1970   48     1921    0.00005
1970   49     1921    0.00004
1970   49     1920    0.00003
1970   50     1920    0.00002
1970   50     1919    0.00002
1970   51     1919    0.00001
1970   51     1918    0.00001
1970   52     1918    0.00001
1970   52     1917    0.00000
1970   53     1917    0.00000
1970   53     1916    0.00000
1970   54     1916    0.00000
1970   54     1915    0.00000
1970   55+       .    0.00000
1971   12-       .    0.00000
1971   13     1958    0.00000
1971   13     1957    0.00000
1971   14     1957    0.00000
1971   14     1956    0.00019
1971   15     1956    0.00131
1971   15     1955    0.00311
1971   16     1955    0.00443
1971   16     1954    0.01582
1971   17     1954    0.02598
1971   17     1953    0.05475
1971   18     1953    0.07433
1971   18     1952    0.11963
1971   19     1952    0.14166
1971   19     1951    0.17347
1971   20     1951    0.18478
1971   20     1950    0.19705
1971   21     1950    0.19858
1971   21     1949    0.19445
1971   22     1949    0.19032
1971   22     1948    0.17976
1971   23     1948    0.17391
1971   23     1947    0.16243
1971   24     1947    0.15637
1971   24     1946    0.14415
1971   25     1946    0.13829
1971   25     1945    0.12723
1971   26     1945    0.12185
1971   26     1944    0.11179
1971   27     1944    0.10681
1971   27     1943    0.09695
1971   28     1943    0.09269
1971   28     1942    0.08508
1971   29     1942    0.08179
1971   29     1941    0.07621
1971   30     1941    0.07319
1971   30     1940    0.06694
1971   31     1940    0.06387
1971   31     1939    0.05756
1971   32     1939    0.05513
1971   32     1938    0.05140
1971   33     1938    0.04915
1971   33     1937    0.04424
1971   34     1937    0.04201
1971   34     1936    0.03771
1971   35     1936    0.03583
1971   35     1935    0.03239
1971   36     1935    0.03077
1971   36     1934    0.02758
1971   37     1934    0.02607
1971   37     1933    0.02322
1971   38     1933    0.02152
1971   38     1932    0.01801
1971   39     1932    0.01594
1971   39     1931    0.01185
1971   40     1931    0.01008
1971   40     1930    0.00698
1971   41     1930    0.00603
1971   41     1929    0.00468
1971   42     1929    0.00408
1971   42     1928    0.00309
1971   43     1928    0.00255
1971   43     1927    0.00158
1971   44     1927    0.00128
1971   44     1926    0.00089
1971   45     1926    0.00067
1971   45     1925    0.00033
1971   46     1925    0.00026
1971   46     1924    0.00019
1971   47     1924    0.00015
1971   47     1923    0.00010
1971   48     1923    0.00009
1971   48     1922    0.00006
1971   49     1922    0.00005
1971   49     1921    0.00003
1971   50     1921    0.00003
1971   50     1920    0.00002
1971   51     1920    0.00001
1971   51     1919    0.00001
1971   52     1919    0.00001
1971   52     1918    0.00001
1971   53     1918    0.00000
1971   53     1917    0.00000
1971   54     1917    0.00000
1971   54     1916    0.00000
1971   55+       .    0.00000
1972   12-       .    0.00000
1972   13     1959    0.00000
1972   13     1958    0.00000
1972   14     1958    0.00000
1972   14     1957    0.00015
1972   15     1957    0.00103
1972   15     1956    0.00283
1972   16     1956    0.00417
1972   16     1955    0.01402
1972   17     1955    0.02267
1972   17     1954    0.04902
1972   18     1954    0.06684
1972   18     1953    0.10649
1972   19     1953    0.12606
1972   19     1952    0.15641
1972   20     1952    0.16590
1972   20     1951    0.17069
1972   21     1951    0.17048
1972   21     1950    0.16707
1972   22     1950    0.16357
1972   22     1949    0.15502
1972   23     1949    0.15028
1972   23     1948    0.14113
1972   24     1948    0.13552
1972   24     1947    0.12335
1972   25     1947    0.11750
1972   25     1946    0.10601
1972   26     1946    0.10089
1972   26     1945    0.09186
1972   27     1945    0.08718
1972   27     1944    0.07754
1972   28     1944    0.07420
1972   28     1943    0.07014
1972   29     1943    0.06690
1972   29     1942    0.05884
1972   30     1942    0.05578
1972   30     1941    0.05079
1972   31     1941    0.04840
1972   31     1940    0.04387
1972   32     1940    0.04180
1972   32     1939    0.03789
1972   33     1939    0.03622
1972   33     1938    0.03331
1972   34     1938    0.03186
1972   34     1937    0.02902
1972   35     1937    0.02754
1972   35     1936    0.02448
1972   36     1936    0.02306
1972   36     1935    0.02041
1972   37     1935    0.01900
1972   37     1934    0.01598
1972   38     1934    0.01496
1972   38     1933    0.01361
1972   39     1933    0.01236
1972   39     1932    0.00941
1972   40     1932    0.00828
1972   40     1931    0.00639
1972   41     1931    0.00560
1972   41     1930    0.00429
1972   42     1930    0.00363
1972   42     1929    0.00247
1972   43     1929    0.00205
1972   43     1928    0.00141
1972   44     1928    0.00115
1972   44     1927    0.00075
1972   45     1927    0.00057
1972   45     1926    0.00031
1972   46     1926    0.00024
1972   46     1925    0.00017
1972   47     1925    0.00014
1972   47     1924    0.00010
1972   48     1924    0.00008
1972   48     1923    0.00005
1972   49     1923    0.00004
1972   49     1922    0.00003
1972   50     1922    0.00002
1972   50     1921    0.00002
1972   51     1921    0.00001
1972   51     1920    0.00001
1972   52     1920    0.00001
1972   52     1919    0.00000
1972   53     1919    0.00000
1972   53     1918    0.00000
1972   54     1918    0.00000
1972   54     1917    0.00000
1972   55+       .    0.00000
1973   12-       .    0.00000
1973   13     1960    0.00000
1973   13     1959    0.00000
1973   14     1959    0.00000
1973   14     1958    0.00006
1973   15     1958    0.00073
1973   15     1957    0.00165
1973   16     1957    0.00491
1973   16     1956    0.00897
1973   17     1956    0.02275
1973   17     1955    0.03794
1973   18     1955    0.06734
1973   18     1954    0.09458
1973   19     1954    0.12438
1973   19     1953    0.14522
1973   20     1953    0.14951
1973   20     1952    0.16729
1973   21     1952    0.15161
1973   21     1951    0.16473
1973   22     1951    0.14302
1973   22     1950    0.15074
1973   23     1950    0.13063
1973   23     1949    0.14084
1973   24     1949    0.11441
1973   24     1948    0.12647
1973   25     1948    0.09751
1973   25     1947    0.10601
1973   26     1947    0.07998
1973   26     1946    0.08939
1973   27     1946    0.06905
1973   27     1945    0.06590
1973   28     1945    0.06592
1973   28     1944    0.05897
1973   29     1944    0.05215
1973   29     1943    0.05097
1973   30     1943    0.04273
1973   30     1942    0.04418
1973   31     1942    0.03627
1973   31     1941    0.03743
1973   32     1941    0.02893
1973   32     1940    0.02971
1973   33     1940    0.02509
1973   33     1939    0.02619
1973   34     1939    0.02189
1973   34     1938    0.02244
1973   35     1938    0.01765
1973   35     1937    0.01845
1973   36     1937    0.01510
1973   36     1936    0.01546
1973   37     1936    0.01310
1973   37     1935    0.01156
1973   38     1935    0.00965
1973   38     1934    0.00994
1973   39     1934    0.00754
1973   39     1933    0.00773
1973   40     1933    0.00491
1973   40     1932    0.00547
1973   41     1932    0.00335
1973   41     1931    0.00391
1973   42     1931    0.00242
1973   42     1930    0.00241
1973   43     1930    0.00134
1973   43     1929    0.00121
1973   44     1929    0.00089
1973   44     1928    0.00072
1973   45     1928    0.00059
1973   45     1927    0.00028
1973   46     1927    0.00022
1973   46     1926    0.00015
1973   47     1926    0.00012
1973   47     1925    0.00008
1973   48     1925    0.00007
1973   48     1924    0.00004
1973   49     1924    0.00004
1973   49     1923    0.00002
1973   50     1923    0.00002
1973   50     1922    0.00001
1973   51     1922    0.00001
1973   51     1921    0.00001
1973   52     1921    0.00001
1973   52     1920    0.00000
1973   53     1920    0.00000
1973   53     1919    0.00000
1973   54     1919    0.00000
1973   54     1918    0.00000
1973   55+       .    0.00000
1974   12-       .    0.00000
1974   13     1961    0.00000
1974   13     1960    0.00000
1974   14     1960    0.00000
1974   14     1959    0.00017
1974   15     1959    0.00066
1974   15     1958    0.00134
1974   16     1958    0.00489
1974   16     1957    0.00974
1974   17     1957    0.02343
1974   17     1956    0.03557
1974   18     1956    0.06522
1974   18     1955    0.08973
1974   19     1955    0.12095
1974   19     1954    0.14368
1974   20     1954    0.14373
1974   20     1953    0.16314
1974   21     1953    0.14616
1974   21     1952    0.15801
1974   22     1952    0.13904
1974   22     1951    0.15110
1974   23     1951    0.12898
1974   23     1950    0.13958
1974   24     1950    0.11871
1974   24     1949    0.12431
1974   25     1949    0.09834
1974   25     1948    0.10612
1974   26     1948    0.08391
1974   26     1947    0.08749
1974   27     1947    0.06811
1974   27     1946    0.06997
1974   28     1946    0.05840
1974   28     1945    0.05535
1974   29     1945    0.05434
1974   29     1944    0.04925
1974   30     1944    0.04079
1974   30     1943    0.04152
1974   31     1943    0.03562
1974   31     1942    0.03540
1974   32     1942    0.02841
1974   32     1941    0.03020
1974   33     1941    0.02385
1974   33     1940    0.02416
1974   34     1940    0.02072
1974   34     1939    0.01975
1974   35     1939    0.01663
1974   35     1938    0.01675
1974   36     1938    0.01392
1974   36     1937    0.01280
1974   37     1937    0.01120
1974   37     1936    0.01049
1974   38     1936    0.00874
1974   38     1935    0.00870
1974   39     1935    0.00667
1974   39     1934    0.00667
1974   40     1934    0.00474
1974   40     1933    0.00493
1974   41     1933    0.00399
1974   41     1932    0.00365
1974   42     1932    0.00261
1974   42     1931    0.00198
1974   43     1931    0.00138
1974   43     1930    0.00123
1974   44     1930    0.00068
1974   44     1929    0.00080
1974   45     1929    0.00043
1974   45     1928    0.00018
1974   46     1928    0.00013
1974   46     1927    0.00009
1974   47     1927    0.00007
1974   47     1926    0.00005
1974   48     1926    0.00004
1974   48     1925    0.00003
1974   49     1925    0.00002
1974   49     1924    0.00001
1974   50     1924    0.00001
1974   50     1923    0.00001
1974   51     1923    0.00001
1974   51     1922    0.00001
1974   52     1922    0.00000
1974   52     1921    0.00000
1974   53     1921    0.00000
1974   53     1920    0.00000
1974   54     1920    0.00000
1974   54     1919    0.00000
1974   55+       .    0.00000
1975   12-       .    0.00000
1975   13     1962    0.00000
1975   13     1961    0.00000
1975   14     1961    0.00000
1975   14     1960    0.00028
1975   15     1960    0.00063
1975   15     1959    0.00138
1975   16     1959    0.00497
1975   16     1958    0.00882
1975   17     1958    0.02209
1975   17     1957    0.03512
1975   18     1957    0.06450
1975   18     1956    0.08462
1975   19     1956    0.11688
1975   19     1955    0.13796
1975   20     1955    0.14217
1975   20     1954    0.15375
1975   21     1954    0.14663
1975   21     1953    0.15882
1975   22     1953    0.14619
1975   22     1952    0.15177
1975   23     1952    0.13670
1975   23     1951    0.14533
1975   24     1951    0.12326
1975   24     1950    0.13090
1975   25     1950    0.10736
1975   25     1949    0.11048
1975   26     1949    0.08579
1975   26     1948    0.09125
1975   27     1948    0.07153
1975   27     1947    0.07501
1975   28     1947    0.05959
1975   28     1946    0.05966
1975   29     1946    0.04846
1975   29     1945    0.04715
1975   30     1945    0.04592
1975   30     1944    0.03951
1975   31     1944    0.03416
1975   31     1943    0.03320
1975   32     1943    0.02670
1975   32     1942    0.02740
1975   33     1942    0.02403
1975   33     1941    0.02337
1975   34     1941    0.01758
1975   34     1940    0.01748
1975   35     1940    0.01464
1975   35     1939    0.01530
1975   36     1939    0.01173
1975   36     1938    0.01251
1975   37     1938    0.00954
1975   37     1937    0.01015
1975   38     1937    0.00785
1975   38     1936    0.00727
1975   39     1936    0.00574
1975   39     1935    0.00629
1975   40     1935    0.00444
1975   40     1934    0.00463
1975   41     1934    0.00295
1975   41     1933    0.00311
1975   42     1933    0.00242
1975   42     1932    0.00184
1975   43     1932    0.00140
1975   43     1931    0.00150
1975   44     1931    0.00084
1975   44     1930    0.00044
1975   45     1930    0.00033
1975   45     1929    0.00020
1975   46     1929    0.00016
1975   46     1928    0.00011
1975   47     1928    0.00010
1975   47     1927    0.00007
1975   48     1927    0.00006
1975   48     1926    0.00004
1975   49     1926    0.00003
1975   49     1925    0.00002
1975   50     1925    0.00002
1975   50     1924    0.00001
1975   51     1924    0.00001
1975   51     1923    0.00001
1975   52     1923    0.00001
1975   52     1922    0.00000
1975   53     1922    0.00000
1975   53     1921    0.00000
1975   54     1921    0.00000
1975   54     1920    0.00000
1975   55+       .    0.00000
1976   12-       .    0.00000
1976   13     1963    0.00000
1976   13     1962    0.00000
1976   14     1962    0.00000
1976   14     1961    0.00027
1976   15     1961    0.00069
1976   15     1960    0.00158
1976   16     1960    0.00536
1976   16     1959    0.00909
1976   17     1959    0.02270
1976   17     1958    0.03402
1976   18     1958    0.06142
1976   18     1957    0.08507
1976   19     1957    0.11848
1976   19     1956    0.13623
1976   20     1956    0.14813
1976   20     1955    0.15668
1976   21     1955    0.15863
1976   21     1954    0.16540
1976   22     1954    0.15711
1976   22     1953    0.16421
1976   23     1953    0.15063
1976   23     1952    0.16051
1976   24     1952    0.13855
1976   24     1951    0.14221
1976   25     1951    0.12049
1976   25     1950    0.12033
1976   26     1950    0.09807
1976   26     1949    0.10214
1976   27     1949    0.08141
1976   27     1948    0.08154
1976   28     1948    0.06529
1976   28     1947    0.06525
1976   29     1947    0.05109
1976   29     1946    0.05307
1976   30     1946    0.04200
1976   30     1945    0.04018
1976   31     1945    0.03835
1976   31     1944    0.03380
1976   32     1944    0.03001
1976   32     1943    0.02941
1976   33     1943    0.02417
1976   33     1942    0.02222
1976   34     1942    0.01954
1976   34     1941    0.01840
1976   35     1941    0.01521
1976   35     1940    0.01377
1976   36     1940    0.01262
1976   36     1939    0.01187
1976   37     1939    0.00938
1976   37     1938    0.00916
1976   38     1938    0.00736
1976   38     1937    0.00720
1976   39     1937    0.00578
1976   39     1936    0.00584
1976   40     1936    0.00378
1976   40     1935    0.00394
1976   41     1935    0.00302
1976   41     1934    0.00286
1976   42     1934    0.00231
1976   42     1933    0.00230
1976   43     1933    0.00135
1976   43     1932    0.00115
1976   44     1932    0.00069
1976   44     1931    0.00066
1976   45     1931    0.00036
1976   45     1930    0.00018
1976   46     1930    0.00014
1976   46     1929    0.00010
1976   47     1929    0.00008
1976   47     1928    0.00005
1976   48     1928    0.00004
1976   48     1927    0.00003
1976   49     1927    0.00002
1976   49     1926    0.00002
1976   50     1926    0.00001
1976   50     1925    0.00001
1976   51     1925    0.00001
1976   51     1924    0.00001
1976   52     1924    0.00000
1976   52     1923    0.00000
1976   53     1923    0.00000
1976   53     1922    0.00000
1976   54     1922    0.00000
1976   54     1921    0.00000
1976   55+       .    0.00000
1977   12-       .    0.00000
1977   13     1964    0.00000
1977   13     1963    0.00000
1977   14     1963    0.00000
1977   14     1962    0.00022
1977   15     1962    0.00091
1977   15     1961    0.00168
1977   16     1961    0.00626
1977   16     1960    0.00947
1977   17     1960    0.02368
1977   17     1959    0.03520
1977   18     1959    0.06552
1977   18     1958    0.08140
1977   19     1958    0.12434
1977   19     1957    0.13851
1977   20     1957    0.16111
1977   20     1956    0.16650
1977   21     1956    0.17491
1977   21     1955    0.17998
1977   22     1955    0.17726
1977   22     1954    0.18291
1977   23     1954    0.17646
1977   23     1953    0.18229
1977   24     1953    0.16432
1977   24     1952    0.16422
1977   25     1952    0.14307
1977   25     1951    0.14153
1977   26     1951    0.12018
1977   26     1950    0.11890
1977   27     1950    0.10000
1977   27     1949    0.09971
1977   28     1949    0.07935
1977   28     1948    0.07841
1977   29     1948    0.06620
1977   29     1947    0.06278
1977   30     1947    0.05128
1977   30     1946    0.05182
1977   31     1946    0.04193
1977   31     1945    0.03852
1977   32     1945    0.03621
1977   32     1944    0.02963
1977   33     1944    0.02871
1977   33     1943    0.02554
1977   34     1943    0.02112
1977   34     1942    0.01982
1977   35     1942    0.01701
1977   35     1941    0.01654
1977   36     1941    0.01342
1977   36     1940    0.01177
1977   37     1940    0.01120
1977   37     1939    0.00973
1977   38     1939    0.00855
1977   38     1938    0.00733
1977   39     1938    0.00624
1977   39     1937    0.00526
1977   40     1937    0.00435
1977   40     1936    0.00414
1977   41     1936    0.00308
1977   41     1935    0.00283
1977   42     1935    0.00215
1977   42     1934    0.00169
1977   43     1934    0.00139
1977   43     1933    0.00123
1977   44     1933    0.00087
1977   44     1932    0.00088
1977   45     1932    0.00036
1977   45     1931    0.00023
1977   46     1931    0.00018
1977   46     1930    0.00013
1977   47     1930    0.00010
1977   47     1929    0.00007
1977   48     1929    0.00006
1977   48     1928    0.00004
1977   49     1928    0.00003
1977   49     1927    0.00002
1977   50     1927    0.00002
1977   50     1926    0.00001
1977   51     1926    0.00001
1977   51     1925    0.00001
1977   52     1925    0.00001
1977   52     1924    0.00000
1977   53     1924    0.00000
1977   53     1923    0.00000
1977   54     1923    0.00000
1977   54     1922    0.00000
1977   55+       .    0.00000
1978   12-       .    0.00000
1978   13     1965    0.00000
1978   13     1964    0.00000
1978   14     1964    0.00000
1978   14     1963    0.00019
1978   15     1963    0.00104
1978   15     1962    0.00206
1978   16     1962    0.00655
1978   16     1961    0.01098
1978   17     1961    0.02437
1978   17     1960    0.03604
1978   18     1960    0.06702
1978   18     1959    0.08443
1978   19     1959    0.12980
1978   19     1958    0.14142
1978   20     1958    0.16783
1978   20     1957    0.17591
1978   21     1957    0.18099
1978   21     1956    0.18802
1978   22     1956    0.18280
1978   22     1955    0.18896
1978   23     1955    0.17904
1978   23     1954    0.18267
1978   24     1954    0.16042
1978   24     1953    0.16963
1978   25     1953    0.14443
1978   25     1952    0.14623
1978   26     1952    0.12598
1978   26     1951    0.12710
1978   27     1951    0.10024
1978   27     1950    0.10096
1978   28     1950    0.08252
1978   28     1949    0.08283
1978   29     1949    0.06684
1978   29     1948    0.06636
1978   30     1948    0.05388
1978   30     1947    0.05242
1978   31     1947    0.04251
1978   31     1946    0.04210
1978   32     1946    0.03408
1978   32     1945    0.03140
1978   33     1945    0.03079
1978   33     1944    0.02412
1978   34     1944    0.02313
1978   34     1943    0.02008
1978   35     1943    0.01697
1978   35     1942    0.01577
1978   36     1942    0.01226
1978   36     1941    0.01259
1978   37     1941    0.01015
1978   37     1940    0.00818
1978   38     1940    0.00708
1978   38     1939    0.00705
1978   39     1939    0.00585
1978   39     1938    0.00531
1978   40     1938    0.00408
1978   40     1937    0.00339
1978   41     1937    0.00296
1978   41     1936    0.00278
1978   42     1936    0.00157
1978   42     1935    0.00142
1978   43     1935    0.00125
1978   43     1934    0.00075
1978   44     1934    0.00055
1978   44     1933    0.00070
1978   45     1933    0.00028
1978   45     1932    0.00028
1978   46     1932    0.00023
1978   46     1931    0.00017
1978   47     1931    0.00014
1978   47     1930    0.00010
1978   48     1930    0.00008
1978   48     1929    0.00006
1978   49     1929    0.00005
1978   49     1928    0.00003
1978   50     1928    0.00003
1978   50     1927    0.00002
1978   51     1927    0.00001
1978   51     1926    0.00001
1978   52     1926    0.00001
1978   52     1925    0.00001
1978   53     1925    0.00000
1978   53     1924    0.00000
1978   54     1924    0.00000
1978   54     1923    0.00000
1978   55+       .    0.00000
1979   12-       .    0.00000
1979   13     1966    0.00000
1979   13     1965    0.00000
1979   14     1965    0.00000
1979   14     1964    0.00027
1979   15     1964    0.00110
1979   15     1963    0.00207
1979   16     1963    0.00553
1979   16     1962    0.01035
1979   17     1962    0.02240
1979   17     1961    0.03564
1979   18     1961    0.06624
1979   18     1960    0.08459
1979   19     1960    0.13295
1979   19     1959    0.14648
1979   20     1959    0.17042
1979   20     1958    0.18023
1979   21     1958    0.18298
1979   21     1957    0.19449
1979   22     1957    0.18089
1979   22     1956    0.18833
1979   23     1956    0.17923
1979   23     1955    0.18576
1979   24     1955    0.16115
1979   24     1954    0.16423
1979   25     1954    0.14203
1979   25     1953    0.14610
1979   26     1953    0.12037
1979   26     1952    0.12097
1979   27     1952    0.10210
1979   27     1951    0.10084
1979   28     1951    0.08353
1979   28     1950    0.08021
1979   29     1950    0.06705
1979   29     1949    0.06698
1979   30     1949    0.05415
1979   30     1948    0.05077
1979   31     1948    0.04279
1979   31     1947    0.04158
1979   32     1947    0.03498
1979   32     1946    0.03251
1979   33     1946    0.02671
1979   33     1945    0.02422
1979   34     1945    0.02356
1979   34     1944    0.01784
1979   35     1944    0.01728
1979   35     1943    0.01528
1979   36     1943    0.01297
1979   36     1942    0.01183
1979   37     1942    0.00962
1979   37     1941    0.00883
1979   38     1941    0.00664
1979   38     1940    0.00599
1979   39     1940    0.00523
1979   39     1939    0.00487
1979   40     1939    0.00348
1979   40     1938    0.00368
1979   41     1938    0.00249
1979   41     1937    0.00246
1979   42     1937    0.00176
1979   42     1936    0.00150
1979   43     1936    0.00096
1979   43     1935    0.00104
1979   44     1935    0.00059
1979   44     1934    0.00070
1979   45     1934    0.00038
1979   45     1933    0.00027
1979   46     1933    0.00022
1979   46     1932    0.00016
1979   47     1932    0.00013
1979   47     1931    0.00009
1979   48     1931    0.00007
1979   48     1930    0.00005
1979   49     1930    0.00004
1979   49     1929    0.00003
1979   50     1929    0.00002
1979   50     1928    0.00002
1979   51     1928    0.00001
1979   51     1927    0.00001
1979   52     1927    0.00001
1979   52     1926    0.00001
1979   53     1926    0.00000
1979   53     1925    0.00000
1979   54     1925    0.00000
1979   54     1924    0.00000
1979   55+       .    0.00000
1980   12-       .    0.00000
1980   13     1967    0.00000
1980   13     1966    0.00000
1980   14     1966    0.00000
1980   14     1965    0.00036
1980   15     1965    0.00128
1980   15     1964    0.00207
1980   16     1964    0.00673
1980   16     1963    0.01039
1980   17     1963    0.02351
1980   17     1962    0.03420
1980   18     1962    0.06990
1980   18     1961    0.08916
1980   19     1961    0.14036
1980   19     1960    0.15761
1980   20     1960    0.18018
1980   20     1959    0.19031
1980   21     1959    0.19271
1980   21     1958    0.20101
1980   22     1958    0.18957
1980   22     1957    0.19458
1980   23     1957    0.18165
1980   23     1956    0.18495
1980   24     1956    0.16165
1980   24     1955    0.16955
1980   25     1955    0.14291
1980   25     1954    0.14813
1980   26     1954    0.12195
1980   26     1953    0.12314
1980   27     1953    0.10138
1980   27     1952    0.10390
1980   28     1952    0.08116
1980   28     1951    0.08301
1980   29     1951    0.06718
1980   29     1950    0.06599
1980   30     1950    0.05379
1980   30     1949    0.05299
1980   31     1949    0.04250
1980   31     1948    0.04239
1980   32     1948    0.03494
1980   32     1947    0.03356
1980   33     1947    0.02648
1980   33     1946    0.02653
1980   34     1946    0.02060
1980   34     1945    0.01732
1980   35     1945    0.01855
1980   35     1944    0.01479
1980   36     1944    0.01235
1980   36     1943    0.01118
1980   37     1943    0.00860
1980   37     1942    0.00876
1980   38     1942    0.00698
1980   38     1941    0.00640
1980   39     1941    0.00469
1980   39     1940    0.00408
