West Germany, Live births by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 04/02/2019
Year  ARDY   Cohort       Total          B1          B2          B3          B4         B5p
2009    50    1959        26.00       11.00        5.00        3.00        2.00        5.00
2009    51    1958        16.73        8.24        3.53        1.90        0.00        3.05
2009    52    1957        10.19        5.34        2.32        1.15        0.00        1.37
2009    53    1956         5.15        2.80        1.32        0.60        0.00        0.44
2009    54    1955         2.27        1.25        0.64        0.26        0.00        0.12
2009    55+   1954-        0.66        0.36        0.19        0.08        0.00        0.03
2010    12-   1998+        0.00        0.00        0.00        0.00        0.00        0.00
2010    13    1997         0.67        0.67        0.00        0.00        0.00        0.00
2010    14    1996        35.33       35.33        0.00        0.00        0.00        0.00
2010    15    1995       162.00      162.00        0.00        0.00        0.00        0.00
2010    16    1994       600.00      585.00       15.00        0.00        0.00        0.00
2010    17    1993      1525.00     1475.00       47.00        3.00        0.00        0.00
2010    18    1992      2860.00     2654.00      196.00        9.00        1.00        0.00
2010    19    1991      5345.00     4715.00      589.00       35.00        4.00        2.00
2010    20    1990      8080.00     6786.00     1144.00      130.00       18.00        2.00
2010    21    1989     10319.00     7950.00     2039.00      280.00       44.00        6.00
2010    22    1988     13246.00     9362.00     3225.00      560.00       90.00        9.00
2010    23    1987     15445.00    10197.00     4180.00      880.00      168.00       20.00
2010    24    1986     18459.00    11639.00     5261.00     1273.00      230.00       56.00
2010    25    1985     21543.00    13001.00     6333.00     1714.00      398.00       97.00
2010    26    1984     25138.00    14783.00     7692.00     2032.00      477.00      154.00
2010    27    1983     28981.00    16382.00     9258.00     2481.00      607.00      253.00
2010    28    1982     33604.00    18336.00    11060.00     3107.00      788.00      313.00
2010    29    1981     36931.00    19510.00    12435.00     3622.00      953.00      411.00
2010    30    1980     39211.00    19962.00    13522.00     4125.00     1070.00      532.00
2010    31    1979     38666.00    18792.00    13746.00     4370.00     1168.00      590.00
2010    32    1978     37187.00    16811.00    14112.00     4447.00     1210.00      607.00
2010    33    1977     35510.00    14964.00    13813.00     4731.00     1274.00      728.00
2010    34    1976     32534.00    12749.00    13072.00     4739.00     1297.00      677.00
2010    35    1975     28734.00    10520.00    11512.00     4626.00     1364.00      712.00
2010    36    1974     25148.00     8672.00     9973.00     4423.00     1318.00      762.00
2010    37    1973     20831.00     6793.00     8262.00     3826.00     1234.00      716.00
2010    38    1972     17600.00     5606.00     6834.00     3368.00     1095.00      697.00
2010    39    1971     14648.00     4510.00     5651.00     2887.00      991.00      609.00
2010    40    1970     11148.00     3394.00     4036.00     2298.00      870.00      550.00
2010    41    1969      7899.00     2500.00     2757.00     1540.00      640.00      462.00
2010    42    1968      4969.00     1488.00     1691.00      998.00      411.00      381.00
2010    43    1967      2866.00      864.00      931.00      569.00      280.00      222.00
2010    44    1966      1525.00      415.00      475.00      299.00      161.00      175.00
2010    45    1965       840.00      245.00      254.00      157.00       79.00      105.00
2010    46    1964       381.00       96.00      112.00       87.00       39.00       47.00
2010    47    1963       178.00       55.00       45.00       31.00       16.00       31.00
2010    48    1962        71.00       25.00       24.00        6.00        8.00        8.00
2010    49    1961        45.00       18.00        9.00        4.00        2.00       12.00
2010    50    1960        31.00       12.00       10.00        5.00        2.00        2.00
2010    51    1959        23.68        7.53        7.57        3.49        0.54        4.55
2010    52    1958        14.44        4.45        4.61        1.99        0.25        3.15
2010    53    1957         7.11        2.50        2.45        1.00        0.13        1.03
2010    54    1956         2.97        1.18        1.08        0.41        0.05        0.24
2010    55+   1955-        0.80        0.34        0.30        0.11        0.01        0.04
2011    12-   1999+        0.00        0.00        0.00        0.00        0.00        0.00
2011    13    1998         0.52        0.45        0.00        0.08        0.00        0.00
2011    14    1997        30.48       29.55        0.00        0.93        0.00        0.00
2011    15    1996       187.00      184.00        3.00        0.00        0.00        0.00
2011    16    1995       546.00      539.00        7.00        0.00        0.00        0.00
2011    17    1994      1338.00     1296.00       41.00        1.00        0.00        0.00
2011    18    1993      2590.00     2403.00      179.00        8.00        0.00        0.00
2011    19    1992      4932.00     4392.00      500.00       35.00        4.00        1.00
2011    20    1991      7161.00     6034.00      987.00      126.00       12.00        2.00
2011    21    1990     10013.00     7820.00     1929.00      230.00       28.00        6.00
2011    22    1989     11906.00     8601.00     2788.00      434.00       69.00       14.00
2011    23    1988     14749.00     9892.00     3916.00      768.00      147.00       26.00
2011    24    1987     17499.00    11160.00     4906.00     1100.00      258.00       75.00
2011    25    1986     21066.00    12984.00     6160.00     1498.00      335.00       89.00
2011    26    1985     24099.00    14326.00     7181.00     1983.00      448.00      161.00
2011    27    1984     27521.00    15856.00     8542.00     2288.00      608.00      227.00
2011    28    1983     31659.00    17600.00    10272.00     2756.00      718.00      313.00
2011    29    1982     35969.00    19190.00    12168.00     3359.00      854.00      398.00
2011    30    1981     38464.00    20018.00    13231.00     3773.00      986.00      456.00
2011    31    1980     40060.00    19614.00    14271.00     4439.00     1183.00      553.00
2011    32    1979     37825.00    17405.00    14146.00     4528.00     1168.00      578.00
2011    33    1978     35124.00    14626.00    14062.00     4592.00     1212.00      632.00
2011    34    1977     32669.00    12874.00    13242.00     4590.00     1288.00      675.00
2011    35    1976     29490.00    10912.00    12032.00     4546.00     1293.00      707.00
2011    36    1975     24952.00     8681.00    10034.00     4251.00     1253.00      733.00
2011    37    1974     20981.00     6826.00     8399.00     3859.00     1193.00      704.00
2011    38    1973     16432.00     5148.00     6473.00     3087.00     1082.00      642.00
2011    39    1972     13696.00     4257.00     5216.00     2713.00      929.00      581.00
2011    40    1971     10932.00     3397.00     4135.00     2083.00      778.00      539.00
2011    41    1970      7619.00     2282.00     2739.00     1515.00      633.00      450.00
2011    42    1969      4818.00     1416.00     1683.00      971.00      449.00      299.00
2011    43    1968      2897.00      832.00      979.00      579.00      278.00      229.00
2011    44    1967      1557.00      434.00      501.00      323.00      145.00      154.00
2011    45    1966       813.00      224.00      215.00      187.00       92.00       95.00
2011    46    1965       366.00      109.00       90.00       71.00       44.00       52.00
2011    47    1964       160.00       52.00       47.00       25.00       18.00       18.00
2011    48    1963        89.00       29.00       20.00       14.00        8.00       18.00
2011    49    1962        54.00       18.00       19.00        8.00        4.00        5.00
2011    50    1961        35.00       14.00        6.00        4.00        4.00        7.00
2011    51    1960        29.40       12.94        6.81        2.47        2.79        4.39
2011    52    1959        18.63        8.70        5.12        1.45        1.46        1.90
2011    53    1958         8.60        4.18        2.63        0.69        0.54        0.55
2011    54    1957         3.46        1.71        1.13        0.30        0.18        0.14
2011    55+   1956-        0.91        0.46        0.31        0.08        0.04        0.03
2012    12-   2000+        0.00        0.00        0.00        0.00        0.00        0.00
2012    13    1999         0.57        0.57        0.00        0.00        0.00        0.00
2012    14    1998        31.44       31.44        0.00        0.00        0.00        0.00
2012    15    1997       178.00      177.00        1.00        0.00        0.00        0.00
2012    16    1996       555.00      543.00       11.00        1.00        0.00        0.00
2012    17    1995      1364.00     1315.00       48.00        1.00        0.00        0.00
2012    18    1994      2482.00     2289.00      178.00       15.00        0.00        0.00
2012    19    1993      4683.00     4135.00      508.00       37.00        3.00        0.00
2012    20    1992      7154.00     5942.00     1066.00      135.00       11.00        0.00
2012    21    1991      9415.00     7214.00     1909.00      256.00       33.00        3.00
2012    22    1990     12039.00     8648.00     2817.00      485.00       80.00        9.00
2012    23    1989     14271.00     9578.00     3776.00      759.00      132.00       26.00
2012    24    1988     17774.00    11297.00     5025.00     1178.00      232.00       42.00
2012    25    1987     20819.00    12854.00     6062.00     1453.00      352.00       98.00
2012    26    1986     25138.00    14841.00     7642.00     1989.00      515.00      151.00
2012    27    1985     27729.00    15964.00     8700.00     2244.00      600.00      221.00
2012    28    1984     31675.00    17551.00    10267.00     2853.00      708.00      296.00
2012    29    1983     34807.00    18663.00    11672.00     3263.00      846.00      363.00
2012    30    1982     39543.00    20633.00    13591.00     3863.00     1005.00      451.00
2012    31    1981     40941.00    20127.00    14744.00     4358.00     1169.00      543.00
2012    32    1980     40366.00    18663.00    15110.00     4711.00     1287.00      595.00
2012    33    1979     36933.00    15572.00    14750.00     4733.00     1240.00      638.00
2012    34    1978     33703.00    13159.00    13841.00     4745.00     1293.00      665.00
2012    35    1977     30183.00    11067.00    12558.00     4514.00     1323.00      721.00
2012    36    1976     26376.00     9171.00    10831.00     4345.00     1350.00      679.00
2012    37    1975     21118.00     6757.00     8577.00     3864.00     1246.00      674.00
2012    38    1974     17138.00     5215.00     6803.00     3394.00     1145.00      581.00
2012    39    1973     13272.00     3971.00     5086.00     2688.00      967.00      560.00
2012    40    1972     10617.00     3276.00     3943.00     2102.00      779.00      517.00
2012    41    1971      7435.00     2255.00     2683.00     1451.00      605.00      441.00
2012    42    1970      4832.00     1428.00     1680.00      944.00      439.00      341.00
2012    43    1969      2906.00      850.00      981.00      567.00      273.00      235.00
2012    44    1968      1568.00      457.00      508.00      303.00      148.00      152.00
2012    45    1967       825.00      234.00      241.00      152.00       85.00      113.00
2012    46    1966       440.00      128.00      119.00       84.00       49.00       60.00
2012    47    1965       187.00       73.00       52.00       24.00       17.00       21.00
2012    48    1964       115.00       45.00       36.00       12.00       13.00        9.00
2012    49    1963        62.00       27.00       23.00        6.00        5.00        1.00
2012    50    1962        22.00        6.00        9.00        3.00        2.00        2.00
2012    51    1961        24.64        8.96        6.14        3.95        1.54        4.07
2012    52    1960        17.84        7.50        3.73        2.93        0.88        2.79
2012    53    1959         8.95        4.23        1.99        1.44        0.39        0.90
2012    54    1958         3.60        1.81        0.89        0.54        0.15        0.21
2012    55+   1957-        0.98        0.50        0.26        0.14        0.04        0.04
2013    12-   2001+        0.00        0.00        0.00        0.00        0.00        0.00
2013    13    2000         0.50        0.50        0.00        0.00        0.00        0.00
2013    14    1999        28.50       28.50        0.00        0.00        0.00        0.00
2013    15    1998       188.00      185.00        3.00        0.00        0.00        0.00
2013    16    1997       570.00      552.00       18.00        0.00        0.00        0.00
2013    17    1996      1282.00     1221.00       59.00        2.00        0.00        0.00
2013    18    1995      2536.00     2326.00      190.00       19.00        1.00        0.00
2013    19    1994      4421.00     3925.00      452.00       42.00        2.00        0.00
2013    20    1993      6661.00     5477.00     1042.00      125.00       15.00        2.00
2013    21    1992      8835.00     6738.00     1767.00      280.00       41.00        9.00
2013    22    1991     11107.00     8025.00     2533.00      475.00       60.00       14.00
2013    23    1990     14363.00     9619.00     3770.00      804.00      145.00       25.00
2013    24    1989     16879.00    10733.00     4780.00     1104.00      207.00       55.00
2013    25    1988     21320.00    13118.00     6207.00     1528.00      376.00       91.00
2013    26    1987     24989.00    15158.00     7391.00     1871.00      414.00      155.00
2013    27    1986     28595.00    16605.00     8786.00     2367.00      619.00      218.00
2013    28    1985     31717.00    17689.00    10256.00     2705.00      759.00      308.00
2013    29    1984     35213.00    19078.00    11643.00     3273.00      868.00      351.00
2013    30    1983     38149.00    20224.00    12897.00     3621.00      958.00      449.00
2013    31    1982     41645.00    20779.00    14892.00     4358.00     1104.00      512.00
2013    32    1981     41621.00    19478.00    15568.00     4711.00     1262.00      602.00
2013    33    1980     39623.00    16975.00    15611.00     4939.00     1365.00      733.00
2013    34    1979     35639.00    14113.00    14610.00     4801.00     1420.00      695.00
2013    35    1978     31609.00    11801.00    13065.00     4759.00     1335.00      649.00
2013    36    1977     27000.00     9321.00    11046.00     4626.00     1314.00      693.00
2013    37    1976     22671.00     7407.00     9271.00     4046.00     1264.00      683.00
2013    38    1975     17819.00     5522.00     7174.00     3398.00     1086.00      639.00
2013    39    1974     13946.00     4263.00     5384.00     2736.00      969.00      594.00
2013    40    1973     10319.00     3173.00     3833.00     2042.00      758.00      513.00
2013    41    1972      7281.00     2204.00     2690.00     1433.00      564.00      390.00
2013    42    1971      4849.00     1420.00     1735.00      971.00      431.00      292.00
2013    43    1970      2885.00      889.00      970.00      523.00      270.00      233.00
2013    44    1969      1635.00      489.00      502.00      335.00      154.00      155.00
2013    45    1968       820.00      279.00      245.00      140.00       72.00       84.00
2013    46    1967       410.00      129.00      120.00       84.00       33.00       44.00
2013    47    1966       226.00       73.00       63.00       34.00       18.00       38.00
2013    48    1965        90.00       40.00       25.00       13.00        3.00        9.00
2013    49    1964        56.00       23.00       13.00        9.00        5.00        6.00
2013    50    1963        40.00       16.00        6.00        6.00        7.00        5.00
2013    51    1962        27.00       10.54        5.95        4.50        2.43        3.58
2013    52    1961        16.21        6.43        4.34        2.70        1.02        1.72
2013    53    1960         7.71        3.23        2.36        1.22        0.38        0.53
2013    54    1959         3.21        1.41        1.05        0.46        0.13        0.15
2013    55+   1958-        0.86        0.39        0.30        0.12        0.03        0.03
2014    12-   2002+        0.00        0.00        0.00        0.00        0.00        0.00
2014    13    2001         0.73        0.67        0.05        0.00        0.00        0.00
2014    14    2000        42.27       41.32        0.95        0.00        0.00        0.00
2014    15    1999       196.00      193.00        3.00        0.00        0.00        0.00
2014    16    1998       570.00      556.00       13.00        1.00        0.00        0.00
2014    17    1997      1377.00     1323.00       52.00        2.00        0.00        0.00
2014    18    1996      2521.00     2272.00      233.00       16.00        0.00        0.00
2014    19    1995      4371.00     3792.00      524.00       49.00        6.00        0.00
2014    20    1994      6528.00     5379.00      988.00      146.00       12.00        3.00
2014    21    1993      8680.00     6503.00     1831.00      290.00       47.00        9.00
2014    22    1992     11076.00     7786.00     2707.00      479.00       91.00       13.00
2014    23    1991     13798.00     9125.00     3710.00      775.00      161.00       27.00
2014    24    1990     17585.00    11139.00     4958.00     1162.00      274.00       52.00
2014    25    1989     21178.00    13203.00     6011.00     1505.00      353.00      106.00
2014    26    1988     26295.00    15908.00     7636.00     2076.00      504.00      171.00
2014    27    1987     29729.00    17376.00     9031.00     2395.00      663.00      264.00
2014    28    1986     34140.00    19543.00    10503.00     2993.00      796.00      305.00
2014    29    1985     36957.00    20330.00    11970.00     3342.00      912.00      403.00
2014    30    1984     40314.00    21486.00    13327.00     3896.00     1079.00      526.00
2014    31    1983     42715.00    21831.00    14852.00     4383.00     1133.00      516.00
2014    32    1982     44003.00    20807.00    16279.00     4991.00     1298.00      628.00
2014    33    1981     42227.00    18466.00    16362.00     5295.00     1389.00      715.00
2014    34    1980     39252.00    15702.00    15881.00     5441.00     1501.00      727.00
2014    35    1979     34109.00    12603.00    14098.00     5202.00     1465.00      741.00
2014    36    1978     28928.00    10298.00    11652.00     4802.00     1393.00      783.00
2014    37    1977     23934.00     7909.00     9677.00     4260.00     1363.00      725.00
2014    38    1976     19340.00     6053.00     7825.00     3628.00     1183.00      651.00
2014    39    1975     14726.00     4492.00     5678.00     2894.00     1007.00      655.00
2014    40    1974     11129.00     3425.00     4191.00     2141.00      821.00      551.00
2014    41    1973      7377.00     2177.00     2653.00     1478.00      644.00      425.00
2014    42    1972      4958.00     1449.00     1771.00     1017.00      390.00      331.00
2014    43    1971      3013.00      934.00     1021.00      554.00      267.00      237.00
2014    44    1970      1623.00      451.00      515.00      317.00      167.00      173.00
2014    45    1969       839.00      272.00      250.00      156.00       83.00       78.00
2014    46    1968       467.00      172.00      128.00       80.00       39.00       48.00
2014    47    1967       216.00       75.00       63.00       42.00       13.00       23.00
2014    48    1966       135.00       56.00       43.00       19.00        7.00       10.00
2014    49    1965        53.00       22.00       13.00        8.00        5.00        5.00
2014    50    1964        38.00       16.00        9.00        6.00        4.00        3.00
2014    51    1963        30.74       12.79        9.42        4.07        1.16        3.31
2014    52    1962        19.13        7.96        6.50        2.30        0.50        1.86
2014    53    1961         9.31        4.04        3.33        1.08        0.22        0.63
2014    54    1960         3.79        1.72        1.38        0.44        0.09        0.17
2014    55+   1959-        1.02        0.48        0.37        0.12        0.03        0.04
2015    12-   2003+        0.00        0.00        0.00        0.00        0.00        0.00
2015    13    2002         0.95        0.85        0.10        0.00        0.00        0.00
2015    14    2001        55.05       53.15        1.90        0.00        0.00        0.00
2015    15    2000       227.00      222.00        4.00        1.00        0.00        0.00
2015    16    1999       600.00      580.00       19.00        1.00        0.00        0.00
2015    17    1998      1321.00     1240.00       76.00        4.00        1.00        0.00
2015    18    1997      2522.00     2252.00      246.00       21.00        3.00        0.00
2015    19    1996      4524.00     3827.00      625.00       69.00        3.00        0.00
2015    20    1995      6623.00     5288.00     1167.00      147.00       18.00        3.00
2015    21    1994      8738.00     6461.00     1929.00      295.00       51.00        2.00
2015    22    1993     11201.00     7667.00     2888.00      536.00       94.00       16.00
2015    23    1992     13827.00     8969.00     3790.00      870.00      157.00       41.00
2015    24    1991     17308.00    10851.00     4837.00     1243.00      308.00       69.00
2015    25    1990     22047.00    13790.00     6149.00     1590.00      398.00      120.00
2015    26    1989     26214.00    15664.00     7783.00     2058.00      529.00      180.00
2015    27    1988     31600.00    18356.00     9564.00     2705.00      706.00      269.00
2015    28    1987     35652.00    20192.00    11156.00     3135.00      831.00      338.00
2015    29    1986     39531.00    21895.00    12655.00     3568.00     1004.00      409.00
2015    30    1985     41679.00    22123.00    13857.00     4096.00     1064.00      539.00
2015    31    1984     43896.00    22296.00    15111.00     4532.00     1333.00      624.00
2015    32    1983     44067.00    21049.00    16268.00     4796.00     1320.00      634.00
2015    33    1982     44183.00    18976.00    17367.00     5579.00     1556.00      705.00
2015    34    1981     40889.00    16277.00    16729.00     5554.00     1563.00      766.00
2015    35    1980     36925.00    13754.00    15217.00     5548.00     1533.00      873.00
2015    36    1979     30932.00    10692.00    12671.00     5206.00     1536.00      827.00
2015    37    1978     24917.00     8039.00    10208.00     4432.00     1411.00      827.00
2015    38    1977     19902.00     6311.00     7803.00     3812.00     1280.00      696.00
2015    39    1976     15545.00     4708.00     6110.00     3023.00     1023.00      681.00
2015    40    1975     11449.00     3487.00     4275.00     2275.00      881.00      531.00
2015    41    1974      7952.00     2403.00     2891.00     1555.00      633.00      470.00
2015    42    1973      4618.00     1329.00     1631.00      907.00      428.00      323.00
2015    43    1972      2830.00      857.00      940.00      535.00      270.00      228.00
2015    44    1971      1672.00      525.00      529.00      335.00      129.00      154.00
2015    45    1970       881.00      286.00      251.00      166.00       77.00      101.00
2015    46    1969       445.00      151.00      139.00       72.00       35.00       48.00
2015    47    1968       248.00       97.00       77.00       25.00       23.00       26.00
2015    48    1967       118.00       57.00       28.00       13.00       10.00       10.00
2015    49    1966        75.00       36.00       16.00        8.00        9.00        6.00
2015    50    1965        44.00       22.00       12.00        3.00        3.00        4.00
2015    51    1964        30.61       15.22        7.69        2.68        2.11        2.89
2015    52    1963        18.17        9.09        4.63        1.83        1.17        1.44
2015    53    1962         8.61        4.34        2.34        0.95        0.49        0.48
2015    54    1961         3.64        1.84        1.05        0.41        0.18        0.15
2015    55+   1960-        0.99        0.50        0.30        0.12        0.04        0.03
2016    12-   2004+        0.00        0.00        0.00        0.00        0.00        0.00
2016    13    2003         0.82        0.76        0.08        0.00        0.00        0.00
2016    14    2002        47.18       46.26        0.93        0.00        0.00        0.00
2016    15    2001       218.05      217.06        1.00        0.00        0.00        0.00
2016    16    2000       685.16      662.15       22.00        1.00        0.00        0.00
2016    17    1999      1519.37     1388.32      123.03        8.00        0.00        0.00
2016    18    1998      2955.71     2588.61      325.08       40.01        1.00        1.01
2016    19    1997      5543.32     4538.05      881.22      111.05       13.01        0.00
2016    20    1996      7647.82     5960.36     1411.34      240.09       36.02        0.00
2016    21    1995     10071.40     7153.60     2387.57      447.17       70.04       13.01
2016    22    1994     12393.95     8315.83     3233.76      694.26      130.08       20.01
2016    23    1993     14866.54     9316.98     4200.96     1058.40      242.15       48.04
2016    24    1992     18282.36    11192.34     5178.17     1451.54      366.23       94.08
2016    25    1991     22447.35    13292.74     6595.47     1939.72      469.30      150.12
2016    26    1990     28637.83    16895.45     8381.85     2433.90      676.42      250.21
2016    27    1989     33003.86    18979.82     9851.14     3000.10      820.51      352.30
2016    28    1988     38742.23    21736.33    11970.58     3545.29     1024.64      465.38
2016    29    1987     42581.15    23081.56    13671.92     4097.47     1177.73      552.46
2016    30    1986     45945.95    24228.75    15199.22     4569.64     1320.82      627.52
2016    31    1985     47080.22    23481.51    16343.39     4996.78     1479.92      778.63
2016    32    1984     47020.21    21917.14    17481.59     5253.86     1536.95      830.67
2016    33    1983     45274.79    19187.53    17986.60     5571.93     1643.00      885.72
2016    34    1982     43619.40    17126.06    17831.48     5992.05     1758.07      911.73
2016    35    1981     39607.44    14468.49    16293.06     6042.03     1864.12      939.75
2016    36    1980     34904.31    12082.00    14160.56     5920.94     1749.04      991.79
2016    37    1979     27503.56     8747.37    11184.93     5065.62     1617.94      887.69
2016    38    1978     21585.14     6608.98     8655.43     4087.28     1378.79      854.65
2016    39    1977     16961.04     5086.71     6528.02     3304.01     1235.70      806.61
2016    40    1976     12595.00     3765.52     4706.72     2555.76      919.52      647.49
2016    41    1975      8266.97     2462.30     2945.41     1630.47      682.38      546.40
2016    42    1974      5237.25     1482.17     1843.25     1050.30      485.26      376.27
2016    43    1973      3046.73      894.11     1059.14      584.16      265.14      244.18
2016    44    1972      1738.41      492.05      584.07      317.08      169.08      176.13
2016    45    1971       917.22      312.03      264.03      162.05       93.05       86.06
2016    46    1970       539.13      173.01      153.02       97.03       51.02       65.05
2016    47    1969       264.06      115.02       72.01       32.01       15.01       30.02
2016    48    1968       158.04       63.01       56.01       21.01        9.01        9.00
2016    49    1967        98.02       47.01       28.01       14.01        4.00        5.00
2016    50    1966        65.01       29.00       17.00       10.00        3.00        6.00
2016    51    1965        45.26       17.86       10.20        7.12        3.39        6.69
2016    52    1964        26.72       10.43        6.06        4.16        2.27        3.79
2016    53    1963        12.10        5.06        3.06        1.85        0.95        1.19
2016    54    1962         4.69        2.09        1.32        0.69        0.31        0.29
2016    55+   1961-        1.25        0.57        0.37        0.18        0.07        0.05
2017    12-   2005+        0.00        0.00        0.00        0.00        0.00        0.00
2017    13    2004         0.74        0.74        0.00        0.00        0.00        0.00
2017    14    2003        39.26       39.26        0.00        0.00        0.00        0.00
2017    15    2002       172.02      170.01        2.00        0.00        0.00        0.00
2017    16    2001       548.06      514.06       32.01        2.00        0.00        0.00
2017    17    2000      1272.14     1170.13       97.01        4.00        1.00        0.00
2017    18    1999      2488.28     2117.24      341.03       27.01        3.00        0.00
2017    19    1998      4683.53     3812.43      755.08      107.02        9.00        0.00
2017    20    1997      6925.80     5267.60     1420.15      202.03       32.01        4.00
2017    21    1996      9415.07     6550.74     2364.24      433.08       55.02       12.00
2017    22    1995     11432.31     7407.83     3173.32      717.13      112.03       22.01
2017    23    1994     13987.60     8725.95     3910.38     1033.19      260.06       58.02
2017    24    1993     17285.98    10397.12     5014.49     1425.25      338.08      111.04
2017    25    1992     21717.49    13057.41     6249.61     1734.30      524.11      152.05
2017    26    1991     26876.07    15677.67     7861.75     2428.43      674.15      234.08
2017    27    1990     33222.80    19090.04     9977.95     2984.52      861.19      309.10
2017    28    1989     37362.27    20928.23    11683.12     3400.60      939.20      411.13
2017    29    1988     43502.98    23640.49    13810.30     4242.73     1249.27      560.18
2017    30    1987     46494.32    24164.53    15647.47     4648.81     1356.30      677.22
2017    31    1986     48789.58    24313.53    17039.59     5143.89     1530.33      762.24
2017    32    1985     47541.43    21849.24    17627.62     5536.95     1635.35      892.28
2017    33    1984     45557.20    19200.95    17972.63     5845.99     1659.36      878.28
2017    34    1983     42466.86    16415.65    17522.57     5957.00     1675.36      896.28
2017    35    1982     39688.54    14159.38    16449.42     6212.03     1887.39      980.30
2017    36    1981     35093.02    11755.11    14545.23     5977.98     1802.38     1012.31
2017    37    1980     29048.32     9112.84    11919.97     5247.84     1722.35     1045.32
2017    38    1979     22232.54     6558.59     8973.70     4326.69     1448.29      925.28
2017    39    1978     17166.97     5006.43     6629.50     3462.53     1222.24      846.25
2017    40    1977     12804.47     3702.31     4845.35     2512.39     1029.20      715.21
2017    41    1976      8557.98     2458.20     3155.23     1699.25      708.14      537.16
2017    42    1975      5209.59     1490.12     1811.12     1056.15      477.09      375.11
2017    43    1974      3171.37      902.06     1049.06      624.09      320.06      276.08
2017    44    1973      1653.19      486.03      519.03      305.04      169.03      174.05
2017    45    1972       982.11      317.03      296.02      193.03       85.02       91.03
2017    46    1971       498.06      184.01      144.01       76.01       46.01       48.02
2017    47    1970       250.03       96.01       73.00       51.01       17.01       13.01
2017    48    1969       135.02       54.01       40.00       23.00       11.00        7.00
2017    49    1968        82.01       34.01       24.00       14.01        4.00        6.00
2017    50    1967        60.01       34.01       17.01        3.00        1.00        5.00
2017    51    1966        44.55       20.58        9.65        6.18        2.47        5.67
2017    52    1965        26.13       10.70        5.17        5.13        2.12        3.02
2017    53    1964        12.23        5.06        2.65        2.53        0.99        1.01
2017    54    1963         4.84        2.11        1.20        0.93        0.34        0.26
2017    55+   1962-        1.26        0.57        0.34        0.23        0.08        0.05
