East Germany, Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 04/02/2019
Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
1967    18     0.031     0.030     0.001     0.000     0.000     0.000
1967    19     0.090     0.086     0.003     0.000     0.000     0.000
1967    20     0.200     0.187     0.012     0.001     0.000     0.000
1967    21     0.336     0.302     0.032     0.002     0.000     0.000
1967    22     0.478     0.410     0.063     0.005     0.000     0.000
1967    23     0.624     0.507     0.106     0.009     0.001     0.000
1967    24         .         .         .         .         .         .
1967    25         .         .         .         .         .         .
1967    26         .         .         .         .         .         .
1967    27         .         .         .         .         .         .
1967    28         .         .         .         .         .         .
1967    29         .         .         .         .         .         .
1967    30         .         .         .         .         .         .
1967    31         .         .         .         .         .         .
1967    32         .         .         .         .         .         .
1967    33         .         .         .         .         .         .
1967    34         .         .         .         .         .         .
1967    35         .         .         .         .         .         .
1967    36         .         .         .         .         .         .
1967    37         .         .         .         .         .         .
1967    38         .         .         .         .         .         .
1967    39         .         .         .         .         .         .
1967    40         .         .         .         .         .         .
1967    41         .         .         .         .         .         .
1967    42         .         .         .         .         .         .
1967    43         .         .         .         .         .         .
1967    44         .         .         .         .         .         .
1967    45         .         .         .         .         .         .
1967    46         .         .         .         .         .         .
1967    47         .         .         .         .         .         .
1967    48         .         .         .         .         .         .
1967    49         .         .         .         .         .         .
1967    50         .         .         .         .         .         .
1967    51         .         .         .         .         .         .
1967    52         .         .         .         .         .         .
1967    53         .         .         .         .         .         .
1967    54         .         .         .         .         .         .
1967    55         .         .         .         .         .         .
1968    12     0.000     0.000     0.000     0.000     0.000     0.000
1968    13     0.000     0.000     0.000     0.000     0.000     0.000
1968    14     0.000     0.000     0.000     0.000     0.000     0.000
1968    15     0.000     0.000     0.000     0.000     0.000     0.000
1968    16     0.002     0.002     0.000     0.000     0.000     0.000
1968    17     0.009     0.009     0.000     0.000     0.000     0.000
1968    18     0.030     0.030     0.001     0.000     0.000     0.000
1968    19     0.083     0.080     0.003     0.000     0.000     0.000
1968    20     0.185     0.174     0.011     0.000     0.000     0.000
1968    21     0.311     0.281     0.028     0.002     0.000     0.000
1968    22     0.445     0.385     0.056     0.004     0.000     0.000
1968    23         .         .         .         .         .         .
1968    24         .         .         .         .         .         .
1968    25         .         .         .         .         .         .
1968    26         .         .         .         .         .         .
1968    27         .         .         .         .         .         .
1968    28         .         .         .         .         .         .
1968    29         .         .         .         .         .         .
1968    30         .         .         .         .         .         .
1968    31         .         .         .         .         .         .
1968    32         .         .         .         .         .         .
1968    33         .         .         .         .         .         .
1968    34         .         .         .         .         .         .
1968    35         .         .         .         .         .         .
1968    36         .         .         .         .         .         .
1968    37         .         .         .         .         .         .
1968    38         .         .         .         .         .         .
1968    39         .         .         .         .         .         .
1968    40         .         .         .         .         .         .
1968    41         .         .         .         .         .         .
1968    42         .         .         .         .         .         .
1968    43         .         .         .         .         .         .
1968    44         .         .         .         .         .         .
1968    45         .         .         .         .         .         .
1968    46         .         .         .         .         .         .
1968    47         .         .         .         .         .         .
1968    48         .         .         .         .         .         .
1968    49         .         .         .         .         .         .
1968    50         .         .         .         .         .         .
1968    51         .         .         .         .         .         .
1968    52         .         .         .         .         .         .
1968    53         .         .         .         .         .         .
1968    54         .         .         .         .         .         .
1968    55         .         .         .         .         .         .
1969    12     0.000     0.000     0.000     0.000     0.000     0.000
1969    13     0.000     0.000     0.000     0.000     0.000     0.000
1969    14     0.000     0.000     0.000     0.000     0.000     0.000
1969    15     0.000     0.000     0.000     0.000     0.000     0.000
1969    16     0.002     0.002     0.000     0.000     0.000     0.000
1969    17     0.008     0.008     0.000     0.000     0.000     0.000
1969    18     0.027     0.026     0.001     0.000     0.000     0.000
1969    19     0.075     0.073     0.003     0.000     0.000     0.000
1969    20     0.167     0.158     0.009     0.000     0.000     0.000
1969    21     0.283     0.259     0.023     0.001     0.000     0.000
1969    22         .         .         .         .         .         .
1969    23         .         .         .         .         .         .
1969    24         .         .         .         .         .         .
1969    25         .         .         .         .         .         .
1969    26         .         .         .         .         .         .
1969    27         .         .         .         .         .         .
1969    28         .         .         .         .         .         .
1969    29         .         .         .         .         .         .
1969    30         .         .         .         .         .         .
1969    31         .         .         .         .         .         .
1969    32         .         .         .         .         .         .
1969    33         .         .         .         .         .         .
1969    34         .         .         .         .         .         .
1969    35         .         .         .         .         .         .
1969    36         .         .         .         .         .         .
1969    37         .         .         .         .         .         .
1969    38         .         .         .         .         .         .
1969    39         .         .         .         .         .         .
1969    40         .         .         .         .         .         .
1969    41         .         .         .         .         .         .
1969    42         .         .         .         .         .         .
1969    43         .         .         .         .         .         .
1969    44         .         .         .         .         .         .
1969    45         .         .         .         .         .         .
1969    46         .         .         .         .         .         .
1969    47         .         .         .         .         .         .
1969    48         .         .         .         .         .         .
1969    49         .         .         .         .         .         .
1969    50         .         .         .         .         .         .
1969    51         .         .         .         .         .         .
1969    52         .         .         .         .         .         .
1969    53         .         .         .         .         .         .
1969    54         .         .         .         .         .         .
1969    55         .         .         .         .         .         .
1970    12     0.000     0.000     0.000     0.000     0.000     0.000
1970    13     0.000     0.000     0.000     0.000     0.000     0.000
1970    14     0.000     0.000     0.000     0.000     0.000     0.000
1970    15     0.000     0.000     0.000     0.000     0.000     0.000
1970    16     0.002     0.002     0.000     0.000     0.000     0.000
1970    17     0.008     0.008     0.000     0.000     0.000     0.000
1970    18     0.024     0.024     0.001     0.000     0.000     0.000
1970    19     0.068     0.065     0.002     0.000     0.000     0.000
1970    20     0.148     0.140     0.008     0.000     0.000     0.000
1970    21         .         .         .         .         .         .
1970    22         .         .         .         .         .         .
1970    23         .         .         .         .         .         .
1970    24         .         .         .         .         .         .
1970    25         .         .         .         .         .         .
1970    26         .         .         .         .         .         .
1970    27         .         .         .         .         .         .
1970    28         .         .         .         .         .         .
1970    29         .         .         .         .         .         .
1970    30         .         .         .         .         .         .
1970    31         .         .         .         .         .         .
1970    32         .         .         .         .         .         .
1970    33         .         .         .         .         .         .
1970    34         .         .         .         .         .         .
1970    35         .         .         .         .         .         .
1970    36         .         .         .         .         .         .
1970    37         .         .         .         .         .         .
1970    38         .         .         .         .         .         .
1970    39         .         .         .         .         .         .
1970    40         .         .         .         .         .         .
1970    41         .         .         .         .         .         .
1970    42         .         .         .         .         .         .
1970    43         .         .         .         .         .         .
1970    44         .         .         .         .         .         .
1970    45         .         .         .         .         .         .
1970    46         .         .         .         .         .         .
1970    47         .         .         .         .         .         .
1970    48         .         .         .         .         .         .
1970    49         .         .         .         .         .         .
1970    50         .         .         .         .         .         .
1970    51         .         .         .         .         .         .
1970    52         .         .         .         .         .         .
1970    53         .         .         .         .         .         .
1970    54         .         .         .         .         .         .
1970    55         .         .         .         .         .         .
1971    12     0.000     0.000     0.000     0.000     0.000     0.000
1971    13     0.000     0.000     0.000     0.000     0.000     0.000
1971    14     0.000     0.000     0.000     0.000     0.000     0.000
1971    15     0.000     0.000     0.000     0.000     0.000     0.000
1971    16     0.002     0.002     0.000     0.000     0.000     0.000
1971    17     0.007     0.007     0.000     0.000     0.000     0.000
1971    18     0.023     0.023     0.000     0.000     0.000     0.000
1971    19     0.060     0.058     0.002     0.000     0.000     0.000
1971    20         .         .         .         .         .         .
1971    21         .         .         .         .         .         .
1971    22         .         .         .         .         .         .
1971    23         .         .         .         .         .         .
1971    24         .         .         .         .         .         .
1971    25         .         .         .         .         .         .
1971    26         .         .         .         .         .         .
1971    27         .         .         .         .         .         .
1971    28         .         .         .         .         .         .
1971    29         .         .         .         .         .         .
1971    30         .         .         .         .         .         .
1971    31         .         .         .         .         .         .
1971    32         .         .         .         .         .         .
1971    33         .         .         .         .         .         .
1971    34         .         .         .         .         .         .
1971    35         .         .         .         .         .         .
1971    36         .         .         .         .         .         .
1971    37         .         .         .         .         .         .
1971    38         .         .         .         .         .         .
1971    39         .         .         .         .         .         .
1971    40         .         .         .         .         .         .
1971    41         .         .         .         .         .         .
1971    42         .         .         .         .         .         .
1971    43         .         .         .         .         .         .
1971    44         .         .         .         .         .         .
1971    45         .         .         .         .         .         .
1971    46         .         .         .         .         .         .
1971    47         .         .         .         .         .         .
1971    48         .         .         .         .         .         .
1971    49         .         .         .         .         .         .
1971    50         .         .         .         .         .         .
1971    51         .         .         .         .         .         .
1971    52         .         .         .         .         .         .
1971    53         .         .         .         .         .         .
1971    54         .         .         .         .         .         .
1971    55         .         .         .         .         .         .
1972    12     0.000     0.000     0.000     0.000     0.000     0.000
1972    13     0.000     0.000     0.000     0.000     0.000     0.000
1972    14     0.000     0.000     0.000     0.000     0.000     0.000
1972    15     0.000     0.000     0.000     0.000     0.000     0.000
1972    16     0.002     0.002     0.000     0.000     0.000     0.000
1972    17     0.007     0.007     0.000     0.000     0.000     0.000
1972    18     0.019     0.019     0.000     0.000     0.000     0.000
1972    19         .         .         .         .         .         .
1972    20         .         .         .         .         .         .
1972    21         .         .         .         .         .         .
1972    22         .         .         .         .         .         .
1972    23         .         .         .         .         .         .
1972    24         .         .         .         .         .         .
1972    25         .         .         .         .         .         .
1972    26         .         .         .         .         .         .
1972    27         .         .         .         .         .         .
1972    28         .         .         .         .         .         .
1972    29         .         .         .         .         .         .
1972    30         .         .         .         .         .         .
1972    31         .         .         .         .         .         .
1972    32         .         .         .         .         .         .
1972    33         .         .         .         .         .         .
1972    34         .         .         .         .         .         .
1972    35         .         .         .         .         .         .
1972    36         .         .         .         .         .         .
1972    37         .         .         .         .         .         .
1972    38         .         .         .         .         .         .
1972    39         .         .         .         .         .         .
1972    40         .         .         .         .         .         .
1972    41         .         .         .         .         .         .
1972    42         .         .         .         .         .         .
1972    43         .         .         .         .         .         .
1972    44         .         .         .         .         .         .
1972    45         .         .         .         .         .         .
1972    46         .         .         .         .         .         .
1972    47         .         .         .         .         .         .
1972    48         .         .         .         .         .         .
1972    49         .         .         .         .         .         .
1972    50         .         .         .         .         .         .
1972    51         .         .         .         .         .         .
1972    52         .         .         .         .         .         .
1972    53         .         .         .         .         .         .
1972    54         .         .         .         .         .         .
1972    55         .         .         .         .         .         .
1973    12     0.000     0.000     0.000     0.000     0.000     0.000
1973    13     0.000     0.000     0.000     0.000     0.000     0.000
1973    14     0.000     0.000     0.000     0.000     0.000     0.000
1973    15     0.000     0.000     0.000     0.000     0.000     0.000
1973    16     0.002     0.002     0.000     0.000     0.000     0.000
1973    17     0.006     0.006     0.000     0.000     0.000     0.000
1973    18         .         .         .         .         .         .
1973    19         .         .         .         .         .         .
1973    20         .         .         .         .         .         .
1973    21         .         .         .         .         .         .
1973    22         .         .         .         .         .         .
1973    23         .         .         .         .         .         .
1973    24         .         .         .         .         .         .
1973    25         .         .         .         .         .         .
1973    26         .         .         .         .         .         .
1973    27         .         .         .         .         .         .
1973    28         .         .         .         .         .         .
1973    29         .         .         .         .         .         .
1973    30         .         .         .         .         .         .
1973    31         .         .         .         .         .         .
1973    32         .         .         .         .         .         .
1973    33         .         .         .         .         .         .
1973    34         .         .         .         .         .         .
1973    35         .         .         .         .         .         .
1973    36         .         .         .         .         .         .
1973    37         .         .         .         .         .         .
1973    38         .         .         .         .         .         .
1973    39         .         .         .         .         .         .
1973    40         .         .         .         .         .         .
1973    41         .         .         .         .         .         .
1973    42         .         .         .         .         .         .
1973    43         .         .         .         .         .         .
1973    44         .         .         .         .         .         .
1973    45         .         .         .         .         .         .
1973    46         .         .         .         .         .         .
1973    47         .         .         .         .         .         .
1973    48         .         .         .         .         .         .
1973    49         .         .         .         .         .         .
1973    50         .         .         .         .         .         .
1973    51         .         .         .         .         .         .
1973    52         .         .         .         .         .         .
1973    53         .         .         .         .         .         .
1973    54         .         .         .         .         .         .
1973    55         .         .         .         .         .         .
1974    12     0.000     0.000     0.000     0.000     0.000     0.000
1974    13     0.000     0.000     0.000     0.000     0.000     0.000
1974    14     0.000     0.000     0.000     0.000     0.000     0.000
1974    15     0.000     0.000     0.000     0.000     0.000     0.000
1974    16     0.001     0.001     0.000     0.000     0.000     0.000
1974    17         .         .         .         .         .         .
1974    18         .         .         .         .         .         .
1974    19         .         .         .         .         .         .
1974    20         .         .         .         .         .         .
1974    21         .         .         .         .         .         .
1974    22         .         .         .         .         .         .
1974    23         .         .         .         .         .         .
1974    24         .         .         .         .         .         .
1974    25         .         .         .         .         .         .
1974    26         .         .         .         .         .         .
1974    27         .         .         .         .         .         .
1974    28         .         .         .         .         .         .
1974    29         .         .         .         .         .         .
1974    30         .         .         .         .         .         .
1974    31         .         .         .         .         .         .
1974    32         .         .         .         .         .         .
1974    33         .         .         .         .         .         .
1974    34         .         .         .         .         .         .
1974    35         .         .         .         .         .         .
1974    36         .         .         .         .         .         .
1974    37         .         .         .         .         .         .
1974    38         .         .         .         .         .         .
1974    39         .         .         .         .         .         .
1974    40         .         .         .         .         .         .
1974    41         .         .         .         .         .         .
1974    42         .         .         .         .         .         .
1974    43         .         .         .         .         .         .
1974    44         .         .         .         .         .         .
1974    45         .         .         .         .         .         .
1974    46         .         .         .         .         .         .
1974    47         .         .         .         .         .         .
1974    48         .         .         .         .         .         .
1974    49         .         .         .         .         .         .
1974    50         .         .         .         .         .         .
1974    51         .         .         .         .         .         .
1974    52         .         .         .         .         .         .
1974    53         .         .         .         .         .         .
1974    54         .         .         .         .         .         .
1974    55         .         .         .         .         .         .
1975    12     0.000     0.000     0.000     0.000     0.000     0.000
1975    13     0.000     0.000     0.000     0.000     0.000     0.000
1975    14     0.000     0.000     0.000     0.000     0.000     0.000
1975    15     0.000     0.000     0.000     0.000     0.000     0.000
1975    16         .         .         .         .         .         .
1975    17         .         .         .         .         .         .
1975    18         .         .         .         .         .         .
1975    19         .         .         .         .         .         .
1975    20         .         .         .         .         .         .
1975    21         .         .         .         .         .         .
1975    22         .         .         .         .         .         .
1975    23         .         .         .         .         .         .
1975    24         .         .         .         .         .         .
1975    25         .         .         .         .         .         .
1975    26         .         .         .         .         .         .
1975    27         .         .         .         .         .         .
1975    28         .         .         .         .         .         .
1975    29         .         .         .         .         .         .
1975    30         .         .         .         .         .         .
1975    31         .         .         .         .         .         .
1975    32         .         .         .         .         .         .
1975    33         .         .         .         .         .         .
1975    34         .         .         .         .         .         .
1975    35         .         .         .         .         .         .
1975    36         .         .         .         .         .         .
1975    37         .         .         .         .         .         .
1975    38         .         .         .         .         .         .
1975    39         .         .         .         .         .         .
1975    40         .         .         .         .         .         .
1975    41         .         .         .         .         .         .
1975    42         .         .         .         .         .         .
1975    43         .         .         .         .         .         .
1975    44         .         .         .         .         .         .
1975    45         .         .         .         .         .         .
1975    46         .         .         .         .         .         .
1975    47         .         .         .         .         .         .
1975    48         .         .         .         .         .         .
1975    49         .         .         .         .         .         .
1975    50         .         .         .         .         .         .
1975    51         .         .         .         .         .         .
1975    52         .         .         .         .         .         .
1975    53         .         .         .         .         .         .
1975    54         .         .         .         .         .         .
1975    55         .         .         .         .         .         .
1976    12     0.000     0.000     0.000     0.000     0.000     0.000
1976    13     0.000     0.000     0.000     0.000     0.000     0.000
1976    14     0.000     0.000     0.000     0.000     0.000     0.000
1976    15         .         .         .         .         .         .
1976    16         .         .         .         .         .         .
1976    17         .         .         .         .         .         .
1976    18         .         .         .         .         .         .
1976    19         .         .         .         .         .         .
1976    20         .         .         .         .         .         .
1976    21         .         .         .         .         .         .
1976    22         .         .         .         .         .         .
1976    23         .         .         .         .         .         .
1976    24         .         .         .         .         .         .
1976    25         .         .         .         .         .         .
1976    26         .         .         .         .         .         .
1976    27         .         .         .         .         .         .
1976    28         .         .         .         .         .         .
1976    29         .         .         .         .         .         .
1976    30         .         .         .         .         .         .
1976    31         .         .         .         .         .         .
1976    32         .         .         .         .         .         .
1976    33         .         .         .         .         .         .
1976    34         .         .         .         .         .         .
1976    35         .         .         .         .         .         .
1976    36         .         .         .         .         .         .
1976    37         .         .         .         .         .         .
1976    38         .         .         .         .         .         .
1976    39         .         .         .         .         .         .
1976    40         .         .         .         .         .         .
1976    41         .         .         .         .         .         .
1976    42         .         .         .         .         .         .
1976    43         .         .         .         .         .         .
1976    44         .         .         .         .         .         .
1976    45         .         .         .         .         .         .
1976    46         .         .         .         .         .         .
1976    47         .         .         .         .         .         .
1976    48         .         .         .         .         .         .
1976    49         .         .         .         .         .         .
1976    50         .         .         .         .         .         .
1976    51         .         .         .         .         .         .
1976    52         .         .         .         .         .         .
1976    53         .         .         .         .         .         .
1976    54         .         .         .         .         .         .
1976    55         .         .         .         .         .         .
1977    12     0.000     0.000     0.000     0.000     0.000     0.000
1977    13     0.000     0.000     0.000     0.000     0.000     0.000
1977    14         .         .         .         .         .         .
1977    15         .         .         .         .         .         .
1977    16         .         .         .         .         .         .
1977    17         .         .         .         .         .         .
1977    18         .         .         .         .         .         .
1977    19         .         .         .         .         .         .
1977    20         .         .         .         .         .         .
1977    21         .         .         .         .         .         .
1977    22         .         .         .         .         .         .
1977    23         .         .         .         .         .         .
1977    24         .         .         .         .         .         .
1977    25         .         .         .         .         .         .
1977    26         .         .         .         .         .         .
1977    27         .         .         .         .         .         .
1977    28         .         .         .         .         .         .
1977    29         .         .         .         .         .         .
1977    30         .         .         .         .         .         .
1977    31         .         .         .         .         .         .
1977    32         .         .         .         .         .         .
1977    33         .         .         .         .         .         .
1977    34         .         .         .         .         .         .
1977    35         .         .         .         .         .         .
1977    36         .         .         .         .         .         .
1977    37         .         .         .         .         .         .
1977    38         .         .         .         .         .         .
1977    39         .         .         .         .         .         .
1977    40         .         .         .         .         .         .
1977    41         .         .         .         .         .         .
1977    42         .         .         .         .         .         .
1977    43         .         .         .         .         .         .
1977    44         .         .         .         .         .         .
1977    45         .         .         .         .         .         .
1977    46         .         .         .         .         .         .
1977    47         .         .         .         .         .         .
1977    48         .         .         .         .         .         .
1977    49         .         .         .         .         .         .
1977    50         .         .         .         .         .         .
1977    51         .         .         .         .         .         .
1977    52         .         .         .         .         .         .
1977    53         .         .         .         .         .         .
1977    54         .         .         .         .         .         .
1977    55         .         .         .         .         .         .
1993    12         .         .         .         .         .         .
1993    13         .         .         .         .         .         .
1993    14         .         .         .         .         .         .
1993    15     0.000     0.000     0.000     0.000     0.000     0.000
1993    16     0.005     0.005     0.000     0.000     0.000     0.000
1993    17     0.013     0.012     0.000     0.000     0.000     0.000
1993    18     0.027     0.025     0.002     0.000     0.000     0.000
1993    19     0.049     0.045     0.004     0.000     0.000     0.000
1993    20     0.080     0.070     0.009     0.001     0.000     0.000
1993    21     0.116     0.098     0.016     0.002     0.000     0.000
1993    22     0.157     0.126     0.026     0.004     0.001     0.000
1993    23     0.207     0.158     0.039     0.007     0.001     0.000
1993    24     0.266     0.195     0.055     0.013     0.003     0.001
1993    25         .         .         .         .         .         .
1993    26         .         .         .         .         .         .
1993    27         .         .         .         .         .         .
1993    28         .         .         .         .         .         .
1993    29         .         .         .         .         .         .
1993    30         .         .         .         .         .         .
1993    31         .         .         .         .         .         .
1993    32         .         .         .         .         .         .
1993    33         .         .         .         .         .         .
1993    34         .         .         .         .         .         .
1993    35         .         .         .         .         .         .
1993    36         .         .         .         .         .         .
1993    37         .         .         .         .         .         .
1993    38         .         .         .         .         .         .
1993    39         .         .         .         .         .         .
1993    40         .         .         .         .         .         .
1993    41         .         .         .         .         .         .
1993    42         .         .         .         .         .         .
1993    43         .         .         .         .         .         .
1993    44         .         .         .         .         .         .
1993    45         .         .         .         .         .         .
1993    46         .         .         .         .         .         .
1993    47         .         .         .         .         .         .
1993    48         .         .         .         .         .         .
1993    49         .         .         .         .         .         .
1993    50         .         .         .         .         .         .
1993    51         .         .         .         .         .         .
1993    52         .         .         .         .         .         .
1993    53         .         .         .         .         .         .
1993    54         .         .         .         .         .         .
1993    55         .         .         .         .         .         .
1994    12         .         .         .         .         .         .
1994    13         .         .         .         .         .         .
1994    14     0.000     0.000     0.000     0.000     0.000     0.000
1994    15     0.001     0.001     0.000     0.000     0.000     0.000
1994    16     0.005     0.005     0.000     0.000     0.000     0.000
1994    17     0.013     0.013     0.000     0.000     0.000     0.000
1994    18     0.026     0.025     0.001     0.000     0.000     0.000
1994    19     0.048     0.045     0.003     0.000     0.000     0.000
1994    20     0.078     0.070     0.008     0.001     0.000     0.000
1994    21     0.113     0.096     0.015     0.002     0.000     0.000
1994    22     0.156     0.125     0.026     0.004     0.001     0.000
1994    23     0.206     0.157     0.039     0.009     0.002     0.000
1994    24         .         .         .         .         .         .
1994    25         .         .         .         .         .         .
1994    26         .         .         .         .         .         .
1994    27         .         .         .         .         .         .
1994    28         .         .         .         .         .         .
1994    29         .         .         .         .         .         .
1994    30         .         .         .         .         .         .
1994    31         .         .         .         .         .         .
1994    32         .         .         .         .         .         .
1994    33         .         .         .         .         .         .
1994    34         .         .         .         .         .         .
1994    35         .         .         .         .         .         .
1994    36         .         .         .         .         .         .
1994    37         .         .         .         .         .         .
1994    38         .         .         .         .         .         .
1994    39         .         .         .         .         .         .
1994    40         .         .         .         .         .         .
1994    41         .         .         .         .         .         .
1994    42         .         .         .         .         .         .
1994    43         .         .         .         .         .         .
1994    44         .         .         .         .         .         .
1994    45         .         .         .         .         .         .
1994    46         .         .         .         .         .         .
1994    47         .         .         .         .         .         .
1994    48         .         .         .         .         .         .
1994    49         .         .         .         .         .         .
1994    50         .         .         .         .         .         .
1994    51         .         .         .         .         .         .
1994    52         .         .         .         .         .         .
1994    53         .         .         .         .         .         .
1994    54         .         .         .         .         .         .
1994    55         .         .         .         .         .         .
1995    12         .         .         .         .         .         .
1995    13     0.000     0.000     0.000     0.000     0.000     0.000
1995    14     0.000     0.000     0.000     0.000     0.000     0.000
1995    15     0.001     0.001     0.000     0.000     0.000     0.000
1995    16     0.004     0.004     0.000     0.000     0.000     0.000
1995    17     0.011     0.011     0.000     0.000     0.000     0.000
1995    18     0.024     0.023     0.001     0.000     0.000     0.000
1995    19     0.046     0.043     0.003     0.000     0.000     0.000
1995    20     0.075     0.067     0.008     0.001     0.000     0.000
1995    21     0.113     0.095     0.016     0.002     0.000     0.000
1995    22     0.156     0.123     0.028     0.005     0.001     0.000
1995    23         .         .         .         .         .         .
1995    24         .         .         .         .         .         .
1995    25         .         .         .         .         .         .
1995    26         .         .         .         .         .         .
1995    27         .         .         .         .         .         .
1995    28         .         .         .         .         .         .
1995    29         .         .         .         .         .         .
1995    30         .         .         .         .         .         .
1995    31         .         .         .         .         .         .
1995    32         .         .         .         .         .         .
1995    33         .         .         .         .         .         .
1995    34         .         .         .         .         .         .
1995    35         .         .         .         .         .         .
1995    36         .         .         .         .         .         .
1995    37         .         .         .         .         .         .
1995    38         .         .         .         .         .         .
1995    39         .         .         .         .         .         .
1995    40         .         .         .         .         .         .
1995    41         .         .         .         .         .         .
1995    42         .         .         .         .         .         .
1995    43         .         .         .         .         .         .
1995    44         .         .         .         .         .         .
1995    45         .         .         .         .         .         .
1995    46         .         .         .         .         .         .
1995    47         .         .         .         .         .         .
1995    48         .         .         .         .         .         .
1995    49         .         .         .         .         .         .
1995    50         .         .         .         .         .         .
1995    51         .         .         .         .         .         .
1995    52         .         .         .         .         .         .
1995    53         .         .         .         .         .         .
1995    54         .         .         .         .         .         .
1995    55         .         .         .         .         .         .
1996    12     0.000     0.000     0.000     0.000     0.000     0.000
1996    13     0.000     0.000     0.000     0.000     0.000     0.000
1996    14     0.000     0.000     0.000     0.000     0.000     0.000
1996    15     0.001     0.001     0.000     0.000     0.000     0.000
1996    16     0.004     0.004     0.000     0.000     0.000     0.000
1996    17     0.010     0.010     0.000     0.000     0.000     0.000
1996    18     0.022     0.021     0.001     0.000     0.000     0.000
1996    19     0.042     0.039     0.003     0.000     0.000     0.000
1996    20     0.072     0.063     0.008     0.001     0.000     0.000
1996    21     0.108     0.089     0.017     0.002     0.000     0.000
1996    22         .         .         .         .         .         .
1996    23         .         .         .         .         .         .
1996    24         .         .         .         .         .         .
1996    25         .         .         .         .         .         .
1996    26         .         .         .         .         .         .
1996    27         .         .         .         .         .         .
1996    28         .         .         .         .         .         .
1996    29         .         .         .         .         .         .
1996    30         .         .         .         .         .         .
1996    31         .         .         .         .         .         .
1996    32         .         .         .         .         .         .
1996    33         .         .         .         .         .         .
1996    34         .         .         .         .         .         .
1996    35         .         .         .         .         .         .
1996    36         .         .         .         .         .         .
1996    37         .         .         .         .         .         .
1996    38         .         .         .         .         .         .
1996    39         .         .         .         .         .         .
1996    40         .         .         .         .         .         .
1996    41         .         .         .         .         .         .
1996    42         .         .         .         .         .         .
1996    43         .         .         .         .         .         .
1996    44         .         .         .         .         .         .
1996    45         .         .         .         .         .         .
1996    46         .         .         .         .         .         .
1996    47         .         .         .         .         .         .
1996    48         .         .         .         .         .         .
1996    49         .         .         .         .         .         .
1996    50         .         .         .         .         .         .
1996    51         .         .         .         .         .         .
1996    52         .         .         .         .         .         .
1996    53         .         .         .         .         .         .
1996    54         .         .         .         .         .         .
1996    55         .         .         .         .         .         .
1997    12     0.000     0.000     0.000     0.000     0.000     0.000
1997    13     0.000     0.000     0.000     0.000     0.000     0.000
1997    14     0.000     0.000     0.000     0.000     0.000     0.000
1997    15     0.001     0.001     0.000     0.000     0.000     0.000
1997    16     0.003     0.003     0.000     0.000     0.000     0.000
1997    17     0.009     0.009     0.000     0.000     0.000     0.000
1997    18     0.021     0.020     0.001     0.000     0.000     0.000
1997    19     0.042     0.038     0.003     0.000     0.000     0.000
1997    20     0.070     0.060     0.008     0.001     0.000     0.000
1997    21         .         .         .         .         .         .
1997    22         .         .         .         .         .         .
1997    23         .         .         .         .         .         .
1997    24         .         .         .         .         .         .
1997    25         .         .         .         .         .         .
1997    26         .         .         .         .         .         .
1997    27         .         .         .         .         .         .
1997    28         .         .         .         .         .         .
1997    29         .         .         .         .         .         .
1997    30         .         .         .         .         .         .
1997    31         .         .         .         .         .         .
1997    32         .         .         .         .         .         .
1997    33         .         .         .         .         .         .
1997    34         .         .         .         .         .         .
1997    35         .         .         .         .         .         .
1997    36         .         .         .         .         .         .
1997    37         .         .         .         .         .         .
1997    38         .         .         .         .         .         .
1997    39         .         .         .         .         .         .
1997    40         .         .         .         .         .         .
1997    41         .         .         .         .         .         .
1997    42         .         .         .         .         .         .
1997    43         .         .         .         .         .         .
1997    44         .         .         .         .         .         .
1997    45         .         .         .         .         .         .
1997    46         .         .         .         .         .         .
1997    47         .         .         .         .         .         .
1997    48         .         .         .         .         .         .
1997    49         .         .         .         .         .         .
1997    50         .         .         .         .         .         .
1997    51         .         .         .         .         .         .
1997    52         .         .         .         .         .         .
1997    53         .         .         .         .         .         .
1997    54         .         .         .         .         .         .
1997    55         .         .         .         .         .         .
1998    12     0.000     0.000     0.000     0.000     0.000     0.000
1998    13     0.000     0.000     0.000     0.000     0.000     0.000
1998    14     0.000     0.000     0.000     0.000     0.000     0.000
1998    15     0.001     0.001     0.000     0.000     0.000     0.000
1998    16     0.004     0.004     0.000     0.000     0.000     0.000
1998    17     0.010     0.010     0.000     0.000     0.000     0.000
1998    18     0.022     0.021     0.001     0.000     0.000     0.000
1998    19     0.042     0.037     0.004     0.000     0.000     0.000
1998    20         .         .         .         .         .         .
1998    21         .         .         .         .         .         .
1998    22         .         .         .         .         .         .
1998    23         .         .         .         .         .         .
1998    24         .         .         .         .         .         .
1998    25         .         .         .         .         .         .
1998    26         .         .         .         .         .         .
1998    27         .         .         .         .         .         .
1998    28         .         .         .         .         .         .
1998    29         .         .         .         .         .         .
1998    30         .         .         .         .         .         .
1998    31         .         .         .         .         .         .
1998    32         .         .         .         .         .         .
1998    33         .         .         .         .         .         .
1998    34         .         .         .         .         .         .
1998    35         .         .         .         .         .         .
1998    36         .         .         .         .         .         .
1998    37         .         .         .         .         .         .
1998    38         .         .         .         .         .         .
1998    39         .         .         .         .         .         .
1998    40         .         .         .         .         .         .
