West Germany, Female population exposure by birth cohort and age (horizontal parallelograms, age in completed years (ACY))
Last modified: 04/02/2019
Cohort  Age       Exposure
1905     23              .
1905     24              .
1905     25              .
1905     26              .
1905     27              .
1905     28              .
1905     29              .
1905     30              .
1905     31              .
1905     32              .
1905     33              .
1905     34              .
1905     35              .
1905     36              .
1905     37              .
1905     38              .
1905     39              .
1905     40              .
1905     41              .
1905     42              .
1905     43              .
1905     44              .
1905     45              .
1905     46              .
1905     47              .
1905     48              .
1905     49              .
1905     50              .
1905     51      426942.83
1905     52      429908.34
1905     53      429823.17
1905     54      428461.34
1905     55      427174.66
1906     12              .
1906     13              .
1906     14              .
1906     15              .
1906     16              .
1906     17              .
1906     18              .
1906     19              .
1906     20              .
1906     21              .
1906     22              .
1906     23              .
1906     24              .
1906     25              .
1906     26              .
1906     27              .
1906     28              .
1906     29              .
1906     30              .
1906     31              .
1906     32              .
1906     33              .
1906     34              .
1906     35              .
1906     36              .
1906     37              .
1906     38              .
1906     39              .
1906     40              .
1906     41              .
1906     42              .
1906     43              .
1906     44              .
1906     45              .
1906     46              .
1906     47              .
1906     48              .
1906     49              .
1906     50      443621.84
1906     51      446971.67
1906     52      447223.33
1906     53      446218.17
1906     54      445123.83
1906     55      445341.17
1907     12              .
1907     13              .
1907     14              .
1907     15              .
1907     16              .
1907     17              .
1907     18              .
1907     19              .
1907     20              .
1907     21              .
1907     22              .
1907     23              .
1907     24              .
1907     25              .
1907     26              .
1907     27              .
1907     28              .
1907     29              .
1907     30              .
1907     31              .
1907     32              .
1907     33              .
1907     34              .
1907     35              .
1907     36              .
1907     37              .
1907     38              .
1907     39              .
1907     40              .
1907     41              .
1907     42              .
1907     43              .
1907     44              .
1907     45              .
1907     46              .
1907     47              .
1907     48              .
1907     49      448091.84
1907     50      451527.67
1907     51      451932.16
1907     52      450934.34
1907     53      450115.33
1907     54      449990.67
1907     55      447583.17
1908     12              .
1908     13              .
1908     14              .
1908     15              .
1908     16              .
1908     17              .
1908     18              .
1908     19              .
1908     20              .
1908     21              .
1908     22              .
1908     23              .
1908     24              .
1908     25              .
1908     26              .
1908     27              .
1908     28              .
1908     29              .
1908     30              .
1908     31              .
1908     32              .
1908     33              .
1908     34              .
1908     35              .
1908     36              .
1908     37              .
1908     38              .
1908     39              .
1908     40              .
1908     41              .
1908     42              .
1908     43              .
1908     44              .
1908     45              .
1908     46              .
1908     47              .
1908     48      463394.00
1908     49      467140.50
1908     50      467772.50
1908     51      467107.50
1908     52      466514.66
1908     53      465266.00
1908     54      462981.50
1908     55      460728.33
1909     12              .
1909     13              .
1909     14              .
1909     15              .
1909     16              .
1909     17              .
1909     18              .
1909     19              .
1909     20              .
1909     21              .
1909     22              .
1909     23              .
1909     24              .
1909     25              .
1909     26              .
1909     27              .
1909     28              .
1909     29              .
1909     30              .
1909     31              .
1909     32              .
1909     33              .
1909     34              .
1909     35              .
1909     36              .
1909     37              .
1909     38              .
1909     39              .
1909     40              .
1909     41              .
1909     42              .
1909     43              .
1909     44              .
1909     45              .
1909     46              .
1909     47      466188.84
1909     48      470067.67
1909     49      470999.33
1909     50      470335.17
1909     51      469856.66
1909     52      469574.50
1909     53      467531.84
1909     54      465457.66
1909     55      463200.51
1910     12              .
1910     13              .
1910     14              .
1910     15              .
1910     16              .
1910     17              .
1910     18              .
1910     19              .
1910     20              .
1910     21              .
1910     22              .
1910     23              .
1910     24              .
1910     25              .
1910     26              .
1910     27              .
1910     28              .
1910     29              .
1910     30              .
1910     31              .
1910     32              .
1910     33              .
1910     34              .
1910     35              .
1910     36              .
1910     37              .
1910     38              .
1910     39              .
1910     40              .
1910     41              .
1910     42              .
1910     43              .
1910     44              .
1910     45              .
1910     46      459271.84
1910     47      463095.00
1910     48      464230.00
1910     49      463856.00
1910     50      463808.16
1910     51      461898.17
1910     52      459977.50
1910     53      458093.83
1910     54      456171.67
1910     55      453810.17
1911     12              .
1911     13              .
1911     14              .
1911     15              .
1911     16              .
1911     17              .
1911     18              .
1911     19              .
1911     20              .
1911     21              .
1911     22              .
1911     23              .
1911     24              .
1911     25              .
1911     26              .
1911     27              .
1911     28              .
1911     29              .
1911     30              .
1911     31              .
1911     32              .
1911     33              .
1911     34              .
1911     35              .
1911     36              .
1911     37              .
1911     38              .
1911     39              .
1911     40              .
1911     41              .
1911     42              .
1911     43              .
1911     44              .
1911     45      439370.33
1911     46      442916.50
1911     47      444172.83
1911     48      443889.50
1911     49      443790.83
1911     50      446240.83
1911     51      444638.50
1911     52      442985.66
1911     53      441189.17
1911     54      439199.00
1911     55      437053.33
1912     12              .
1912     13              .
1912     14              .
1912     15              .
1912     16              .
1912     17              .
1912     18              .
1912     19              .
1912     20              .
1912     21              .
1912     22              .
1912     23              .
1912     24              .
1912     25              .
1912     26              .
1912     27              .
1912     28              .
1912     29              .
1912     30              .
1912     31              .
1912     32              .
1912     33              .
1912     34              .
1912     35              .
1912     36              .
1912     37              .
1912     38              .
1912     39              .
1912     40              .
1912     41              .
1912     42              .
1912     43              .
1912     44      461869.00
1912     45      465488.17
1912     46      466992.33
1912     47      466794.00
1912     48      466845.49
1912     49      466902.17
1912     50      465504.00
1912     51      464068.00
1912     52      462361.17
1912     53      460617.83
1912     54      458336.50
1912     55      455809.67
1913     12              .
1913     13              .
1913     14              .
1913     15              .
1913     16              .
1913     17              .
1913     18              .
1913     19              .
1913     20              .
1913     21              .
1913     22              .
1913     23              .
1913     24              .
1913     25              .
1913     26              .
1913     27              .
1913     28              .
1913     29              .
1913     30              .
1913     31              .
1913     32              .
1913     33              .
1913     34              .
1913     35              .
1913     36              .
1913     37              .
1913     38              .
1913     39              .
1913     40              .
1913     41              .
1913     42              .
1913     43      450324.50
1913     44      453481.50
1913     45      454983.17
1913     46      454945.83
1913     47      455168.49
1913     48      457194.33
1913     49      455863.17
1913     50      454579.83
1913     51      453033.67
1913     52      451370.17
1913     53      449605.50
1913     54      447229.00
1913     55      444870.17
1914     12              .
1914     13              .
1914     14              .
1914     15              .
1914     16              .
1914     17              .
1914     18              .
1914     19              .
1914     20              .
1914     21              .
1914     22              .
1914     23              .
1914     24              .
1914     25              .
1914     26              .
1914     27              .
1914     28              .
1914     29              .
1914     30              .
1914     31              .
1914     32              .
1914     33              .
1914     34              .
1914     35              .
1914     36              .
1914     37              .
1914     38              .
1914     39              .
1914     40              .
1914     41              .
1914     42      445327.67
1914     43      448318.83
1914     44      450026.50
1914     45      450044.00
1914     46      450300.66
1914     47      452457.50
1914     48      451390.00
1914     49      450207.66
1914     50      448836.34
1914     51      447410.50
1914     52      445801.67
1914     53      443717.00
1914     54      441648.50
1914     55      439363.16
1915     12              .
1915     13              .
1915     14              .
1915     15              .
1915     16              .
1915     17              .
1915     18              .
1915     19              .
1915     20              .
1915     21              .
1915     22              .
1915     23              .
1915     24              .
1915     25              .
1915     26              .
1915     27              .
1915     28              .
1915     29              .
1915     30              .
1915     31              .
1915     32              .
1915     33              .
1915     34              .
1915     35              .
1915     36              .
1915     37              .
1915     38              .
1915     39              .
1915     40              .
1915     41      347857.67
1915     42      349842.00
1915     43      351080.00
1915     44      351191.67
1915     45      351610.83
1915     46      352703.17
1915     47      352000.34
1915     48      351244.83
1915     49      350318.01
1915     50      349263.50
1915     51      348102.83
1915     52      346438.67
1915     53      344795.83
1915     54      343146.16
1915     55      340171.34
1916     12              .
1916     13              .
1916     14              .
1916     15              .
1916     16              .
1916     17              .
1916     18              .
1916     19              .
1916     20              .
1916     21              .
1916     22              .
1916     23              .
1916     24              .
1916     25              .
1916     26              .
1916     27              .
1916     28              .
1916     29              .
1916     30              .
1916     31              .
1916     32              .
1916     33              .
1916     34              .
1916     35              .
1916     36              .
1916     37              .
1916     38              .
1916     39              .
1916     40      261947.50
1916     41      263245.00
1916     42      264273.00
1916     43      264391.83
1916     44      264789.67
1916     45      267214.33
1916     46      266811.67
1916     47      266318.33
1916     48      265756.00
1916     49      265168.00
1916     50      264362.67
1916     51      263122.33
1916     52      261941.33
1916     53      260804.83
1916     54      257836.00
1916     55      256755.00
1917     12              .
1917     13              .
1917     14              .
1917     15              .
1917     16              .
1917     17              .
1917     18              .
1917     19              .
1917     20              .
1917     21              .
1917     22              .
1917     23              .
1917     24              .
1917     25              .
1917     26              .
1917     27              .
1917     28              .
1917     29              .
1917     30              .
1917     31              .
1917     32              .
1917     33              .
1917     34              .
1917     35              .
1917     36              .
1917     37              .
1917     38              .
1917     39      235328.17
1917     40      236289.50
1917     41      237186.00
1917     42      237325.17
1917     43      237768.33
1917     44      239392.67
1917     45      239122.83
1917     46      238752.17
1917     47      238259.50
1917     48      237876.00
1917     49      237195.50
1917     50      236220.83
1917     51      235253.33
1917     52      234326.83
1917     53      233120.67
1917     54      232130.83
1917     55      230986.17
1918     12              .
1918     13              .
1918     14              .
1918     15              .
1918     16              .
1918     17              .
1918     18              .
1918     19              .
1918     20              .
1918     21              .
1918     22              .
1918     23              .
1918     24              .
1918     25              .
1918     26              .
1918     27              .
1918     28              .
1918     29              .
1918     30              .
1918     31              .
1918     32              .
1918     33              .
1918     34              .
1918     35              .
1918     36              .
1918     37              .
1918     38      246210.33
1918     39      247061.50
1918     40      248116.50
1918     41      248369.17
1918     42      248755.50
1918     43      249388.67
1918     44      249145.00
1918     45      248850.67
1918     46      248473.67
1918     47      248116.33
1918     48      247519.50
1918     49      246399.33
1918     50      245571.83
1918     51      244730.00
1918     52      242031.17
1918     53      241046.83
1918     54      239868.33
1918     55      238547.00
1919     12              .
1919     13              .
1919     14              .
1919     15              .
1919     16              .
1919     17              .
1919     18              .
1919     19              .
1919     20              .
1919     21              .
1919     22              .
1919     23              .
1919     24              .
1919     25              .
1919     26              .
1919     27              .
1919     28              .
1919     29              .
1919     30              .
1919     31              .
1919     32              .
1919     33              .
1919     34              .
1919     35              .
1919     36              .
1919     37      362235.67
1919     38      363281.00
1919     39      364746.33
1919     40      365092.50
1919     41      365701.66
1919     42      368991.66
1919     43      368614.00
1919     44      368420.66
1919     45      368176.33
1919     46      367744.00
1919     47      366894.50
1919     48      365584.00
1919     49      364496.83
1919     50      363355.50
1919     51      359166.17
1919     52      357888.83
1919     53      356309.33
1919     54      354668.66
1919     55      352634.33
1920     12              .
1920     13              .
1920     14              .
1920     15              .
1920     16              .
1920     17              .
1920     18              .
1920     19              .
1920     20              .
1920     21              .
1920     22              .
1920     23              .
1920     24              .
1920     25              .
1920     26              .
1920     27              .
1920     28              .
1920     29              .
1920     30              .
1920     31              .
1920     32              .
1920     33              .
1920     34              .
1920     35              .
1920     36      473608.17
1920     37      474612.17
1920     38      476559.67
1920     39      476888.50
1920     40      477831.00
1920     41      479475.67
1920     42      479216.17
1920     43      478902.33
1920     44      478457.67
1920     45      478073.50
1920     46      477288.33
1920     47      475647.50
1920     48      474476.00
1920     49      473223.16
1920     50      468600.34
1920     51      467009.33
1920     52      465178.33
1920     53      463105.16
1920     54      460592.17
1920     55      457770.34
1921     12              .
1921     13              .
1921     14              .
1921     15              .
1921     16              .
1921     17              .
1921     18              .
1921     19              .
1921     20              .
1921     21              .
1921     22              .
1921     23              .
1921     24              .
1921     25              .
1921     26              .
1921     27              .
1921     28              .
1921     29              .
1921     30              .
1921     31              .
1921     32              .
1921     33              .
1921     34              .
1921     35      462913.17
1921     36      463693.67
1921     37      465708.83
1921     38      466063.50
1921     39      467074.67
1921     40      474936.00
1921     41      474829.50
1921     42      474620.66
1921     43      474246.17
1921     44      474053.67
1921     45      473333.50
1921     46      471802.50
1921     47      470724.83
1921     48      469720.00
1921     49      464996.00
1921     50      463608.00
1921     51      461867.00
1921     52      460071.33
1921     53      457925.00
1921     54      455500.34
1921     55      452980.50
1922     12              .
1922     13              .
1922     14              .
1922     15              .
1922     16              .
1922     17              .
1922     18              .
1922     19              .
1922     20              .
1922     21              .
1922     22              .
1922     23              .
1922     24              .
1922     25              .
1922     26              .
1922     27              .
1922     28              .
1922     29              .
1922     30              .
1922     31              .
1922     32              .
1922     33              .
1922     34      438012.00
1922     35      438325.00
1922     36      440317.00
1922     37      440647.67
1922     38      441567.00
1922     39      447136.00
1922     40      447262.17
1922     41      447319.83
1922     42      447229.34
1922     43      447449.67
1922     44      447076.33
1922     45      445639.67
1922     46      444922.17
1922     47      444411.00
1922     48      440252.34
1922     49      439086.83
1922     50      437826.83
1922     51      436253.83
1922     52      434250.50
1922     53      431928.83
1922     54      429620.67
1922     55      427537.50
1923     12              .
1923     13              .
1923     14              .
1923     15              .
1923     16              .
1923     17              .
1923     18              .
1923     19              .
1923     20              .
1923     21              .
1923     22              .
1923     23              .
1923     24              .
1923     25              .
1923     26              .
1923     27              .
1923     28              .
1923     29              .
1923     30              .
1923     31              .
1923     32              .
1923     33      415230.50
1923     34      415038.17
1923     35      416748.17
1923     36      417129.67
1923     37      418014.17
1923     38      423727.17
1923     39      423994.67
1923     40      424219.17
1923     41      424227.33
1923     42      424567.83
1923     43      424352.00
1923     44      423040.00
1923     45      422546.00
1923     46      422156.66
1923     47      418220.34
1923     48      417447.50
1923     49      416442.50
1923     50      415222.17
1923     51      413458.50
1923     52      411324.67
1923     53      409346.33
1923     54      407436.33
1923     55      405529.50
1924     12              .
1924     13              .
1924     14              .
1924     15              .
1924     16              .
1924     17              .
1924     18              .
1924     19              .
1924     20              .
1924     21              .
1924     22              .
1924     23              .
1924     24              .
1924     25              .
1924     26              .
1924     27              .
1924     28              .
1924     29              .
1924     30              .
1924     31              .
1924     32      412073.50
1924     33      411069.50
1924     34      412991.83
1924     35      413569.33
1924     36      414507.00
1924     37      420192.50
1924     38      420495.00
1924     39      420818.67
1924     40      421066.83
1924     41      421639.00
1924     42      421475.00
1924     43      420137.33
1924     44      419803.17
1924     45      419715.33
1924     46      417058.67
1924     47      416576.00
1924     48      415850.50
1924     49      414830.00
1924     50      413296.00
1924     51      411285.33
1924     52      409339.33
1924     53      407643.33
1924     54      405800.17
1924     55      404073.33
1925     12              .
1925     13              .
1925     14              .
1925     15              .
1925     16              .
1925     17              .
1925     18              .
1925     19              .
1925     20              .
1925     21              .
1925     22              .
1925     23              .
1925     24              .
1925     25              .
1925     26              .
1925     27              .
1925     28              .
1925     29              .
1925     30              .
1925     31      421890.33
1925     32      420518.33
1925     33      422498.33
1925     34      422936.83
1925     35      423972.50
1925     36      426465.17
1925     37      427048.83
1925     38      427534.83
1925     39      427887.67
1925     40      428578.67
1925     41      428617.33
1925     42      427295.00
1925     43      426977.50
1925     44      427055.83
1925     45      423988.00
1925     46      423544.17
1925     47      422845.33
1925     48      421988.83
1925     49      420414.83
1925     50      418564.50
1925     51      416711.50
1925     52      414989.67
1925     53      413356.33
1925     54      411666.67
1925     55      409991.33
1926     12              .
1926     13              .
1926     14              .
1926     15              .
1926     16              .
1926     17              .
1926     18              .
1926     19              .
1926     20              .
1926     21              .
1926     22              .
1926     23              .
1926     24              .
1926     25              .
1926     26              .
1926     27              .
1926     28              .
1926     29              .
1926     30      396316.50
1926     31      393968.83
1926     32      395723.50
1926     33      396194.00
1926     34      397404.00
1926     35      405310.17
1926     36      406078.33
1926     37      406755.67
1926     38      407345.17
1926     39      408408.33
1926     40      408600.00
1926     41      407288.50
1926     42      407313.50
1926     43      407881.83
1926     44      404411.50
1926     45      404377.83
1926     46      403929.33
1926     47      403311.83
1926     48      401956.33
1926     49      400200.33
1926     50      398621.67
1926     51      397047.83
1926     52      395638.83
1926     53      394250.50
1926     54      392776.83
1926     55      391027.33
1927     12              .
1927     13              .
1927     14              .
1927     15              .
1927     16              .
1927     17              .
1927     18              .
1927     19              .
1927     20              .
1927     21              .
1927     22              .
1927     23              .
1927     24              .
1927     25              .
1927     26              .
1927     27              .
1927     28              .
1927     29      378152.33
1927     30      374962.67
1927     31      376725.00
1927     32      377122.33
1927     33      378331.00
1927     34      385478.83
1927     35      386404.83
1927     36      387158.50
1927     37      387760.50
1927     38      388838.83
1927     39      389100.17
1927     40      387882.83
1927     41      387940.33
1927     42      388533.00
1927     43      386599.83
1927     44      386665.00
1927     45      386395.83
1927     46      385814.00
1927     47      384655.17
1927     48      383007.00
1927     49      381489.00
1927     50      380266.00
1927     51      379063.00
1927     52      377875.33
1927     53      376624.83
1927     54      375296.00
1927     55      373609.33
1928     12              .
1928     13              .
1928     14              .
1928     15              .
1928     16              .
1928     17              .
1928     18              .
1928     19              .
1928     20              .
1928     21              .
1928     22              .
1928     23              .
1928     24              .
1928     25              .
1928     26              .
1928     27              .
1928     28      386879.33
1928     29      382845.50
1928     30      384759.50
1928     31      385239.83
1928     32      386387.17
1928     33      392955.83
1928     34      394071.50
1928     35      395098.33
1928     36      395834.50
1928     37      396993.83
1928     38      397372.67
1928     39      395997.00
1928     40      396362.50
1928     41      397385.33
1928     42      394268.00
1928     43      394669.17
1928     44      394603.83
1928     45      394289.50
1928     46      393120.67
1928     47      391450.33
1928     48      390000.17
1928     49      388750.83
1928     50      387588.67
1928     51      386434.83
1928     52      385385.67
1928     53      384177.50
1928     54      382444.83
1928     55      380577.33
1929     12              .
1929     13              .
1929     14              .
1929     15              .
1929     16              .
1929     17              .
1929     18              .
1929     19              .
1929     20              .
1929     21              .
1929     22              .
1929     23              .
1929     24              .
1929     25              .
1929     26              .
1929     27      378012.83
1929     28      373080.00
1929     29      375003.33
1929     30      375542.17
1929     31      376624.33
1929     32      383154.00
1929     33      384337.50
1929     34      385257.67
1929     35      386105.83
1929     36      387554.67
1929     37      388167.50
1929     38      386741.83
1929     39      387201.00
1929     40      388493.00
1929     41      385988.33
1929     42      386511.83
1929     43      386466.00
1929     44      386258.83
1929     45      385218.83
1929     46      383590.17
1929     47      382394.83
1929     48      381273.67
1929     49      380305.33
1929     50      379433.83
1929     51      378557.83
1929     52      377503.33
1929     53      376043.67
1929     54      374214.00
1929     55      372380.67
1930     12              .
1930     13              .
1930     14              .
1930     15              .
1930     16              .
1930     17              .
1930     18              .
1930     19              .
1930     20              .
1930     21              .
1930     22              .
1930     23              .
1930     24              .
1930     25              .
1930     26      382741.83
1930     27      376940.33
1930     28      379200.33
1930     29      379431.83
1930     30      380840.50
1930     31      385442.67
1930     32      386864.00
1930     33      387923.67
1930     34      389049.83
1930     35      390744.17
1930     36      391409.67
1930     37      389852.67
1930     38      390684.00
1930     39      392636.33
1930     40      391061.67
1930     41      391933.67
1930     42      392138.50
1930     43      392076.67
1930     44      391009.83
1930     45      389366.33
1930     46      387933.00
1930     47      386844.33
1930     48      385913.33
1930     49      385214.00
1930     50      384648.00
1930     51      383762.17
1930     52      382434.17
1930     53      380814.67
1930     54      378981.83
1930     55      377389.17
1931     12              .
1931     13              .
1931     14              .
1931     15              .
1931     16              .
1931     17              .
1931     18              .
1931     19              .
1931     20              .
1931     21              .
1931     22              .
1931     23              .
1931     24              .
1931     25      352370.67
1931     26      345992.17
1931     27      347815.67
1931     28      348156.17
1931     29      349461.33
1931     30      357158.17
1931     31      358679.50
1931     32      359948.83
1931     33      361054.50
1931     34      362737.00
1931     35      363408.33
1931     36      361814.50
1931     37      362603.67
1931     38      364510.50
1931     39      362845.00
1931     40      363838.83
1931     41      364024.00
1931     42      364187.00
1931     43      363412.00
1931     44      361770.33
1931     45      360574.67
1931     46      359803.67
1931     47      359100.67
1931     48      358570.50
1931     49      358022.17
1931     50      357295.83
1931     51      356108.83
1931     52      354697.17
1931     53      352974.67
1931     54      351588.00
1931     55      350324.67
1932     12              .
1932     13              .
1932     14              .
1932     15              .
1932     16              .
1932     17              .
1932     18              .
1932     19              .
1932     20              .
1932     21              .
1932     22              .
1932     23              .
1932     24      342056.17
1932     25      335963.67
1932     26      337880.83
1932     27      338314.50
1932     28      339602.00
1932     29      341096.67
1932     30      342864.83
1932     31      344349.17
1932     32      345758.50
1932     33      347645.67
1932     34      348486.33
1932     35      346729.17
1932     36      347750.33
1932     37      350101.83
1932     38      350334.83
1932     39      351583.50
1932     40      352145.17
1932     41      352533.17
1932     42      351770.50
1932     43      350027.50
1932     44      348800.67
1932     45      348009.17
1932     46      347479.67
1932     47      347098.67
1932     48      346730.67
1932     49      346202.17
1932     50      345167.83
1932     51      343786.00
1932     52      342167.50
1932     53      340910.00
1932     54      339847.33
1932     55      337836.83
1933     12              .
1933     13              .
1933     14              .
1933     15              .
1933     16              .
1933     17              .
1933     18              .
1933     19              .
1933     20              .
1933     21              .
1933     22              .
1933     23      334036.67
1933     24      326951.00
1933     25      328786.50
1933     26      329342.00
1933     27      330781.00
1933     28      333957.00
1933     29      335923.33
1933     30      337407.83
1933     31      338911.67
1933     32      340855.33
1933     33      341717.00
1933     34      339785.83
1933     35      340996.50
1933     36      343697.67
1933     37      343600.50
1933     38      344955.67
1933     39      345580.83
1933     40      346101.83
1933     41      345275.33
1933     42      343550.17
1933     43      342384.17
1933     44      341650.17
1933     45      341231.67
1933     46      340957.50
1933     47      340779.00
1933     48      340395.50
1933     49      339329.67
1933     50      337982.17
1933     51      336254.67
1933     52      335140.83
1933     53      334200.17
1933     54      333453.67
1933     55      333162.83
1934     12              .
1934     13              .
1934     14              .
1934     15              .
1934     16              .
1934     17              .
1934     18              .
1934     19              .
1934     20              .
1934     21              .
1934     22      410787.17
1934     23      401521.17
1934     24      403489.83
1934     25      403885.33
1934     26      405613.50
1934     27      407151.67
1934     28      409333.17
1934     29      410925.83
1934     30      412314.33
1934     31      414467.00
1934     32      414975.67
1934     33      412806.50
1934     34      414148.83
1934     35      417077.83
1934     36      416850.33
1934     37      418348.17
1934     38      419047.67
1934     39      419549.00
1934     40      418597.83
1934     41      416837.67
1934     42      415520.83
1934     43      414669.33
1934     44      414043.83
1934     45      413708.00
1934     46      413480.67
1934     47      413047.17
1934     48      411981.50
1934     49      410591.17
1934     50      408762.33
1934     51      407490.17
1934     52      406418.83
1934     53      405781.00
1934     54      405294.33
1934     55      398846.50
1935     12              .
1935     13              .
1935     14              .
1935     15              .
1935     16              .
1935     17              .
1935     18              .
1935     19              .
1935     20              .
1935     21      432200.67
1935     22      423607.50
1935     23      425566.50
1935     24      426125.67
1935     25      427691.67
1935     26      430839.17
1935     27      432992.83
1935     28      434787.17
1935     29      436236.33
1935     30      438415.17
1935     31      439209.00
1935     32      436614.00
1935     33      437695.83
1935     34      440818.83
1935     35      441684.33
1935     36      443360.33
1935     37      444191.67
1935     38      444860.33
1935     39      443995.17
1935     40      442171.50
1935     41      441024.50
1935     42      440326.50
1935     43      439820.67
1935     44      439591.17
1935     45      439464.67
1935     46      439155.33
1935     47      438055.50
1935     48      436714.83
1935     49      434971.17
1935     50      433796.83
1935     51      432928.33
1935     52      431039.33
1935     53      430729.83
1935     54      424111.17
1935     55      417551.67
1936     12              .
1936     13              .
1936     14              .
1936     15              .
1936     16              .
1936     17              .
1936     18              .
1936     19              .
1936     20      440222.17
1936     21      436863.00
1936     22      439099.83
1936     23      439577.67
1936     24      441768.00
1936     25      438992.33
1936     26      441253.67
1936     27      443039.50
1936     28      444498.33
1936     29      446772.67
1936     30      447617.67
1936     31      445015.50
1936     32      446253.83
1936     33      449646.50
1936     34      450747.00
1936     35      452842.00
1936     36      453845.50
1936     37      454552.67
1936     38      453723.33
1936     39      451718.67
1936     40      450451.17
1936     41      449690.83
1936     42      449399.00
1936     43      449377.00
1936     44      449422.00
1936     45      449235.50
1936     46      448292.50
1936     47      446989.67
1936     48      445027.83
1936     49      443971.50
1936     50      443201.83
1936     51      442525.00
1936     52      442444.17
1936     53      435842.17
1936     54      429393.00
1936     55      429040.33
1937     12              .
1937     13              .
1937     14              .
1937     15              .
1937     16              .
1937     17              .
1937     18              .
1937     19      439001.17
1937     20      441182.50
1937     21      443483.33
1937     22      444279.67
1937     23      446458.17
1937     24      440335.50
1937     25      442467.67
1937     26      444354.33
1937     27      446007.67
1937     28      448468.50
1937     29      449265.50
1937     30      446314.83
1937     31      447573.50
1937     32      451088.17
1937     33      453531.50
1937     34      455620.33
1937     35      457099.33
1937     36      458082.83
1937     37      457239.00
1937     38      455289.67
1937     39      454015.00
1937     40      453373.17
1937     41      453118.67
1937     42      453316.00
1937     43      453532.67
1937     44      453457.83
1937     45      452614.33
1937     46      451404.17
1937     47      449563.00
1937     48      448721.00
1937     49      448000.83
1937     50      448045.17
1937     51      448249.67
1937     52      442032.00
1937     53      435791.17
1937     54      435799.33
1937     55      435723.33
1938     12              .
1938     13              .
1938     14              .
1938     15              .
1938     16              .
1938     17              .
1938     18      463371.33
1938     19      470823.33
1938     20      473494.17
1938     21      474695.00
1938     22      477408.67
1938     23      466487.50
1938     24      468773.50
1938     25      470760.17
1938     26      472370.50
1938     27      474960.50
1938     28      476015.17
1938     29      473057.00
1938     30      474481.83
1938     31      478320.33
1938     32      480213.83
1938     33      482671.00
1938     34      484202.83
1938     35      485681.50
1938     36      484840.67
1938     37      482690.33
1938     38      481292.67
1938     39      480606.50
1938     40      480461.00
1938     41      480677.67
1938     42      481053.83
1938     43      481152.17
1938     44      480308.50
1938     45      478932.67
1938     46      476937.00
1938     47      476059.00
1938     48      475396.50
