Germany, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 04/02/2019
Year    ARDY   Cohort        ASFR
1972     16     1956      0.00675
1972     17     1955      0.02484
1972     18     1954      0.05266
1972     19     1953      0.08385
1972     20     1952      0.10609
1972     21     1951      0.11659
1972     22     1950      0.12263
1972     23     1949      0.12306
1972     24     1948      0.12063
1972     25     1947      0.11597
1972     26     1946      0.10921
1972     27     1945      0.10017
1972     28     1944      0.09161
1972     29     1943      0.08447
1972     30     1942      0.07448
1972     31     1941      0.06526
1972     32     1940      0.05719
1972     33     1939      0.05048
1972     34     1938      0.04368
1972     35     1937      0.03773
1972     36     1936      0.03230
1972     37     1935      0.02766
1972     38     1934      0.02297
1972     39     1933      0.01985
1972     40     1932      0.01525
1972     41     1931      0.01120
1972     42     1930      0.00754
1972     43     1929      0.00503
1972     44     1928      0.00282
1972     45     1927      0.00161
1972     46     1926      0.00068
1972     47     1925      0.00037
1972     48     1924      0.00019
1972     49     1923      0.00010
1972     50     1922      0.00005
1972     51     1921      0.00002
1972     52     1920      0.00001
1972     53     1919      0.00001
1972     54     1918      0.00000
1972     55+    1917-     0.00000
1973     12-    1961+     0.00000
1973     13     1960      0.00000
1973     14     1959      0.00007
1973     15     1958      0.00139
1973     16     1957      0.00629
1973     17     1956      0.02124
1973     18     1955      0.04598
1973     19     1954      0.07309
1973     20     1953      0.09299
1973     21     1952      0.10409
1973     22     1951      0.10996
1973     23     1950      0.11358
1973     24     1949      0.11136
1973     25     1948      0.10848
1973     26     1947      0.10176
1973     27     1946      0.09497
1973     28     1945      0.08400
1973     29     1944      0.07505
1973     30     1943      0.06722
1973     31     1942      0.05854
1973     32     1941      0.04984
1973     33     1940      0.04259
1973     34     1939      0.03750
1973     35     1938      0.03242
1973     36     1937      0.02762
1973     37     1936      0.02352
1973     38     1935      0.01893
1973     39     1934      0.01629
1973     40     1933      0.01302
1973     41     1932      0.00971
1973     42     1931      0.00671
1973     43     1930      0.00441
1973     44     1929      0.00261
1973     45     1928      0.00137
1973     46     1927      0.00058
1973     47     1926      0.00031
1973     48     1925      0.00016
1973     49     1924      0.00008
1973     50     1923      0.00004
1973     51     1922      0.00002
1973     52     1921      0.00001
1973     53     1920      0.00001
1973     54     1919      0.00000
1973     55+    1918-     0.00000
1974     12-    1962+     0.00000
1974     13     1961      0.00000
1974     14     1960      0.00006
1974     15     1959      0.00111
1974     16     1958      0.00572
1974     17     1957      0.01990
1974     18     1956      0.04235
1974     19     1955      0.06986
1974     20     1954      0.08846
1974     21     1953      0.10131
1974     22     1952      0.10720
1974     23     1951      0.11220
1974     24     1950      0.11437
1974     25     1949      0.11039
1974     26     1948      0.10476
1974     27     1947      0.09590
1974     28     1946      0.08795
1974     29     1945      0.07580
1974     30     1944      0.06579
1974     31     1943      0.05776
1974     32     1942      0.04897
1974     33     1941      0.04105
1974     34     1940      0.03527
1974     35     1939      0.02952
1974     36     1938      0.02504
1974     37     1937      0.02088
1974     38     1936      0.01706
1974     39     1935      0.01382
1974     40     1934      0.01126
1974     41     1933      0.00875
1974     42     1932      0.00621
1974     43     1931      0.00402
1974     44     1930      0.00234
1974     45     1929      0.00124
1974     46     1928      0.00054
1974     47     1927      0.00029
1974     48     1926      0.00015
1974     49     1925      0.00008
1974     50     1924      0.00004
1974     51     1923      0.00002
1974     52     1922      0.00001
1974     53     1921      0.00001
1974     54     1920      0.00000
1974     55+    1919-     0.00000
1975     12-    1963+     0.00000
1975     13     1962      0.00000
1975     14     1961      0.00005
1975     15     1960      0.00101
1975     16     1959      0.00502
1975     17     1958      0.01652
1975     18     1957      0.03724
1975     19     1956      0.06339
1975     20     1955      0.08456
1975     21     1954      0.09433
1975     22     1953      0.10532
1975     23     1952      0.10974
1975     24     1951      0.11156
1975     25     1950      0.11219
1975     26     1949      0.10564
1975     27     1948      0.09698
1975     28     1947      0.08762
1975     29     1946      0.07771
1975     30     1945      0.06760
1975     31     1944      0.05649
1975     32     1943      0.04762
1975     33     1942      0.04081
1975     34     1941      0.03316
1975     35     1940      0.02740
1975     36     1939      0.02289
1975     37     1938      0.01885
1975     38     1937      0.01515
1975     39     1936      0.01238
1975     40     1935      0.00952
1975     41     1934      0.00731
1975     42     1933      0.00550
1975     43     1932      0.00359
1975     44     1931      0.00211
1975     45     1930      0.00112
1975     46     1929      0.00048
1975     47     1928      0.00025
1975     48     1927      0.00013
1975     49     1926      0.00007
1975     50     1925      0.00003
1975     51     1924      0.00002
1975     52     1923      0.00001
1975     53     1922      0.00000
1975     54     1921      0.00000
1975     55+    1920-     0.00000
1976     12-    1964+     0.00000
1976     13     1963      0.00000
1976     14     1962      0.00005
1976     15     1961      0.00090
1976     16     1960      0.00465
1976     17     1959      0.01547
1976     18     1958      0.03439
1976     19     1957      0.06140
1976     20     1956      0.08336
1976     21     1955      0.09784
1976     22     1954      0.10592
1976     23     1953      0.11334
1976     24     1952      0.11705
1976     25     1951      0.11438
1976     26     1950      0.11067
1976     27     1949      0.10253
1976     28     1948      0.09187
1976     29     1947      0.08141
1976     30     1946      0.07102
1976     31     1945      0.05889
1976     32     1944      0.04887
1976     33     1943      0.04111
1976     34     1942      0.03377
1976     35     1941      0.02689
1976     36     1940      0.02183
1976     37     1939      0.01762
1976     38     1938      0.01449
1976     39     1937      0.01162
1976     40     1936      0.00860
1976     41     1935      0.00646
1976     42     1934      0.00464
1976     43     1933      0.00328
1976     44     1932      0.00208
1976     45     1931      0.00106
1976     46     1930      0.00044
1976     47     1929      0.00024
1976     48     1928      0.00013
1976     49     1927      0.00006
1976     50     1926      0.00003
1976     51     1925      0.00002
1976     52     1924      0.00001
1976     53     1923      0.00000
1976     54     1922      0.00000
1976     55+    1921-     0.00000
1977     12-    1965+     0.00000
1977     13     1964      0.00000
1977     14     1963      0.00004
1977     15     1962      0.00079
1977     16     1961      0.00405
1977     17     1960      0.01441
1977     18     1959      0.03261
1977     19     1958      0.05807
1977     20     1957      0.07975
1977     21     1956      0.09660
1977     22     1955      0.10804
1977     23     1954      0.11338
1977     24     1953      0.11922
1977     25     1952      0.11757
1977     26     1951      0.11283
1977     27     1950      0.10593
1977     28     1949      0.09498
1977     29     1948      0.08451
1977     30     1947      0.07180
1977     31     1946      0.06150
1977     32     1945      0.05001
1977     33     1944      0.04000
1977     34     1943      0.03325
1977     35     1942      0.02728
1977     36     1941      0.02080
1977     37     1940      0.01689
1977     38     1939      0.01329
1977     39     1938      0.01039
1977     40     1937      0.00785
1977     41     1936      0.00572
1977     42     1935      0.00395
1977     43     1934      0.00279
1977     44     1933      0.00183
1977     45     1932      0.00105
1977     46     1931      0.00045
1977     47     1930      0.00024
1977     48     1929      0.00013
1977     49     1928      0.00007
1977     50     1927      0.00003
1977     51     1926      0.00002
1977     52     1925      0.00001
1977     53     1924      0.00000
1977     54     1923      0.00000
1977     55+    1922-     0.00000
1978     12-    1966+     0.00000
1978     13     1965      0.00000
1978     14     1964      0.00004
1978     15     1963      0.00072
1978     16     1962      0.00375
1978     17     1961      0.01293
1978     18     1960      0.03176
1978     19     1959      0.05684
1978     20     1958      0.07812
1978     21     1957      0.09321
1978     22     1956      0.10603
1978     23     1955      0.11489
1978     24     1954      0.11589
1978     25     1953      0.11739
1978     26     1952      0.11410
1978     27     1951      0.10541
1978     28     1950      0.09657
1978     29     1949      0.08622
1978     30     1948      0.07473
1978     31     1947      0.06173
1978     32     1946      0.05147
1978     33     1945      0.04228
1978     34     1944      0.03267
1978     35     1943      0.02658
1978     36     1942      0.02096
1978     37     1941      0.01593
1978     38     1940      0.01226
1978     39     1939      0.00948
1978     40     1938      0.00711
1978     41     1937      0.00492
1978     42     1936      0.00351
1978     43     1935      0.00234
1978     44     1934      0.00134
1978     45     1933      0.00091
1978     46     1932      0.00039
1978     47     1931      0.00022
1978     48     1930      0.00011
1978     49     1929      0.00006
1978     50     1928      0.00003
1978     51     1927      0.00002
1978     52     1926      0.00001
1978     53     1925      0.00000
1978     54     1924      0.00000
1978     55+    1923-     0.00000
1979     12-    1967+     0.00000
1979     13     1966      0.00000
1979     14     1965      0.00005
1979     15     1964      0.00082
1979     16     1963      0.00348
1979     17     1962      0.01257
1979     18     1961      0.02875
1979     19     1960      0.05539
1979     20     1959      0.07757
1979     21     1958      0.09160
1979     22     1957      0.10262
1979     23     1956      0.11223
1979     24     1955      0.11681
1979     25     1954      0.11606
1979     26     1953      0.11321
1979     27     1952      0.10632
1979     28     1951      0.09752
1979     29     1950      0.08737
1979     30     1949      0.07682
1979     31     1948      0.06452
1979     32     1947      0.05279
1979     33     1946      0.04310
1979     34     1945      0.03488
1979     35     1944      0.02669
1979     36     1943      0.02093
1979     37     1942      0.01643
1979     38     1941      0.01196
1979     39     1940      0.00922
1979     40     1939      0.00662
1979     41     1938      0.00481
1979     42     1937      0.00311
1979     43     1936      0.00198
1979     44     1935      0.00122
1979     45     1934      0.00071
1979     46     1933      0.00039
1979     47     1932      0.00023
1979     48     1931      0.00013
1979     49     1930      0.00007
1979     50     1929      0.00004
1979     51     1928      0.00002
1979     52     1927      0.00001
1979     53     1926      0.00001
1979     54     1925      0.00000
1979     55+    1924-     0.00000
1980     12-    1968+     0.00000
