East Germany, Cohort fertility rates by birth cohort, age and birth order (horizontal parallelograms, age in completed years (ACY))
Last modified: 04/02/2019
Cohort  Age        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
1901     12-          .           .           .           .           .           .
1901     13           .           .           .           .           .           .
1901     14           .           .           .           .           .           .
1901     15           .           .           .           .           .           .
1901     16           .           .           .           .           .           .
1901     17           .           .           .           .           .           .
1901     18           .           .           .           .           .           .
1901     19           .           .           .           .           .           .
1901     20           .           .           .           .           .           .
1901     21           .           .           .           .           .           .
1901     22           .           .           .           .           .           .
1901     23           .           .           .           .           .           .
1901     24           .           .           .           .           .           .
1901     25           .           .           .           .           .           .
1901     26           .           .           .           .           .           .
1901     27           .           .           .           .           .           .
1901     28           .           .           .           .           .           .
1901     29           .           .           .           .           .           .
1901     30           .           .           .           .           .           .
1901     31           .           .           .           .           .           .
1901     32           .           .           .           .           .           .
1901     33           .           .           .           .           .           .
1901     34           .           .           .           .           .           .
1901     35           .           .           .           .           .           .
1901     36           .           .           .           .           .           .
1901     37           .           .           .           .           .           .
1901     38           .           .           .           .           .           .
1901     39           .           .           .           .           .           .
1901     40           .           .           .           .           .           .
1901     41           .           .           .           .           .           .
1901     42           .           .           .           .           .           .
1901     43           .           .           .           .           .           .
1901     44           .           .           .           .           .           .
1901     45           .           .           .           .           .           .
1901     46           .           .           .           .           .           .
1901     47           .           .           .           .           .           .
1901     48           .           .           .           .           .           .
1901     49           .           .           .           .           .           .
1901     50           .           .           .           .           .           .
1901     51           .           .           .           .           .           .
1901     52           .           .           .           .           .           .
1901     53           .           .           .           .           .           .
1901     54           .           .           .           .           .           .
1901     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1902     12-          .           .           .           .           .           .
1902     13           .           .           .           .           .           .
1902     14           .           .           .           .           .           .
1902     15           .           .           .           .           .           .
1902     16           .           .           .           .           .           .
1902     17           .           .           .           .           .           .
1902     18           .           .           .           .           .           .
1902     19           .           .           .           .           .           .
1902     20           .           .           .           .           .           .
1902     21           .           .           .           .           .           .
1902     22           .           .           .           .           .           .
1902     23           .           .           .           .           .           .
1902     24           .           .           .           .           .           .
1902     25           .           .           .           .           .           .
1902     26           .           .           .           .           .           .
1902     27           .           .           .           .           .           .
1902     28           .           .           .           .           .           .
1902     29           .           .           .           .           .           .
1902     30           .           .           .           .           .           .
1902     31           .           .           .           .           .           .
1902     32           .           .           .           .           .           .
1902     33           .           .           .           .           .           .
1902     34           .           .           .           .           .           .
1902     35           .           .           .           .           .           .
1902     36           .           .           .           .           .           .
1902     37           .           .           .           .           .           .
1902     38           .           .           .           .           .           .
1902     39           .           .           .           .           .           .
1902     40           .           .           .           .           .           .
1902     41           .           .           .           .           .           .
1902     42           .           .           .           .           .           .
1902     43           .           .           .           .           .           .
1902     44           .           .           .           .           .           .
1902     45           .           .           .           .           .           .
1902     46           .           .           .           .           .           .
1902     47           .           .           .           .           .           .
1902     48           .           .           .           .           .           .
1902     49           .           .           .           .           .           .
1902     50           .           .           .           .           .           .
1902     51           .           .           .           .           .           .
1902     52           .           .           .           .           .           .
1902     53           .           .           .           .           .           .
1902     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1902     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1903     12-          .           .           .           .           .           .
1903     13           .           .           .           .           .           .
1903     14           .           .           .           .           .           .
1903     15           .           .           .           .           .           .
1903     16           .           .           .           .           .           .
1903     17           .           .           .           .           .           .
1903     18           .           .           .           .           .           .
1903     19           .           .           .           .           .           .
1903     20           .           .           .           .           .           .
1903     21           .           .           .           .           .           .
1903     22           .           .           .           .           .           .
1903     23           .           .           .           .           .           .
1903     24           .           .           .           .           .           .
1903     25           .           .           .           .           .           .
1903     26           .           .           .           .           .           .
1903     27           .           .           .           .           .           .
1903     28           .           .           .           .           .           .
1903     29           .           .           .           .           .           .
1903     30           .           .           .           .           .           .
1903     31           .           .           .           .           .           .
1903     32           .           .           .           .           .           .
1903     33           .           .           .           .           .           .
1903     34           .           .           .           .           .           .
1903     35           .           .           .           .           .           .
1903     36           .           .           .           .           .           .
1903     37           .           .           .           .           .           .
1903     38           .           .           .           .           .           .
1903     39           .           .           .           .           .           .
1903     40           .           .           .           .           .           .
1903     41           .           .           .           .           .           .
1903     42           .           .           .           .           .           .
1903     43           .           .           .           .           .           .
1903     44           .           .           .           .           .           .
1903     45           .           .           .           .           .           .
1903     46           .           .           .           .           .           .
1903     47           .           .           .           .           .           .
1903     48           .           .           .           .           .           .
1903     49           .           .           .           .           .           .
1903     50           .           .           .           .           .           .
1903     51           .           .           .           .           .           .
1903     52           .           .           .           .           .           .
1903     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1903     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1903     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1904     12-          .           .           .           .           .           .
1904     13           .           .           .           .           .           .
1904     14           .           .           .           .           .           .
1904     15           .           .           .           .           .           .
1904     16           .           .           .           .           .           .
1904     17           .           .           .           .           .           .
1904     18           .           .           .           .           .           .
1904     19           .           .           .           .           .           .
1904     20           .           .           .           .           .           .
1904     21           .           .           .           .           .           .
1904     22           .           .           .           .           .           .
1904     23           .           .           .           .           .           .
1904     24           .           .           .           .           .           .
1904     25           .           .           .           .           .           .
1904     26           .           .           .           .           .           .
1904     27           .           .           .           .           .           .
1904     28           .           .           .           .           .           .
1904     29           .           .           .           .           .           .
1904     30           .           .           .           .           .           .
1904     31           .           .           .           .           .           .
1904     32           .           .           .           .           .           .
1904     33           .           .           .           .           .           .
1904     34           .           .           .           .           .           .
1904     35           .           .           .           .           .           .
1904     36           .           .           .           .           .           .
1904     37           .           .           .           .           .           .
1904     38           .           .           .           .           .           .
1904     39           .           .           .           .           .           .
1904     40           .           .           .           .           .           .
1904     41           .           .           .           .           .           .
1904     42           .           .           .           .           .           .
1904     43           .           .           .           .           .           .
1904     44           .           .           .           .           .           .
1904     45           .           .           .           .           .           .
1904     46           .           .           .           .           .           .
1904     47           .           .           .           .           .           .
1904     48           .           .           .           .           .           .
1904     49           .           .           .           .           .           .
1904     50           .           .           .           .           .           .
1904     51           .           .           .           .           .           .
1904     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1904     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1904     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1904     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1905     12-          .           .           .           .           .           .
1905     13           .           .           .           .           .           .
1905     14           .           .           .           .           .           .
1905     15           .           .           .           .           .           .
1905     16           .           .           .           .           .           .
1905     17           .           .           .           .           .           .
1905     18           .           .           .           .           .           .
1905     19           .           .           .           .           .           .
1905     20           .           .           .           .           .           .
1905     21           .           .           .           .           .           .
1905     22           .           .           .           .           .           .
1905     23           .           .           .           .           .           .
1905     24           .           .           .           .           .           .
1905     25           .           .           .           .           .           .
1905     26           .           .           .           .           .           .
1905     27           .           .           .           .           .           .
1905     28           .           .           .           .           .           .
1905     29           .           .           .           .           .           .
1905     30           .           .           .           .           .           .
1905     31           .           .           .           .           .           .
1905     32           .           .           .           .           .           .
1905     33           .           .           .           .           .           .
1905     34           .           .           .           .           .           .
1905     35           .           .           .           .           .           .
1905     36           .           .           .           .           .           .
1905     37           .           .           .           .           .           .
1905     38           .           .           .           .           .           .
1905     39           .           .           .           .           .           .
1905     40           .           .           .           .           .           .
1905     41           .           .           .           .           .           .
1905     42           .           .           .           .           .           .
1905     43           .           .           .           .           .           .
1905     44           .           .           .           .           .           .
1905     45           .           .           .           .           .           .
1905     46           .           .           .           .           .           .
1905     47           .           .           .           .           .           .
1905     48           .           .           .           .           .           .
1905     49           .           .           .           .           .           .
1905     50           .           .           .           .           .           .
1905     51     0.00002     0.00000     0.00000     0.00000     0.00000     0.00000
1905     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1905     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1905     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1905     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1906     12-          .           .           .           .           .           .
1906     13           .           .           .           .           .           .
1906     14           .           .           .           .           .           .
1906     15           .           .           .           .           .           .
1906     16           .           .           .           .           .           .
1906     17           .           .           .           .           .           .
1906     18           .           .           .           .           .           .
1906     19           .           .           .           .           .           .
1906     20           .           .           .           .           .           .
1906     21           .           .           .           .           .           .
1906     22           .           .           .           .           .           .
1906     23           .           .           .           .           .           .
1906     24           .           .           .           .           .           .
1906     25           .           .           .           .           .           .
1906     26           .           .           .           .           .           .
1906     27           .           .           .           .           .           .
1906     28           .           .           .           .           .           .
1906     29           .           .           .           .           .           .
1906     30           .           .           .           .           .           .
1906     31           .           .           .           .           .           .
1906     32           .           .           .           .           .           .
1906     33           .           .           .           .           .           .
1906     34           .           .           .           .           .           .
1906     35           .           .           .           .           .           .
1906     36           .           .           .           .           .           .
1906     37           .           .           .           .           .           .
1906     38           .           .           .           .           .           .
1906     39           .           .           .           .           .           .
1906     40           .           .           .           .           .           .
1906     41           .           .           .           .           .           .
1906     42           .           .           .           .           .           .
1906     43           .           .           .           .           .           .
1906     44           .           .           .           .           .           .
1906     45           .           .           .           .           .           .
1906     46           .           .           .           .           .           .
1906     47           .           .           .           .           .           .
1906     48           .           .           .           .           .           .
1906     49           .           .           .           .           .           .
1906     50     0.00003     0.00000     0.00001     0.00001     0.00001     0.00001
1906     51     0.00002     0.00000     0.00001     0.00000     0.00000     0.00001
1906     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1906     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1906     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1906     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1907     12-          .           .           .           .           .           .
1907     13           .           .           .           .           .           .
1907     14           .           .           .           .           .           .
1907     15           .           .           .           .           .           .
1907     16           .           .           .           .           .           .
1907     17           .           .           .           .           .           .
1907     18           .           .           .           .           .           .
1907     19           .           .           .           .           .           .
1907     20           .           .           .           .           .           .
1907     21           .           .           .           .           .           .
1907     22           .           .           .           .           .           .
1907     23           .           .           .           .           .           .
1907     24           .           .           .           .           .           .
1907     25           .           .           .           .           .           .
1907     26           .           .           .           .           .           .
1907     27           .           .           .           .           .           .
1907     28           .           .           .           .           .           .
1907     29           .           .           .           .           .           .
1907     30           .           .           .           .           .           .
1907     31           .           .           .           .           .           .
1907     32           .           .           .           .           .           .
1907     33           .           .           .           .           .           .
1907     34           .           .           .           .           .           .
1907     35           .           .           .           .           .           .
1907     36           .           .           .           .           .           .
1907     37           .           .           .           .           .           .
1907     38           .           .           .           .           .           .
1907     39           .           .           .           .           .           .
1907     40           .           .           .           .           .           .
1907     41           .           .           .           .           .           .
1907     42           .           .           .           .           .           .
1907     43           .           .           .           .           .           .
1907     44           .           .           .           .           .           .
1907     45           .           .           .           .           .           .
1907     46           .           .           .           .           .           .
1907     47           .           .           .           .           .           .
1907     48           .           .           .           .           .           .
1907     49     0.00007     0.00001     0.00002     0.00001     0.00001     0.00003
1907     50     0.00004     0.00000     0.00001     0.00001     0.00001     0.00001
1907     51     0.00002     0.00000     0.00001     0.00000     0.00000     0.00001
1907     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1907     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1907     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1907     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1908     12-          .           .           .           .           .           .
1908     13           .           .           .           .           .           .
1908     14           .           .           .           .           .           .
1908     15           .           .           .           .           .           .
1908     16           .           .           .           .           .           .
1908     17           .           .           .           .           .           .
1908     18           .           .           .           .           .           .
1908     19           .           .           .           .           .           .
1908     20           .           .           .           .           .           .
1908     21           .           .           .           .           .           .
1908     22           .           .           .           .           .           .
1908     23           .           .           .           .           .           .
1908     24           .           .           .           .           .           .
1908     25           .           .           .           .           .           .
1908     26           .           .           .           .           .           .
1908     27           .           .           .           .           .           .
1908     28           .           .           .           .           .           .
1908     29           .           .           .           .           .           .
1908     30           .           .           .           .           .           .
1908     31           .           .           .           .           .           .
1908     32           .           .           .           .           .           .
1908     33           .           .           .           .           .           .
1908     34           .           .           .           .           .           .
1908     35           .           .           .           .           .           .
1908     36           .           .           .           .           .           .
1908     37           .           .           .           .           .           .
1908     38           .           .           .           .           .           .
1908     39           .           .           .           .           .           .
1908     40           .           .           .           .           .           .
1908     41           .           .           .           .           .           .
1908     42           .           .           .           .           .           .
1908     43           .           .           .           .           .           .
1908     44           .           .           .           .           .           .
1908     45           .           .           .           .           .           .
1908     46           .           .           .           .           .           .
1908     47           .           .           .           .           .           .
1908     48     0.00014     0.00001     0.00003     0.00002     0.00002     0.00006
1908     49     0.00008     0.00001     0.00002     0.00001     0.00001     0.00003
1908     50     0.00004     0.00000     0.00001     0.00001     0.00001     0.00001
1908     51     0.00002     0.00000     0.00001     0.00000     0.00000     0.00001
1908     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1908     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1908     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1908     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1909     12-          .           .           .           .           .           .
1909     13           .           .           .           .           .           .
1909     14           .           .           .           .           .           .
1909     15           .           .           .           .           .           .
1909     16           .           .           .           .           .           .
1909     17           .           .           .           .           .           .
1909     18           .           .           .           .           .           .
1909     19           .           .           .           .           .           .
1909     20           .           .           .           .           .           .
1909     21           .           .           .           .           .           .
1909     22           .           .           .           .           .           .
1909     23           .           .           .           .           .           .
1909     24           .           .           .           .           .           .
1909     25           .           .           .           .           .           .
1909     26           .           .           .           .           .           .
1909     27           .           .           .           .           .           .
1909     28           .           .           .           .           .           .
1909     29           .           .           .           .           .           .
1909     30           .           .           .           .           .           .
1909     31           .           .           .           .           .           .
1909     32           .           .           .           .           .           .
1909     33           .           .           .           .           .           .
1909     34           .           .           .           .           .           .
1909     35           .           .           .           .           .           .
1909     36           .           .           .           .           .           .
1909     37           .           .           .           .           .           .
1909     38           .           .           .           .           .           .
1909     39           .           .           .           .           .           .
1909     40           .           .           .           .           .           .
1909     41           .           .           .           .           .           .
1909     42           .           .           .           .           .           .
1909     43           .           .           .           .           .           .
1909     44           .           .           .           .           .           .
1909     45           .           .           .           .           .           .
1909     46           .           .           .           .           .           .
1909     47     0.00028     0.00001     0.00005     0.00004     0.00005     0.00014
1909     48     0.00017     0.00001     0.00004     0.00002     0.00003     0.00007
1909     49     0.00009     0.00001     0.00002     0.00001     0.00001     0.00003
1909     50     0.00004     0.00001     0.00001     0.00001     0.00001     0.00001
1909     51     0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1909     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1909     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1909     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1909     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1910     12-          .           .           .           .           .           .
1910     13           .           .           .           .           .           .
1910     14           .           .           .           .           .           .
1910     15           .           .           .           .           .           .
1910     16           .           .           .           .           .           .
1910     17           .           .           .           .           .           .
1910     18           .           .           .           .           .           .
1910     19           .           .           .           .           .           .
1910     20           .           .           .           .           .           .
1910     21           .           .           .           .           .           .
1910     22           .           .           .           .           .           .
1910     23           .           .           .           .           .           .
1910     24           .           .           .           .           .           .
1910     25           .           .           .           .           .           .
1910     26           .           .           .           .           .           .
1910     27           .           .           .           .           .           .
1910     28           .           .           .           .           .           .
1910     29           .           .           .           .           .           .
1910     30           .           .           .           .           .           .
1910     31           .           .           .           .           .           .
1910     32           .           .           .           .           .           .
1910     33           .           .           .           .           .           .
1910     34           .           .           .           .           .           .
1910     35           .           .           .           .           .           .
1910     36           .           .           .           .           .           .
1910     37           .           .           .           .           .           .
1910     38           .           .           .           .           .           .
1910     39           .           .           .           .           .           .
1910     40           .           .           .           .           .           .
1910     41           .           .           .           .           .           .
1910     42           .           .           .           .           .           .
1910     43           .           .           .           .           .           .
1910     44           .           .           .           .           .           .
1910     45           .           .           .           .           .           .
1910     46     0.00057     0.00002     0.00008     0.00008     0.00009     0.00030
1910     47     0.00035     0.00002     0.00007     0.00005     0.00005     0.00016
1910     48     0.00017     0.00001     0.00004     0.00003     0.00003     0.00007
1910     49     0.00008     0.00001     0.00002     0.00002     0.00001     0.00003
1910     50     0.00004     0.00001     0.00001     0.00001     0.00001     0.00001
1910     51     0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1910     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1910     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1910     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1910     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1911     12-          .           .           .           .           .           .
1911     13           .           .           .           .           .           .
1911     14           .           .           .           .           .           .
1911     15           .           .           .           .           .           .
1911     16           .           .           .           .           .           .
1911     17           .           .           .           .           .           .
1911     18           .           .           .           .           .           .
1911     19           .           .           .           .           .           .
1911     20           .           .           .           .           .           .
1911     21           .           .           .           .           .           .
1911     22           .           .           .           .           .           .
1911     23           .           .           .           .           .           .
1911     24           .           .           .           .           .           .
1911     25           .           .           .           .           .           .
1911     26           .           .           .           .           .           .
1911     27           .           .           .           .           .           .
1911     28           .           .           .           .           .           .
1911     29           .           .           .           .           .           .
1911     30           .           .           .           .           .           .
1911     31           .           .           .           .           .           .
1911     32           .           .           .           .           .           .
1911     33           .           .           .           .           .           .
1911     34           .           .           .           .           .           .
1911     35           .           .           .           .           .           .
1911     36           .           .           .           .           .           .
1911     37           .           .           .           .           .           .
1911     38           .           .           .           .           .           .
1911     39           .           .           .           .           .           .
1911     40           .           .           .           .           .           .
1911     41           .           .           .           .           .           .
1911     42           .           .           .           .           .           .
1911     43           .           .           .           .           .           .
1911     44           .           .           .           .           .           .
1911     45     0.00162     0.00006     0.00022     0.00026     0.00027     0.00080
1911     46     0.00067     0.00003     0.00011     0.00009     0.00011     0.00034
1911     47     0.00034     0.00002     0.00007     0.00005     0.00005     0.00016
1911     48     0.00017     0.00001     0.00003     0.00003     0.00002     0.00008
1911     49     0.00008     0.00001     0.00001     0.00001     0.00001     0.00003
1911     50     0.00004     0.00000     0.00001     0.00001     0.00001     0.00002
1911     51     0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1911     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1911     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1911     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1911     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1912     12-          .           .           .           .           .           .
1912     13           .           .           .           .           .           .
1912     14           .           .           .           .           .           .
1912     15           .           .           .           .           .           .
1912     16           .           .           .           .           .           .
1912     17           .           .           .           .           .           .
1912     18           .           .           .           .           .           .
1912     19           .           .           .           .           .           .
1912     20           .           .           .           .           .           .
1912     21           .           .           .           .           .           .
1912     22           .           .           .           .           .           .
1912     23           .           .           .           .           .           .
1912     24           .           .           .           .           .           .
1912     25           .           .           .           .           .           .
1912     26           .           .           .           .           .           .
1912     27           .           .           .           .           .           .
1912     28           .           .           .           .           .           .
1912     29           .           .           .           .           .           .
1912     30           .           .           .           .           .           .
1912     31           .           .           .           .           .           .
1912     32           .           .           .           .           .           .
1912     33           .           .           .           .           .           .
1912     34           .           .           .           .           .           .
1912     35           .           .           .           .           .           .
1912     36           .           .           .           .           .           .
1912     37           .           .           .           .           .           .
1912     38           .           .           .           .           .           .
1912     39           .           .           .           .           .           .
1912     40           .           .           .           .           .           .
1912     41           .           .           .           .           .           .
1912     42           .           .           .           .           .           .
1912     43           .           .           .           .           .           .
1912     44     0.00353     0.00018     0.00040     0.00066     0.00059     0.00170
1912     45     0.00160     0.00008     0.00020     0.00027     0.00027     0.00077
1912     46     0.00066     0.00003     0.00011     0.00009     0.00011     0.00033
1912     47     0.00033     0.00002     0.00004     0.00005     0.00005     0.00017
1912     48     0.00015     0.00001     0.00002     0.00003     0.00002     0.00007
1912     49     0.00007     0.00001     0.00001     0.00001     0.00001     0.00003
1912     50     0.00004     0.00000     0.00000     0.00001     0.00001     0.00001
1912     51     0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1912     52     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1912     53     0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1912     54     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1912     55+    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1913     12-          .           .           .           .           .           .
1913     13           .           .           .           .           .           .
1913     14           .           .           .           .           .           .
1913     15           .           .           .           .           .           .
1913     16           .           .           .           .           .           .
1913     17           .           .           .           .           .           .
1913     18           .           .           .           .           .           .
