East Germany, Period fertility rates by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 04/02/2019
Year    ARDY   Cohort        ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
1965     14     1951      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1965     15     1950      0.00083     0.00083     0.00000     0.00000     0.00000     0.00000
1965     16     1949      0.00564     0.00554     0.00010     0.00000     0.00000     0.00000
1965     17     1948      0.02703     0.02609     0.00092     0.00002     0.00000     0.00000
1965     18     1947      0.07329     0.06747     0.00554     0.00027     0.00000     0.00000
1965     19     1946      0.13496     0.11462     0.01905     0.00118     0.00009     0.00001
1965     20     1945      0.17950     0.13467     0.03892     0.00503     0.00083     0.00005
1965     21     1944      0.19268     0.12649     0.05390     0.01077     0.00139     0.00014
1965     22     1943      0.19149     0.10762     0.06289     0.01692     0.00353     0.00054
1965     23     1942      0.18197     0.08747     0.06438     0.02268     0.00587     0.00157
1965     24     1941      0.17447     0.07354     0.06370     0.02544     0.00869     0.00309
1965     25     1940      0.16541     0.05787     0.06235     0.02845     0.01115     0.00559
1965     26     1939      0.15275     0.04685     0.05654     0.02838     0.01304     0.00795
1965     27     1938      0.13847     0.03650     0.04984     0.02760     0.01357     0.01096
1965     28     1937      0.12503     0.02803     0.04308     0.02659     0.01346     0.01387
1965     29     1936      0.11144     0.02042     0.03623     0.02501     0.01450     0.01528
1965     30     1935      0.09868     0.01511     0.03037     0.02255     0.01397     0.01669
1965     31     1934      0.08949     0.01123     0.02482     0.02139     0.01354     0.01852
1965     32     1933      0.07869     0.00881     0.01909     0.01853     0.01249     0.01976
1965     33     1932      0.06830     0.00630     0.01568     0.01614     0.01101     0.01917
1965     34     1931      0.05937     0.00509     0.01236     0.01345     0.01028     0.01820
1965     35     1930      0.05082     0.00450     0.01058     0.01090     0.00845     0.01639
1965     36     1929      0.04197     0.00355     0.00783     0.00913     0.00749     0.01398
1965     37     1928      0.03535     0.00279     0.00618     0.00796     0.00580     0.01262
1965     38     1927      0.02927     0.00247     0.00462     0.00619     0.00520     0.01080
1965     39     1926      0.02350     0.00168     0.00348     0.00514     0.00454     0.00867
1965     40     1925      0.01871     0.00146     0.00253     0.00391     0.00348     0.00733
1965     41     1924      0.01356     0.00112     0.00209     0.00257     0.00239     0.00538
1965     42     1923      0.00916     0.00059     0.00131     0.00186     0.00142     0.00398
1965     43     1922      0.00612     0.00033     0.00077     0.00102     0.00105     0.00294
1965     44     1921      0.00342     0.00031     0.00036     0.00052     0.00059     0.00164
1965     45     1920      0.00192     0.00026     0.00023     0.00032     0.00026     0.00084
1965     46     1919      0.00068     0.00005     0.00009     0.00009     0.00009     0.00036
1965     47     1918      0.00034     0.00003     0.00005     0.00004     0.00004     0.00017
1965     48     1917      0.00017     0.00002     0.00003     0.00002     0.00002     0.00008
1965     49     1916      0.00009     0.00001     0.00002     0.00001     0.00001     0.00004
1965     50     1915      0.00005     0.00001     0.00001     0.00001     0.00001     0.00002
1965     51     1914      0.00002     0.00000     0.00001     0.00000     0.00000     0.00001
1965     52     1913      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1965     53     1912      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1965     54     1911      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1965     55+    1910-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1966     12-    1954+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1966     13     1953      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1966     14     1952      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1966     15     1951      0.00067     0.00067     0.00000     0.00000     0.00000     0.00000
1966     16     1950      0.00459     0.00450     0.00009     0.00000     0.00000     0.00000
1966     17     1949      0.02402     0.02310     0.00091     0.00001     0.00000     0.00000
1966     18     1948      0.06849     0.06275     0.00542     0.00031     0.00001     0.00000
1966     19     1947      0.13352     0.11303     0.01913     0.00126     0.00009     0.00001
1966     20     1946      0.18058     0.13643     0.03859     0.00500     0.00052     0.00003
1966     21     1945      0.19300     0.12412     0.05498     0.01228     0.00144     0.00017
1966     22     1944      0.19153     0.10503     0.06465     0.01782     0.00355     0.00048
1966     23     1943      0.18425     0.08687     0.06683     0.02323     0.00589     0.00142
1966     24     1942      0.17391     0.07252     0.06430     0.02560     0.00859     0.00290
1966     25     1941      0.16035     0.05673     0.06016     0.02804     0.01097     0.00445
1966     26     1940      0.15071     0.04692     0.05616     0.02894     0.01195     0.00673
1966     27     1939      0.13735     0.03572     0.05153     0.02826     0.01273     0.00911
1966     28     1938      0.12189     0.02641     0.04401     0.02639     0.01344     0.01164
1966     29     1937      0.10652     0.01991     0.03619     0.02471     0.01333     0.01239
1966     30     1936      0.09701     0.01522     0.03051     0.02306     0.01380     0.01443
1966     31     1935      0.08423     0.01129     0.02461     0.02070     0.01241     0.01522
1966     32     1934      0.07478     0.00790     0.02006     0.01893     0.01190     0.01600
1966     33     1933      0.06575     0.00604     0.01559     0.01617     0.01134     0.01661
1966     34     1932      0.05768     0.00493     0.01278     0.01420     0.00997     0.01580
1966     35     1931      0.04933     0.00406     0.01020     0.01175     0.00892     0.01441
1966     36     1930      0.04114     0.00308     0.00776     0.00931     0.00764     0.01335
1966     37     1929      0.03331     0.00285     0.00591     0.00753     0.00625     0.01076
1966     38     1928      0.02749     0.00210     0.00439     0.00658     0.00494     0.00947
1966     39     1927      0.02095     0.00148     0.00355     0.00465     0.00391     0.00735
1966     40     1926      0.01634     0.00129     0.00255     0.00318     0.00291     0.00641
1966     41     1925      0.01050     0.00111     0.00148     0.00207     0.00159     0.00424
1966     42     1924      0.00698     0.00051     0.00100     0.00138     0.00125     0.00284
1966     43     1923      0.00420     0.00031     0.00053     0.00089     0.00075     0.00171
1966     44     1922      0.00250     0.00024     0.00028     0.00043     0.00039     0.00117
1966     45     1921      0.00120     0.00008     0.00010     0.00022     0.00027     0.00053
1966     46     1920      0.00049     0.00002     0.00003     0.00008     0.00009     0.00027
1966     47     1919      0.00027     0.00002     0.00002     0.00004     0.00004     0.00015
1966     48     1918      0.00015     0.00001     0.00001     0.00002     0.00002     0.00008
1966     49     1917      0.00008     0.00001     0.00001     0.00001     0.00001     0.00004
1966     50     1916      0.00004     0.00001     0.00001     0.00001     0.00001     0.00002
1966     51     1915      0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1966     52     1914      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1966     53     1913      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1966     54     1912      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1966     55+    1911-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1967     12-    1955+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1967     13     1954      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1967     14     1953      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1967     15     1952      0.00072     0.00071     0.00001     0.00000     0.00000     0.00000
1967     16     1951      0.00380     0.00375     0.00006     0.00000     0.00000     0.00000
1967     17     1950      0.02159     0.02072     0.00084     0.00002     0.00000     0.00000
1967     18     1949      0.06473     0.05978     0.00477     0.00018     0.00001     0.00000
1967     19     1948      0.13009     0.11058     0.01809     0.00135     0.00006     0.00001
1967     20     1947      0.17807     0.13341     0.03857     0.00563     0.00047     0.00000
1967     21     1946      0.19853     0.12910     0.05646     0.01122     0.00150     0.00024
1967     22     1945      0.19452     0.10672     0.06569     0.01828     0.00338     0.00044
1967     23     1944      0.18206     0.08611     0.06595     0.02255     0.00633     0.00111
1967     24     1943      0.17090     0.07135     0.06361     0.02555     0.00787     0.00250
1967     25     1942      0.15588     0.05761     0.05808     0.02685     0.00973     0.00361
1967     26     1941      0.14238     0.04492     0.05395     0.02665     0.01086     0.00600
1967     27     1940      0.12864     0.03375     0.04810     0.02698     0.01234     0.00747
1967     28     1939      0.11522     0.02594     0.04271     0.02481     0.01227     0.00949
1967     29     1938      0.10291     0.01912     0.03681     0.02441     0.01188     0.01068
1967     30     1937      0.09119     0.01445     0.03037     0.02212     0.01237     0.01188
1967     31     1936      0.07955     0.01088     0.02466     0.01978     0.01159     0.01264
1967     32     1935      0.06869     0.00794     0.01922     0.01731     0.01088     0.01334
1967     33     1934      0.06052     0.00600     0.01537     0.01561     0.01024     0.01329
1967     34     1933      0.05315     0.00452     0.01294     0.01262     0.00963     0.01344
1967     35     1932      0.04615     0.00391     0.00967     0.01075     0.00900     0.01283
1967     36     1931      0.03674     0.00305     0.00667     0.00892     0.00676     0.01133
1967     37     1930      0.03151     0.00253     0.00546     0.00768     0.00593     0.00990
1967     38     1929      0.02552     0.00204     0.00441     0.00579     0.00468     0.00860
1967     39     1928      0.01956     0.00171     0.00331     0.00449     0.00359     0.00646
1967     40     1927      0.01332     0.00115     0.00208     0.00298     0.00225     0.00486
1967     41     1926      0.00952     0.00077     0.00136     0.00187     0.00180     0.00372
1967     42     1925      0.00579     0.00068     0.00077     0.00113     0.00095     0.00227
1967     43     1924      0.00380     0.00025     0.00053     0.00073     0.00065     0.00164
1967     44     1923      0.00209     0.00017     0.00033     0.00032     0.00032     0.00093
1967     45     1922      0.00118     0.00008     0.00016     0.00016     0.00020     0.00058
1967     46     1921      0.00042     0.00003     0.00004     0.00006     0.00005     0.00023
1967     47     1920      0.00023     0.00002     0.00003     0.00004     0.00003     0.00012
1967     48     1919      0.00012     0.00001     0.00002     0.00002     0.00001     0.00006
1967     49     1918      0.00007     0.00001     0.00001     0.00001     0.00001     0.00003
1967     50     1917      0.00004     0.00001     0.00001     0.00001     0.00000     0.00001
1967     51     1916      0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1967     52     1915      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1967     53     1914      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1967     54     1913      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1967     55+    1912-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1968     12-    1956+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1968     13     1955      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1968     14     1954      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1968     15     1953      0.00065     0.00063     0.00001     0.00001     0.00000     0.00000
1968     16     1952      0.00366     0.00361     0.00005     0.00000     0.00000     0.00000
1968     17     1951      0.02002     0.01942     0.00059     0.00001     0.00000     0.00000
1968     18     1950      0.06119     0.05681     0.00422     0.00016     0.00001     0.00000
1968     19     1949      0.12434     0.10620     0.01690     0.00117     0.00006     0.00001
1968     20     1948      0.17930     0.13585     0.03823     0.00483     0.00039     0.00000
1968     21     1947      0.20340     0.13180     0.05821     0.01165     0.00164     0.00010
1968     22     1946      0.20150     0.11015     0.06860     0.01869     0.00356     0.00049
1968     23     1945      0.18418     0.08566     0.06786     0.02318     0.00639     0.00110
1968     24     1944      0.16999     0.06850     0.06554     0.02590     0.00792     0.00213
1968     25     1943      0.15296     0.05427     0.05956     0.02654     0.00932     0.00325
1968     26     1942      0.13708     0.04386     0.05152     0.02629     0.01037     0.00504
1968     27     1941      0.12531     0.03486     0.04677     0.02574     0.01130     0.00664
1968     28     1940      0.10980     0.02468     0.04075     0.02403     0.01221     0.00813
1968     29     1939      0.09778     0.01847     0.03557     0.02263     0.01206     0.00904
1968     30     1938      0.08577     0.01429     0.02946     0.02111     0.01123     0.00967
1968     31     1937      0.07594     0.01068     0.02421     0.01933     0.01101     0.01071
1968     32     1936      0.06733     0.00855     0.01969     0.01712     0.01033     0.01163
1968     33     1935      0.05764     0.00656     0.01536     0.01456     0.00973     0.01144
1968     34     1934      0.05095     0.00449     0.01178     0.01331     0.00925     0.01213
1968     35     1933      0.04471     0.00395     0.00923     0.01119     0.00808     0.01226
1968     36     1932      0.03788     0.00326     0.00756     0.00937     0.00706     0.01064
1968     37     1931      0.03008     0.00232     0.00546     0.00704     0.00618     0.00906
1968     38     1930      0.02418     0.00186     0.00414     0.00546     0.00464     0.00808
1968     39     1929      0.01955     0.00156     0.00339     0.00421     0.00408     0.00630
1968     40     1928      0.01257     0.00115     0.00203     0.00269     0.00215     0.00454
1968     41     1927      0.00771     0.00072     0.00101     0.00132     0.00133     0.00333
1968     42     1926      0.00514     0.00038     0.00065     0.00093     0.00078     0.00239
1968     43     1925      0.00323     0.00021     0.00043     0.00064     0.00051     0.00143
1968     44     1924      0.00186     0.00020     0.00021     0.00028     0.00026     0.00091
1968     45     1923      0.00106     0.00011     0.00011     0.00016     0.00015     0.00052
1968     46     1922      0.00028     0.00002     0.00003     0.00004     0.00004     0.00015
1968     47     1921      0.00015     0.00001     0.00002     0.00002     0.00002     0.00007
1968     48     1920      0.00008     0.00001     0.00001     0.00001     0.00001     0.00003
1968     49     1919      0.00004     0.00001     0.00001     0.00001     0.00001     0.00002
1968     50     1918      0.00002     0.00000     0.00000     0.00000     0.00000     0.00001
1968     51     1917      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1968     52     1916      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1968     53     1915      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1968     54     1914      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1968     55+    1913-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1969     12-    1957+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1969     13     1956      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1969     14     1955      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1969     15     1954      0.00067     0.00065     0.00002     0.00000     0.00000     0.00000
1969     16     1953      0.00356     0.00354     0.00002     0.00000     0.00000     0.00000
1969     17     1952      0.02020     0.01968     0.00052     0.00001     0.00000     0.00000
1969     18     1951      0.06062     0.05647     0.00399     0.00016     0.00000     0.00000
1969     19     1950      0.12575     0.10876     0.01583     0.00109     0.00007     0.00000
1969     20     1949      0.17914     0.13972     0.03496     0.00420     0.00026     0.00001
1969     21     1948      0.20200     0.13515     0.05609     0.00962     0.00106     0.00009
1969     22     1947      0.19946     0.11246     0.06667     0.01722     0.00281     0.00030
1969     23     1946      0.18475     0.08660     0.06855     0.02376     0.00484     0.00100
1969     24     1945      0.16385     0.06687     0.06239     0.02485     0.00768     0.00206
1969     25     1944      0.15060     0.05394     0.05887     0.02683     0.00802     0.00295
1969     26     1943      0.13578     0.04381     0.05401     0.02465     0.00939     0.00392
1969     27     1942      0.11801     0.03211     0.04707     0.02394     0.00983     0.00506
1969     28     1941      0.10607     0.02462     0.04168     0.02306     0.01047     0.00624
1969     29     1940      0.09241     0.01746     0.03522     0.02206     0.01028     0.00739
1969     30     1939      0.08239     0.01360     0.02939     0.02081     0.01033     0.00825
1969     31     1938      0.07195     0.01045     0.02438     0.01805     0.01002     0.00905
1969     32     1937      0.06244     0.00800     0.01888     0.01652     0.00965     0.00938
1969     33     1936      0.05445     0.00589     0.01493     0.01476     0.00893     0.00995
1969     34     1935      0.04664     0.00489     0.01232     0.01194     0.00791     0.00959
1969     35     1934      0.04161     0.00363     0.00956     0.01099     0.00810     0.00933
1969     36     1933      0.03548     0.00281     0.00689     0.00896     0.00663     0.01019
1969     37     1932      0.02921     0.00228     0.00536     0.00683     0.00601     0.00873
1969     38     1931      0.02359     0.00203     0.00425     0.00570     0.00433     0.00728
1969     39     1930      0.01742     0.00137     0.00292     0.00379     0.00315     0.00620
1969     40     1929      0.01140     0.00088     0.00156     0.00253     0.00194     0.00449
1969     41     1928      0.00679     0.00070     0.00095     0.00128     0.00113     0.00273
1969     42     1927      0.00465     0.00047     0.00063     0.00083     0.00082     0.00190
1969     43     1926      0.00261     0.00024     0.00031     0.00039     0.00041     0.00126
1969     44     1925      0.00145     0.00014     0.00018     0.00026     0.00017     0.00071
1969     45     1924      0.00096     0.00009     0.00013     0.00016     0.00011     0.00047
1969     46     1923      0.00031     0.00002     0.00003     0.00005     0.00003     0.00017
1969     47     1922      0.00017     0.00001     0.00002     0.00003     0.00002     0.00009
1969     48     1921      0.00009     0.00001     0.00001     0.00002     0.00001     0.00004
1969     49     1920      0.00005     0.00001     0.00001     0.00001     0.00001     0.00002
1969     50     1919      0.00003     0.00000     0.00001     0.00001     0.00000     0.00001
1969     51     1918      0.00002     0.00000     0.00000     0.00000     0.00000     0.00000
1969     52     1917      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1969     53     1916      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1969     54     1915      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1969     55+    1914-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1970     12-    1958+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1970     13     1957      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1970     14     1956      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1970     15     1955      0.00057     0.00057     0.00000     0.00000     0.00000     0.00000
1970     16     1954      0.00354     0.00351     0.00003     0.00000     0.00000     0.00000
1970     17     1953      0.02025     0.01964     0.00060     0.00002     0.00000     0.00000
1970     18     1952      0.06143     0.05806     0.00324     0.00013     0.00000     0.00000
1970     19     1951      0.12889     0.11307     0.01491     0.00086     0.00005     0.00000
1970     20     1950      0.18007     0.14288     0.03331     0.00355     0.00030     0.00003
1970     21     1949      0.20020     0.13780     0.05284     0.00858     0.00091     0.00007
1970     22     1948      0.19960     0.11587     0.06642     0.01475     0.00225     0.00030
1970     23     1947      0.18063     0.08829     0.06684     0.02020     0.00430     0.00101
1970     24     1946      0.16660     0.06996     0.06519     0.02341     0.00624     0.00179
1970     25     1945      0.14586     0.05353     0.05913     0.02373     0.00696     0.00252
1970     26     1944      0.12906     0.04187     0.05305     0.02318     0.00745     0.00350
1970     27     1943      0.11437     0.03270     0.04671     0.02257     0.00839     0.00401
1970     28     1942      0.09935     0.02426     0.04048     0.02096     0.00877     0.00488
1970     29     1941      0.08904     0.01846     0.03506     0.02059     0.00887     0.00606
1970     30     1940      0.07836     0.01330     0.02979     0.01952     0.00906     0.00668
1970     31     1939      0.06932     0.01027     0.02440     0.01805     0.00901     0.00759
1970     32     1938      0.06019     0.00800     0.01895     0.01646     0.00860     0.00818
1970     33     1937      0.05203     0.00637     0.01540     0.01392     0.00826     0.00808
1970     34     1936      0.04583     0.00462     0.01239     0.01263     0.00787     0.00831
1970     35     1935      0.03908     0.00376     0.00948     0.01055     0.00688     0.00841
1970     36     1934      0.03284     0.00287     0.00710     0.00831     0.00624     0.00831
1970     37     1933      0.02865     0.00237     0.00567     0.00684     0.00564     0.00812
1970     38     1932      0.02246     0.00178     0.00403     0.00544     0.00426     0.00695
1970     39     1931      0.01697     0.00137     0.00270     0.00412     0.00329     0.00550
1970     40     1930      0.01065     0.00075     0.00172     0.00209     0.00186     0.00424
1970     41     1929      0.00680     0.00067     0.00107     0.00124     0.00112     0.00270
1970     42     1928      0.00404     0.00036     0.00053     0.00066     0.00061     0.00188
1970     43     1927      0.00261     0.00024     0.00020     0.00046     0.00039     0.00132
1970     44     1926      0.00156     0.00017     0.00018     0.00026     0.00025     0.00070
1970     45     1925      0.00098     0.00011     0.00011     0.00017     0.00016     0.00043
1970     46     1924      0.00031     0.00003     0.00003     0.00005     0.00005     0.00015
1970     47     1923      0.00017     0.00002     0.00002     0.00003     0.00003     0.00008
1970     48     1922      0.00009     0.00001     0.00001     0.00002     0.00001     0.00004
1970     49     1921      0.00005     0.00001     0.00001     0.00001     0.00001     0.00002
1970     50     1920      0.00003     0.00001     0.00000     0.00001     0.00000     0.00001
1970     51     1919      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1970     52     1918      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1970     53     1917      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1970     54     1916      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1970     55+    1915-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1971     12-    1959+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1971     13     1958      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1971     14     1957      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1971     15     1956      0.00076     0.00076     0.00001     0.00000     0.00000     0.00000
1971     16     1955      0.00379     0.00375     0.00004     0.00000     0.00000     0.00000
1971     17     1954      0.02099     0.02030     0.00068     0.00001     0.00000     0.00000
1971     18     1953      0.06478     0.06095     0.00365     0.00016     0.00001     0.00000
1971     19     1952      0.13092     0.11558     0.01465     0.00066     0.00002     0.00001
1971     20     1951      0.17916     0.14345     0.03244     0.00308     0.00020     0.00000
1971     21     1950      0.19783     0.13882     0.05048     0.00762     0.00081     0.00011
1971     22     1949      0.19241     0.11431     0.06247     0.01346     0.00195     0.00022
1971     23     1948      0.17689     0.08706     0.06697     0.01854     0.00374     0.00057
1971     24     1947      0.15930     0.06743     0.06362     0.02105     0.00561     0.00160
1971     25     1946      0.14150     0.05199     0.05695     0.02346     0.00658     0.00252
1971     26     1945      0.12454     0.04037     0.05160     0.02203     0.00748     0.00306
1971     27     1944      0.10930     0.03116     0.04647     0.02063     0.00728     0.00376
1971     28     1943      0.09482     0.02212     0.04031     0.01971     0.00783     0.00487
1971     29     1942      0.08343     0.01753     0.03444     0.01844     0.00798     0.00504
1971     30     1941      0.07470     0.01393     0.02927     0.01806     0.00786     0.00559
1971     31     1940      0.06541     0.00950     0.02432     0.01700     0.00811     0.00647
1971     32     1939      0.05634     0.00756     0.01924     0.01542     0.00765     0.00648
1971     33     1938      0.05028     0.00592     0.01575     0.01373     0.00761     0.00726
1971     34     1937      0.04313     0.00450     0.01205     0.01241     0.00681     0.00737
1971     35     1936      0.03677     0.00352     0.00875     0.01046     0.00660     0.00744
1971     36     1935      0.03158     0.00290     0.00745     0.00857     0.00552     0.00713
1971     37     1934      0.02683     0.00221     0.00560     0.00653     0.00520     0.00729
1971     38     1933      0.02237     0.00166     0.00427     0.00525     0.00427     0.00691
1971     39     1932      0.01698     0.00116     0.00272     0.00413     0.00310     0.00586
1971     40     1931      0.01096     0.00103     0.00163     0.00245     0.00196     0.00390
1971     41     1930      0.00651     0.00054     0.00091     0.00110     0.00117     0.00279
1971     42     1929      0.00438     0.00043     0.00059     0.00079     0.00054     0.00203
1971     43     1928      0.00282     0.00023     0.00043     0.00051     0.00040     0.00124
1971     44     1927      0.00143     0.00016     0.00014     0.00020     0.00023     0.00070
1971     45     1926      0.00078     0.00008     0.00007     0.00012     0.00014     0.00038
1971     46     1925      0.00030     0.00002     0.00002     0.00004     0.00005     0.00016
1971     47     1924      0.00017     0.00002     0.00001     0.00002     0.00003     0.00009
1971     48     1923      0.00009     0.00001     0.00001     0.00001     0.00002     0.00004
1971     49     1922      0.00005     0.00001     0.00001     0.00001     0.00001     0.00002
1971     50     1921      0.00003     0.00001     0.00000     0.00000     0.00000     0.00001
1971     51     1920      0.00002     0.00000     0.00000     0.00000     0.00000     0.00000
1971     52     1919      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1971     53     1918      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1971     54     1917      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1971     55+    1916-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1972     12-    1960+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1972     13     1959      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1972     14     1958      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1972     15     1957      0.00059     0.00059     0.00000     0.00000     0.00000     0.00000
1972     16     1956      0.00352     0.00352     0.00000     0.00000     0.00000     0.00000
1972     17     1955      0.01846     0.01806     0.00040     0.00000     0.00000     0.00000
1972     18     1954      0.05809     0.05564     0.00232     0.00012     0.00000     0.00000
1972     19     1953      0.11652     0.10538     0.01068     0.00046     0.00000     0.00000
1972     20     1952      0.16127     0.13501     0.02429     0.00187     0.00010     0.00000
1972     21     1951      0.17059     0.12671     0.03899     0.00443     0.00045     0.00000
1972     22     1950      0.16528     0.10700     0.04875     0.00829     0.00111     0.00013
1972     23     1949      0.15268     0.08481     0.05395     0.01155     0.00197     0.00041
1972     24     1948      0.13837     0.06541     0.05402     0.01471     0.00332     0.00092
1972     25     1947      0.12033     0.04894     0.05042     0.01527     0.00406     0.00164
1972     26     1946      0.10370     0.03622     0.04423     0.01587     0.00496     0.00242
1972     27     1945      0.08952     0.02780     0.03907     0.01462     0.00556     0.00247
1972     28     1944      0.07587     0.02009     0.03409     0.01385     0.00505     0.00279
1972     29     1943      0.06852     0.01603     0.03091     0.01349     0.00490     0.00319
1972     30     1942      0.05731     0.01205     0.02462     0.01253     0.00459     0.00352
1972     31     1941      0.04959     0.00908     0.02034     0.01168     0.00467     0.00382
1972     32     1940      0.04284     0.00674     0.01655     0.01015     0.00484     0.00456
1972     33     1939      0.03706     0.00541     0.01309     0.00913     0.00449     0.00494
1972     34     1938      0.03259     0.00415     0.01016     0.00855     0.00461     0.00513
1972     35     1937      0.02828     0.00351     0.00842     0.00712     0.00431     0.00493
1972     36     1936      0.02377     0.00278     0.00617     0.00584     0.00416     0.00482
1972     37     1935      0.01970     0.00221     0.00424     0.00493     0.00336     0.00496
1972     38     1934      0.01547     0.00153     0.00287     0.00361     0.00289     0.00456
1972     39     1933      0.01299     0.00112     0.00264     0.00282     0.00224     0.00416
1972     40     1932      0.00884     0.00090     0.00131     0.00173     0.00152     0.00340
1972     41     1931      0.00600     0.00049     0.00082     0.00121     0.00073     0.00276
1972     42     1930      0.00396     0.00037     0.00048     0.00070     0.00059     0.00182
1972     43     1929      0.00226     0.00020     0.00033     0.00040     0.00028     0.00105
1972     44     1928      0.00128     0.00011     0.00007     0.00019     0.00023     0.00067
1972     45     1927      0.00066     0.00009     0.00006     0.00012     0.00008     0.00032
1972     46     1926      0.00028     0.00003     0.00003     0.00003     0.00005     0.00014
1972     47     1925      0.00016     0.00002     0.00002     0.00002     0.00003     0.00007
1972     48     1924      0.00009     0.00001     0.00001     0.00001     0.00002     0.00003
1972     49     1923      0.00005     0.00001     0.00001     0.00001     0.00001     0.00002
1972     50     1922      0.00003     0.00001     0.00001     0.00000     0.00000     0.00001
1972     51     1921      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1972     52     1920      0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
1972     53     1919      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1972     54     1918      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1972     55+    1917-     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1973     12-    1961+     0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1973     13     1960      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1973     14     1959      0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
1973     15     1958      0.00040     0.00039     0.00001     0.00000     0.00000     0.00000
1973     16     1957      0.00330     0.00325     0.00006     0.00000     0.00000     0.00000
1973     17     1956      0.01603     0.01577     0.00026     0.00000     0.00000     0.00000
1973     18     1955      0.05305     0.05106     0.00191     0.00008     0.00000     0.00000
1973     19     1954      0.10973     0.10120     0.00819     0.00033     0.00001     0.00000
1973     20     1953      0.14742     0.12774     0.01833     0.00122     0.00011     0.00002
1973     21     1952      0.15926     0.12354     0.03239     0.00305     0.00026     0.00002
1973     22     1951      0.15382     0.10711     0.04077     0.00514     0.00071     0.00009
1973     23     1950      0.14048     0.08526     0.04614     0.00736     0.00139     0.00032
1973     24     1949      0.12777     0.06827     0.04810     0.00889     0.00190     0.00062
1973     25     1948      0.11227     0.05034     0.04816     0.01011     0.00258     0.00108
