West Germany, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 04/02/2019
Year    ARDY   Cohort        ASFR
1962     51     1911      0.00001
1962     52     1910      0.00001
1962     53     1909      0.00000
1962     54     1908      0.00000
1962     55+    1907-     0.00000
1963     12-    1951+     0.00000
1963     13     1950      0.00002
1963     14     1949      0.00018
1963     15     1948      0.00090
1963     16     1947      0.00521
1963     17     1946      0.02030
1963     18     1945      0.04660
1963     19     1944      0.07402
1963     20     1943      0.09943
1963     21     1942      0.12266
1963     22     1941      0.14653
1963     23     1940      0.16328
1963     24     1939      0.17279
1963     25     1938      0.17682
1963     26     1937      0.17433
1963     27     1936      0.16650
1963     28     1935      0.15508
1963     29     1934      0.14385
1963     30     1933      0.13176
1963     31     1932      0.11739
1963     32     1931      0.10379
1963     33     1930      0.08945
1963     34     1929      0.07848
1963     35     1928      0.06750
1963     36     1927      0.05843
1963     37     1926      0.04928
1963     38     1925      0.04068
1963     39     1924      0.03338
1963     40     1923      0.02653
1963     41     1922      0.02004
1963     42     1921      0.01360
1963     43     1920      0.00855
1963     44     1919      0.00565
1963     45     1918      0.00304
1963     46     1917      0.00135
1963     47     1916      0.00062
1963     48     1915      0.00023
1963     49     1914      0.00008
1963     50     1913      0.00001
1963     51     1912      0.00001
1963     52     1911      0.00000
1963     53     1910      0.00000
1963     54     1909      0.00000
1963     55+    1908-     0.00000
1964     12-    1952+     0.00000
1964     13     1951      0.00005
1964     14     1950      0.00018
1964     15     1949      0.00089
1964     16     1948      0.00518
1964     17     1947      0.02103
1964     18     1946      0.04981
1964     19     1945      0.08261
1964     20     1944      0.10615
1964     21     1943      0.12612
1964     22     1942      0.14746
1964     23     1941      0.16326
1964     24     1940      0.17367
1964     25     1939      0.17682
1964     26     1938      0.17497
1964     27     1937      0.16768
1964     28     1936      0.15545
1964     29     1935      0.14359
1964     30     1934      0.13133
1964     31     1933      0.11820
1964     32     1932      0.10480
1964     33     1931      0.09218
1964     34     1930      0.07887
1964     35     1929      0.06821
1964     36     1928      0.05833
1964     37     1927      0.04959
1964     38     1926      0.04115
1964     39     1925      0.03241
1964     40     1924      0.02622
1964     41     1923      0.01982
1964     42     1922      0.01397
1964     43     1921      0.00927
1964     44     1920      0.00523
1964     45     1919      0.00307
1964     46     1918      0.00143
1964     47     1917      0.00065
1964     48     1916      0.00019
1964     49     1915      0.00010
1964     50     1914      0.00001
1964     51     1913      0.00001
1964     52     1912      0.00000
1964     53     1911      0.00000
1964     54     1910      0.00000
1964     55+    1909-     0.00000
1965     12-    1953+     0.00000
1965     13     1952      0.00004
1965     14     1951      0.00016
1965     15     1950      0.00087
1965     16     1949      0.00535
1965     17     1948      0.02084
1965     18     1947      0.05093
1965     19     1946      0.08627
1965     20     1945      0.11312
1965     21     1944      0.13152
1965     22     1943      0.14859
1965     23     1942      0.15831
1965     24     1941      0.16739
1965     25     1940      0.17171
1965     26     1939      0.17078
1965     27     1938      0.16327
1965     28     1937      0.15302
1965     29     1936      0.13889
1965     30     1935      0.12758
1965     31     1934      0.11370
1965     32     1933      0.10176
1965     33     1932      0.08931
1965     34     1931      0.07715
1965     35     1930      0.06563
1965     36     1929      0.05683
1965     37     1928      0.04729
1965     38     1927      0.03946
1965     39     1926      0.03178
1965     40     1925      0.02502
1965     41     1924      0.01925
1965     42     1923      0.01327
1965     43     1922      0.00874
1965     44     1921      0.00519
1965     45     1920      0.00285
1965     46     1919      0.00148
1965     47     1918      0.00054
1965     48     1917      0.00023
1965     49     1916      0.00008
1965     50     1915      0.00001
1965     51     1914      0.00001
1965     52     1913      0.00000
1965     53     1912      0.00000
1965     54     1911      0.00000
1965     55+    1910-     0.00000
1966     12-    1954+     0.00000
1966     13     1953      0.00002
1966     14     1952      0.00013
1966     15     1951      0.00091
1966     16     1950      0.00552
1966     17     1949      0.02231
1966     18     1948      0.05253
1966     19     1947      0.09103
1966     20     1946      0.12428
1966     21     1945      0.14103
1966     22     1944      0.15525
1966     23     1943      0.16254
1966     24     1942      0.16783
1966     25     1941      0.17095
1966     26     1940      0.16905
1966     27     1939      0.16301
1966     28     1938      0.15293
1966     29     1937      0.14001
1966     30     1936      0.12622
1966     31     1935      0.11264
1966     32     1934      0.09986
1966     33     1933      0.08914
1966     34     1932      0.07667
1966     35     1931      0.06534
1966     36     1930      0.05639
1966     37     1929      0.04687
1966     38     1928      0.03871
1966     39     1927      0.03104
1966     40     1926      0.02386
1966     41     1925      0.01781
1966     42     1924      0.01307
1966     43     1923      0.00852
1966     44     1922      0.00520
1966     45     1921      0.00287
1966     46     1920      0.00127
1966     47     1919      0.00058
1966     48     1918      0.00022
1966     49     1917      0.00007
1966     50     1916      0.00001
1966     51     1915      0.00001
1966     52     1914      0.00000
1966     53     1913      0.00000
1966     54     1912      0.00000
1966     55+    1911-     0.00000
1967     12-    1955+     0.00000
1967     13     1954      0.00003
1967     14     1953      0.00014
1967     15     1952      0.00087
1967     16     1951      0.00534
1967     17     1950      0.02176
1967     18     1949      0.05345
1967     19     1948      0.09186
1967     20     1947      0.12530
1967     21     1946      0.14899
1967     22     1945      0.15977
1967     23     1944      0.16303
1967     24     1943      0.16428
1967     25     1942      0.16412
1967     26     1941      0.16217
1967     27     1940      0.15601
1967     28     1939      0.14752
1967     29     1938      0.13575
1967     30     1937      0.12266
1967     31     1936      0.10874
1967     32     1935      0.09555
1967     33     1934      0.08499
1967     34     1933      0.07517
1967     35     1932      0.06441
1967     36     1931      0.05531
1967     37     1930      0.04501
1967     38     1929      0.03741
1967     39     1928      0.02980
1967     40     1927      0.02338
1967     41     1926      0.01716
1967     42     1925      0.01158
1967     43     1924      0.00813
1967     44     1923      0.00496
1967     45     1922      0.00288
1967     46     1921      0.00125
1967     47     1920      0.00055
1967     48     1919      0.00021
1967     49     1918      0.00007
1967     50     1917      0.00001
1967     51     1916      0.00000
1967     52     1915      0.00000
1967     53     1914      0.00000
1967     54     1913      0.00000
1967     55+    1912-     0.00000
1968     12-    1956+     0.00000
1968     13     1955      0.00003
1968     14     1954      0.00019
1968     15     1953      0.00095
1968     16     1952      0.00547
1968     17     1951      0.02284
1968     18     1950      0.05396
1968     19     1949      0.09187
1968     20     1948      0.12328
1968     21     1947      0.14566
1968     22     1946      0.15834
1968     23     1945      0.15629
1968     24     1944      0.15495
1968     25     1943      0.15362
1968     26     1942      0.15184
1968     27     1941      0.14621
1968     28     1940      0.13835
1968     29     1939      0.12895
1968     30     1938      0.11632
1968     31     1937      0.10354
1968     32     1936      0.09103
1968     33     1935      0.07894
1968     34     1934      0.07085
1968     35     1933      0.06243
1968     36     1932      0.05354
1968     37     1931      0.04456
1968     38     1930      0.03623
1968     39     1929      0.02927
1968     40     1928      0.02274
1968     41     1927      0.01692
1968     42     1926      0.01173
1968     43     1925      0.00765
1968     44     1924      0.00480
1968     45     1923      0.00267
1968     46     1922      0.00125
1968     47     1921      0.00054
1968     48     1920      0.00020
1968     49     1919      0.00007
1968     50     1918      0.00002
1968     51     1917      0.00001
1968     52     1916      0.00001
1968     53     1915      0.00000
1968     54     1914      0.00000
1968     55+    1913-     0.00000
1969     12-    1957+     0.00000
1969     13     1956      0.00005
1969     14     1955      0.00016
1969     15     1954      0.00098
1969     16     1953      0.00589
1969     17     1952      0.02447
1969     18     1951      0.05681
1969     19     1950      0.09049
1969     20     1949      0.11794
1969     21     1948      0.13377
1969     22     1947      0.14292
1969     23     1946      0.14502
1969     24     1945      0.13862
1969     25     1944      0.13919
1969     26     1943      0.13713
1969     27     1942      0.13116
1969     28     1941      0.12496
1969     29     1940      0.11687
1969     30     1939      0.10780
1969     31     1938      0.09645
1969     32     1937      0.08552
1969     33     1936      0.07507
1969     34     1935      0.06529
1969     35     1934      0.05793
1969     36     1933      0.05045
1969     37     1932      0.04226
1969     38     1931      0.03519
1969     39     1930      0.02763
1969     40     1929      0.02101
1969     41     1928      0.01605
1969     42     1927      0.01118
1969     43     1926      0.00727
1969     44     1925      0.00437
1969     45     1924      0.00243
1969     46     1923      0.00116
1969     47     1922      0.00050
1969     48     1921      0.00019
1969     49     1920      0.00008
1969     50     1919      0.00002
1969     51     1918      0.00001
1969     52     1917      0.00001
1969     53     1916      0.00000
1969     54     1915      0.00000
1969     55+    1914-     0.00000
1970     12-    1958+     0.00000
1970     13     1957      0.00004
1970     14     1956      0.00021
1970     15     1955      0.00119
1970     16     1954      0.00679
1970     17     1953      0.02604
1970     18     1952      0.05600
1970     19     1951      0.08860
1970     20     1950      0.10784
1970     21     1949      0.12045
1970     22     1948      0.12758
1970     23     1947      0.12994
1970     24     1946      0.12812
1970     25     1945      0.12268
1970     26     1944      0.12059
1970     27     1943      0.11621
1970     28     1942      0.10975
1970     29     1941      0.10260
1970     30     1940      0.09381
1970     31     1939      0.08505
1970     32     1938      0.07488
1970     33     1937      0.06548
1970     34     1936      0.05745
1970     35     1935      0.05044
1970     36     1934      0.04435
1970     37     1933      0.03888
1970     38     1932      0.03238
1970     39     1931      0.02541
1970     40     1930      0.01963
1970     41     1929      0.01480
1970     42     1928      0.01044
1970     43     1927      0.00673
1970     44     1926      0.00388
1970     45     1925      0.00213
1970     46     1924      0.00115
1970     47     1923      0.00051
1970     48     1922      0.00021
1970     49     1921      0.00007
1970     50     1920      0.00002
1970     51     1919      0.00001
1970     52     1918      0.00001
1970     53     1917      0.00000
1970     54     1916      0.00000
1970     55+    1915-     0.00000
1971     12-    1959+     0.00000
1971     13     1958      0.00004
1971     14     1957      0.00024
1971     15     1956      0.00135
1971     16     1955      0.00778
1971     17     1954      0.02796
1971     18     1953      0.05765
1971     19     1952      0.08452
1971     20     1951      0.10262
1971     21     1950      0.11548
1971     22     1949      0.12516
1971     23     1948      0.12703
1971     24     1947      0.12705
1971     25     1946      0.12609
1971     26     1945      0.11888
1971     27     1944      0.11221
1971     28     1943      0.10628
1971     29     1942      0.09717
1971     30     1941      0.08847
1971     31     1940      0.07820
1971     32     1939      0.06913
1971     33     1938      0.06130
1971     34     1937      0.05331
1971     35     1936      0.04636
1971     36     1935      0.04036
1971     37     1934      0.03496
1971     38     1933      0.02994
1971     39     1932      0.02455
1971     40     1931      0.01879
1971     41     1930      0.01431
1971     42     1929      0.00992
1971     43     1928      0.00668
1971     44     1927      0.00382
1971     45     1926      0.00206
1971     46     1925      0.00100
1971     47     1924      0.00043
1971     48     1923      0.00018
1971     49     1922      0.00007
1971     50     1921      0.00002
1971     51     1920      0.00001
1971     52     1919      0.00001
1971     53     1918      0.00000
1971     54     1917      0.00000
1971     55+    1916-     0.00000
1972     12-    1960+     0.00000
1972     13     1959      0.00003
1972     14     1958      0.00024
1972     15     1957      0.00147
1972     16     1956      0.00775
1972     17     1955      0.02691
1972     18     1954      0.05094
1972     19     1953      0.07325
1972     20     1952      0.08874
1972     21     1951      0.09973
1972     22     1950      0.11015
1972     23     1949      0.11550
1972     24     1948      0.11662
1972     25     1947      0.11496
1972     26     1946      0.11025
1972     27     1945      0.10282
1972     28     1944      0.09596
1972     29     1943      0.08895
1972     30     1942      0.07927
1972     31     1941      0.06978
1972     32     1940      0.06116
1972     33     1939      0.05420
1972     34     1938      0.04668
1972     35     1937      0.04029
1972     36     1936      0.03463
1972     37     1935      0.02989
1972     38     1934      0.02509
1972     39     1933      0.02174
1972     40     1932      0.01701
1972     41     1931      0.01264
1972     42     1930      0.00854
1972     43     1929      0.00580
1972     44     1928      0.00324
1972     45     1927      0.00186
1972     46     1926      0.00091
1972     47     1925      0.00043
1972     48     1924      0.00016
1972     49     1923      0.00009
1972     50     1922      0.00002
1972     51     1921      0.00001
1972     52     1920      0.00001
1972     53     1919      0.00000
1972     54     1918      0.00000
1972     55+    1917-     0.00000
1973     12-    1961+     0.00000
1973     13     1960      0.00004
1973     14     1959      0.00024
1973     15     1958      0.00148
1973     16     1957      0.00715
1973     17     1956      0.02283
1973     18     1955      0.04373
1973     19     1954      0.06169
1973     20     1953      0.07572
1973     21     1952      0.08712
1973     22     1951      0.09650
1973     23     1950      0.10586
1973     24     1949      0.10724
1973     25     1948      0.10764
1973     26     1947      0.10388
1973     27     1946      0.09773
1973     28     1945      0.08844
1973     29     1944      0.08040
1973     30     1943      0.07290
1973     31     1942      0.06360
1973     32     1941      0.05462
1973     33     1940      0.04677
1973     34     1939      0.04122
1973     35     1938      0.03575
1973     36     1937      0.03055
1973     37     1936      0.02604
1973     38     1935      0.02125
1973     39     1934      0.01841
1973     40     1933      0.01486
1973     41     1932      0.01115
1973     42     1931      0.00769
1973     43     1930      0.00512
1973     44     1929      0.00304
1973     45     1928      0.00157
1973     46     1927      0.00076
1973     47     1926      0.00037
1973     48     1925      0.00013
1973     49     1924      0.00007
1973     50     1923      0.00002
1973     51     1922      0.00001
1973     52     1921      0.00001
1973     53     1920      0.00000
1973     54     1919      0.00000
1973     55+    1918-     0.00000
1974     12-    1962+     0.00000
1974     13     1961      0.00001
1974     14     1960      0.00017
1974     15     1959      0.00120
1974     16     1958      0.00646
1974     17     1957      0.02082
1974     18     1956      0.03982
1974     19     1955      0.05857
1974     20     1954      0.07155
1974     21     1953      0.08471
1974     22     1952      0.09473
1974     23     1951      0.10378
1974     24     1950      0.11024
1974     25     1949      0.11013
1974     26     1948      0.10686
1974     27     1947      0.10011
1974     28     1946      0.09226
1974     29     1945      0.08092
1974     30     1944      0.07146
1974     31     1943      0.06309
1974     32     1942      0.05367
1974     33     1941      0.04507
1974     34     1940      0.03880
1974     35     1939      0.03265
1974     36     1938      0.02765
1974     37     1937      0.02326
1974     38     1936      0.01908
1974     39     1935      0.01553
1974     40     1934      0.01282
1974     41     1933      0.00993
1974     42     1932      0.00705
1974     43     1931      0.00466
1974     44     1930      0.00273
1974     45     1929      0.00141
1974     46     1928      0.00078
1974     47     1927      0.00031
1974     48     1926      0.00016
1974     49     1925      0.00005
1974     50     1924      0.00003
1974     51     1923      0.00002
1974     52     1922      0.00001
1974     53     1921      0.00001
1974     54     1920      0.00000
1974     55+    1919-     0.00000
1975     12-    1963+     0.00000
1975     13     1962      0.00002
1975     14     1961      0.00017
1975     15     1960      0.00104
1975     16     1959      0.00555
1975     17     1958      0.01680
1975     18     1957      0.03357
1975     19     1956      0.05205
1975     20     1955      0.06716
1975     21     1954      0.07730
1975     22     1953      0.09067
1975     23     1952      0.09935
1975     24     1951      0.10468
1975     25     1950      0.11029
1975     26     1949      0.10748
1975     27     1948      0.10038
1975     28     1947      0.09232
1975     29     1946      0.08203
1975     30     1945      0.07277
1975     31     1944      0.06188
1975     32     1943      0.05254
1975     33     1942      0.04498
1975     34     1941      0.03680
1975     35     1940      0.03052
1975     36     1939      0.02548
1975     37     1938      0.02096
1975     38     1937      0.01680
1975     39     1936      0.01399
1975     40     1935      0.01068
1975     41     1934      0.00831
1975     42     1933      0.00625
1975     43     1932      0.00413
1975     44     1931      0.00237
1975     45     1930      0.00133
1975     46     1929      0.00063
1975     47     1928      0.00029
1975     48     1927      0.00012
1975     49     1926      0.00006
1975     50     1925      0.00002
1975     51     1924      0.00001
1975     52     1923      0.00001
1975     53     1922      0.00000
1975     54     1921      0.00000
1975     55+    1920-     0.00000
1976     12-    1964+     0.00000
1976     13     1963      0.00002
1976     14     1962      0.00017
1976     15     1961      0.00089
1976     16     1960      0.00498
1976     17     1959      0.01531
1976     18     1958      0.03056
1976     19     1957      0.04974
1976     20     1956      0.06570
1976     21     1955      0.07914
1976     22     1954      0.08906
1976     23     1953      0.09966
1976     24     1952      0.10729
1976     25     1951      0.10924
1976     26     1950      0.11115
1976     27     1949      0.10519
1976     28     1948      0.09594
1976     29     1947      0.08682
1976     30     1946      0.07533
1976     31     1945      0.06373
1976     32     1944      0.05353
1976     33     1943      0.04511
1976     34     1942      0.03735
1976     35     1941      0.02978
1976     36     1940      0.02421
1976     37     1939      0.01955
1976     38     1938      0.01616
1976     39     1937      0.01301
1976     40     1936      0.00963
1976     41     1935      0.00729
1976     42     1934      0.00521
1976     43     1933      0.00368
1976     44     1932      0.00239
1976     45     1931      0.00121
1976     46     1930      0.00060
1976     47     1929      0.00027
1976     48     1928      0.00011
1976     49     1927      0.00007
1976     50     1926      0.00003
1976     51     1925      0.00001
1976     52     1924      0.00001
1976     53     1923      0.00000
1976     54     1922      0.00000
1976     55+    1921-     0.00000
1977     12-    1965+     0.00000
1977     13     1964      0.00002
1977     14     1963      0.00012
1977     15     1962      0.00076
1977     16     1961      0.00406
1977     17     1960      0.01376
1977     18     1959      0.02737
1977     19     1958      0.04533
1977     20     1957      0.05968
1977     21     1956      0.07448
1977     22     1955      0.08609
1977     23     1954      0.09325
1977     24     1953      0.10249
1977     25     1952      0.10673
1977     26     1951      0.10737
1977     27     1950      0.10498
1977     28     1949      0.09632
1977     29     1948      0.08720
1977     30     1947      0.07526
1977     31     1946      0.06417
1977     32     1945      0.05314
1977     33     1944      0.04298
1977     34     1943      0.03603
1977     35     1942      0.02974
1977     36     1941      0.02247
1977     37     1940      0.01839
1977     38     1939      0.01444
1977     39     1938      0.01136
1977     40     1937      0.00867
1977     41     1936      0.00630
1977     42     1935      0.00436
1977     43     1934      0.00315
1977     44     1933      0.00205
1977     45     1932      0.00117
1977     46     1931      0.00054
1977     47     1930      0.00031
1977     48     1929      0.00012
1977     49     1928      0.00005
1977     50     1927      0.00003
1977     51     1926      0.00002
1977     52     1925      0.00001
1977     53     1924      0.00001
1977     54     1923      0.00000
1977     55+    1922-     0.00000
1978     12-    1966+     0.00000
1978     13     1965      0.00002
1978     14     1964      0.00008
1978     15     1963      0.00071
1978     16     1962      0.00358
1978     17     1961      0.01154
1978     18     1960      0.02602
1978     19     1959      0.04217
1978     20     1958      0.05658
1978     21     1957      0.06897
1978     22     1956      0.08253
1978     23     1955      0.09356
1978     24     1954      0.09910
1978     25     1953      0.10520
1978     26     1952      0.10752
1978     27     1951      0.10291
1978     28     1950      0.09801
1978     29     1949      0.08904
1978     30     1948      0.07796
1978     31     1947      0.06506
1978     32     1946      0.05392
1978     33     1945      0.04505
1978     34     1944      0.03516
1978     35     1943      0.02883
1978     36     1942      0.02289
1978     37     1941      0.01724
1978     38     1940      0.01354
1978     39     1939      0.01031
1978     40     1938      0.00776
1978     41     1937      0.00539
1978     42     1936      0.00387
1978     43     1935      0.00262
1978     44     1934      0.00153
1978     45     1933      0.00103
1978     46     1932      0.00053
1978     47     1931      0.00023
1978     48     1930      0.00009
1978     49     1929      0.00003
1978     50     1928      0.00002
1978     51     1927      0.00001
1978     52     1926      0.00001
1978     53     1925      0.00000
1978     54     1924      0.00000
1978     55+    1923-     0.00000
1979     12-    1967+     0.00000
1979     13     1966      0.00003
1979     14     1965      0.00011
1979     15     1964      0.00077
1979     16     1963      0.00338
1979     17     1962      0.01147
1979     18     1961      0.02234
1979     19     1960      0.04007
1979     20     1959      0.05423
1979     21     1958      0.06647
1979     22     1957      0.07862
1979     23     1956      0.09121
1979     24     1955      0.09951
1979     25     1954      0.10495
1979     26     1953      0.10712
1979     27     1952      0.10482
1979     28     1951      0.09915
1979     29     1950      0.09132
1979     30     1949      0.08087
1979     31     1948      0.06845
1979     32     1947      0.05617
1979     33     1946      0.04559
1979     34     1945      0.03760
1979     35     1944      0.02921
1979     36     1943      0.02283
1979     37     1942      0.01801
1979     38     1941      0.01317
1979     39     1940      0.01021
1979     40     1939      0.00730
1979     41     1938      0.00528
1979     42     1937      0.00338
1979     43     1936      0.00218
1979     44     1935      0.00133
1979     45     1934      0.00076
1979     46     1933      0.00047
1979     47     1932      0.00022
1979     48     1931      0.00014
1979     49     1930      0.00009
1979     50     1929      0.00004
1979     51     1928      0.00002
1979     52     1927      0.00001
1979     53     1926      0.00001
1979     54     1925      0.00000
1979     55+    1924-     0.00000
1980     12-    1968+     0.00000
