Germany, Cohort fertility rates by birth cohort and age (horizontal parallelograms, age in completed years (ACY))
Last modified: 04/02/2019
Cohort  Age        ASFR
1905     21           .
1905     22           .
1905     23           .
1905     24           .
1905     25           .
1905     26           .
1905     27           .
1905     28           .
1905     29           .
1905     30           .
1905     31           .
1905     32           .
1905     33           .
1905     34           .
1905     35           .
1905     36           .
1905     37           .
1905     38           .
1905     39           .
1905     40           .
1905     41           .
1905     42           .
1905     43           .
1905     44           .
1905     45           .
1905     46           .
1905     47           .
1905     48           .
1905     49           .
1905     50           .
1905     51     0.00003
1905     52     0.00001
1905     53     0.00001
1905     54     0.00000
1905     55+    0.00000
1906     12-          .
1906     13           .
1906     14           .
1906     15           .
1906     16           .
1906     17           .
1906     18           .
1906     19           .
1906     20           .
1906     21           .
1906     22           .
1906     23           .
1906     24           .
1906     25           .
1906     26           .
1906     27           .
1906     28           .
1906     29           .
1906     30           .
1906     31           .
1906     32           .
1906     33           .
1906     34           .
1906     35           .
1906     36           .
1906     37           .
1906     38           .
1906     39           .
1906     40           .
1906     41           .
1906     42           .
1906     43           .
1906     44           .
1906     45           .
1906     46           .
1906     47           .
1906     48           .
1906     49           .
1906     50     0.00006
1906     51     0.00003
1906     52     0.00001
1906     53     0.00001
1906     54     0.00000
1906     55+    0.00000
1907     12-          .
1907     13           .
1907     14           .
1907     15           .
1907     16           .
1907     17           .
1907     18           .
1907     19           .
1907     20           .
1907     21           .
1907     22           .
1907     23           .
1907     24           .
1907     25           .
1907     26           .
1907     27           .
1907     28           .
1907     29           .
1907     30           .
1907     31           .
1907     32           .
1907     33           .
1907     34           .
1907     35           .
1907     36           .
1907     37           .
1907     38           .
1907     39           .
1907     40           .
1907     41           .
1907     42           .
1907     43           .
1907     44           .
1907     45           .
1907     46           .
1907     47           .
1907     48           .
1907     49     0.00012
1907     50     0.00006
1907     51     0.00003
1907     52     0.00001
1907     53     0.00001
1907     54     0.00000
1907     55+    0.00000
1908     12-          .
1908     13           .
1908     14           .
1908     15           .
1908     16           .
1908     17           .
1908     18           .
1908     19           .
1908     20           .
1908     21           .
1908     22           .
1908     23           .
1908     24           .
1908     25           .
1908     26           .
1908     27           .
1908     28           .
1908     29           .
1908     30           .
1908     31           .
1908     32           .
1908     33           .
1908     34           .
1908     35           .
1908     36           .
1908     37           .
1908     38           .
1908     39           .
1908     40           .
1908     41           .
1908     42           .
1908     43           .
1908     44           .
1908     45           .
1908     46           .
1908     47           .
1908     48     0.00025
1908     49     0.00012
1908     50     0.00005
1908     51     0.00003
1908     52     0.00001
1908     53     0.00001
1908     54     0.00000
1908     55+    0.00000
1909     12-          .
1909     13           .
1909     14           .
1909     15           .
1909     16           .
1909     17           .
1909     18           .
1909     19           .
1909     20           .
1909     21           .
1909     22           .
1909     23           .
1909     24           .
1909     25           .
1909     26           .
1909     27           .
1909     28           .
1909     29           .
1909     30           .
1909     31           .
1909     32           .
1909     33           .
1909     34           .
1909     35           .
1909     36           .
1909     37           .
1909     38           .
1909     39           .
1909     40           .
1909     41           .
1909     42           .
1909     43           .
1909     44           .
1909     45           .
1909     46           .
1909     47     0.00051
1909     48     0.00025
1909     49     0.00011
1909     50     0.00005
1909     51     0.00003
1909     52     0.00001
1909     53     0.00001
1909     54     0.00000
1909     55+    0.00000
1910     12-          .
1910     13           .
1910     14           .
1910     15           .
1910     16           .
1910     17           .
1910     18           .
1910     19           .
1910     20           .
1910     21           .
1910     22           .
1910     23           .
1910     24           .
1910     25           .
1910     26           .
1910     27           .
1910     28           .
1910     29           .
1910     30           .
1910     31           .
1910     32           .
1910     33           .
1910     34           .
1910     35           .
1910     36           .
1910     37           .
1910     38           .
1910     39           .
1910     40           .
1910     41           .
1910     42           .
1910     43           .
1910     44           .
1910     45           .
1910     46     0.00100
1910     47     0.00052
1910     48     0.00023
1910     49     0.00011
1910     50     0.00005
1910     51     0.00002
1910     52     0.00001
1910     53     0.00001
1910     54     0.00000
1910     55+    0.00000
1911     12-          .
1911     13           .
1911     14           .
1911     15           .
1911     16           .
1911     17           .
1911     18           .
1911     19           .
1911     20           .
1911     21           .
1911     22           .
1911     23           .
1911     24           .
1911     25           .
1911     26           .
1911     27           .
1911     28           .
1911     29           .
1911     30           .
1911     31           .
1911     32           .
1911     33           .
1911     34           .
1911     35           .
1911     36           .
1911     37           .
1911     38           .
1911     39           .
1911     40           .
1911     41           .
1911     42           .
1911     43           .
1911     44           .
1911     45     0.00221
1911     46     0.00100
1911     47     0.00048
1911     48     0.00023
1911     49     0.00011
1911     50     0.00005
1911     51     0.00002
1911     52     0.00001
1911     53     0.00001
1911     54     0.00000
1911     55+    0.00000
1912     12-          .
1912     13           .
1912     14           .
1912     15           .
1912     16           .
1912     17           .
1912     18           .
1912     19           .
1912     20           .
1912     21           .
1912     22           .
1912     23           .
1912     24           .
1912     25           .
1912     26           .
1912     27           .
1912     28           .
1912     29           .
1912     30           .
1912     31           .
1912     32           .
1912     33           .
1912     34           .
1912     35           .
1912     36           .
1912     37           .
1912     38           .
1912     39           .
1912     40           .
1912     41           .
1912     42           .
1912     43           .
1912     44     0.00448
1912     45     0.00210
1912     46     0.00093
1912     47     0.00047
1912     48     0.00022
1912     49     0.00009
1912     50     0.00004
1912     51     0.00002
1912     52     0.00001
1912     53     0.00001
1912     54     0.00000
1912     55+    0.00000
1913     12-          .
1913     13           .
1913     14           .
1913     15           .
1913     16           .
1913     17           .
1913     18           .
1913     19           .
1913     20           .
1913     21           .
1913     22           .
1913     23           .
1913     24           .
1913     25           .
1913     26           .
1913     27           .
1913     28           .
1913     29           .
1913     30           .
1913     31           .
1913     32           .
1913     33           .
1913     34           .
1913     35           .
1913     36           .
1913     37           .
1913     38           .
1913     39           .
1913     40           .
1913     41           .
1913     42           .
1913     43     0.00757
1913     44     0.00432
1913     45     0.00203
1913     46     0.00091
1913     47     0.00044
1913     48     0.00019
1913     49     0.00009
1913     50     0.00004
1913     51     0.00002
1913     52     0.00001
1913     53     0.00001
1913     54     0.00000
1913     55+    0.00000
1914     12-          .
1914     13           .
1914     14           .
1914     15           .
1914     16           .
1914     17           .
1914     18           .
1914     19           .
1914     20           .
1914     21           .
1914     22           .
1914     23           .
1914     24           .
1914     25           .
1914     26           .
1914     27           .
1914     28           .
1914     29           .
1914     30           .
1914     31           .
1914     32           .
1914     33           .
1914     34           .
1914     35           .
1914     36           .
1914     37           .
1914     38           .
1914     39           .
1914     40           .
1914     41           .
1914     42     0.01174
1914     43     0.00722
1914     44     0.00413
1914     45     0.00202
1914     46     0.00084
1914     47     0.00038
1914     48     0.00017
1914     49     0.00008
1914     50     0.00005
1914     51     0.00002
1914     52     0.00001
1914     53     0.00001
1914     54     0.00000
1914     55+    0.00000
1915     12-          .
1915     13           .
1915     14           .
1915     15           .
1915     16           .
1915     17           .
1915     18           .
1915     19           .
1915     20           .
1915     21           .
1915     22           .
1915     23           .
1915     24           .
1915     25           .
1915     26           .
1915     27           .
1915     28           .
1915     29           .
1915     30           .
1915     31           .
1915     32           .
1915     33           .
1915     34           .
1915     35           .
1915     36           .
1915     37           .
1915     38           .
1915     39           .
1915     40           .
1915     41     0.01659
1915     42     0.01105
1915     43     0.00674
1915     44     0.00390
1915     45     0.00184
1915     46     0.00077
1915     47     0.00035
1915     48     0.00017
1915     49     0.00009
1915     50     0.00005
1915     51     0.00002
1915     52     0.00001
1915     53     0.00001
1915     54     0.00000
1915     55+    0.00000
1916     12-          .
1916     13           .
1916     14           .
1916     15           .
1916     16           .
1916     17           .
1916     18           .
1916     19           .
1916     20           .
1916     21           .
1916     22           .
1916     23           .
1916     24           .
1916     25           .
1916     26           .
1916     27           .
1916     28           .
1916     29           .
1916     30           .
1916     31           .
1916     32           .
1916     33           .
1916     34           .
1916     35           .
1916     36           .
1916     37           .
1916     38           .
1916     39           .
1916     40     0.02261
1916     41     0.01633
1916     42     0.01113
1916     43     0.00704
1916     44     0.00405
1916     45     0.00185
1916     46     0.00071
1916     47     0.00035
1916     48     0.00018
1916     49     0.00010
1916     50     0.00005
1916     51     0.00002
1916     52     0.00001
1916     53     0.00001
1916     54     0.00000
1916     55+    0.00000
1917     12-          .
1917     13           .
1917     14           .
1917     15           .
1917     16           .
1917     17           .
1917     18           .
1917     19           .
1917     20           .
1917     21           .
1917     22           .
1917     23           .
1917     24           .
1917     25           .
1917     26           .
1917     27           .
1917     28           .
1917     29           .
1917     30           .
1917     31           .
1917     32           .
1917     33           .
1917     34           .
1917     35           .
1917     36           .
1917     37           .
1917     38           .
1917     39     0.02945
1917     40     0.02230
1917     41     0.01597
1917     42     0.01087
1917     43     0.00664
1917     44     0.00375
1917     45     0.00172
1917     46     0.00072
1917     47     0.00038
1917     48     0.00019
1917     49     0.00009
1917     50     0.00004
1917     51     0.00002
1917     52     0.00001
1917     53     0.00000
1917     54     0.00000
1917     55+    0.00000
1918     12-          .
1918     13           .
1918     14           .
1918     15           .
1918     16           .
1918     17           .
1918     18           .
1918     19           .
1918     20           .
1918     21           .
1918     22           .
1918     23           .
1918     24           .
1918     25           .
1918     26           .
1918     27           .
1918     28           .
1918     29           .
1918     30           .
1918     31           .
1918     32           .
1918     33           .
1918     34           .
1918     35           .
1918     36           .
1918     37           .
1918     38     0.03551
1918     39     0.02826
1918     40     0.02189
1918     41     0.01599
1918     42     0.01078
1918     43     0.00669
1918     44     0.00386
1918     45     0.00181
1918     46     0.00077
1918     47     0.00039
1918     48     0.00019
1918     49     0.00009
1918     50     0.00004
1918     51     0.00002
1918     52     0.00001
1918     53     0.00000
1918     54     0.00000
1918     55+    0.00000
1919     12-          .
1919     13           .
1919     14           .
1919     15           .
1919     16           .
1919     17           .
1919     18           .
1919     19           .
1919     20           .
1919     21           .
1919     22           .
1919     23           .
1919     24           .
1919     25           .
1919     26           .
1919     27           .
1919     28           .
1919     29           .
1919     30           .
1919     31           .
1919     32           .
1919     33           .
1919     34           .
1919     35           .
1919     36           .
1919     37     0.04383
1919     38     0.03596
1919     39     0.02881
1919     40     0.02251
1919     41     0.01624
1919     42     0.01096
1919     43     0.00695
1919     44     0.00408
1919     45     0.00187
1919     46     0.00077
1919     47     0.00037
1919     48     0.00018
1919     49     0.00008
1919     50     0.00004
1919     51     0.00002
1919     52     0.00001
1919     53     0.00000
1919     54     0.00000
1919     55+    0.00000
1920     12-          .
1920     13           .
1920     14           .
1920     15           .
1920     16           .
1920     17           .
1920     18           .
1920     19           .
1920     20           .
1920     21           .
1920     22           .
1920     23           .
1920     24           .
1920     25           .
1920     26           .
1920     27           .
1920     28           .
1920     29           .
1920     30           .
1920     31           .
1920     32           .
1920     33           .
1920     34           .
1920     35           .
1920     36     0.05078
1920     37     0.04246
1920     38     0.03501
1920     39     0.02783
1920     40     0.02123
1920     41     0.01544
1920     42     0.01036
1920     43     0.00651
1920     44     0.00377
1920     45     0.00171
1920     46     0.00070
1920     47     0.00035
1920     48     0.00017
1920     49     0.00008
1920     50     0.00004
1920     51     0.00002
1920     52     0.00001
1920     53     0.00000
1920     54     0.00000
1920     55+    0.00000
1921     12-          .
1921     13           .
1921     14           .
1921     15           .
1921     16           .
1921     17           .
1921     18           .
1921     19           .
1921     20           .
1921     21           .
1921     22           .
1921     23           .
1921     24           .
1921     25           .
1921     26           .
1921     27           .
1921     28           .
1921     29           .
1921     30           .
1921     31           .
1921     32           .
1921     33           .
1921     34           .
1921     35     0.06073
1921     36     0.05191
1921     37     0.04397
1921     38     0.03643
1921     39     0.02854
1921     40     0.02145
1921     41     0.01537
1921     42     0.01066
1921     43     0.00663
1921     44     0.00362
1921     45     0.00161
1921     46     0.00067
1921     47     0.00034
1921     48     0.00017
1921     49     0.00008
1921     50     0.00004
1921     51     0.00002
1921     52     0.00001
1921     53     0.00000
1921     54     0.00000
1921     55+    0.00000
1922     12-          .
1922     13           .
1922     14           .
1922     15           .
1922     16           .
1922     17           .
1922     18           .
1922     19           .
1922     20           .
1922     21           .
1922     22           .
1922     23           .
1922     24           .
1922     25           .
1922     26           .
1922     27           .
1922     28           .
1922     29           .
1922     30           .
1922     31           .
1922     32           .
1922     33           .
1922     34     0.06957
1922     35     0.06073
1922     36     0.05240
1922     37     0.04454
1922     38     0.03646
1922     39     0.02857
1922     40     0.02158
1922     41     0.01585
1922     42     0.01059
1922     43     0.00632
1922     44     0.00355
1922     45     0.00159
1922     46     0.00063
1922     47     0.00033
1922     48     0.00016
1922     49     0.00007
1922     50     0.00003
1922     51     0.00001
1922     52     0.00001
1922     53     0.00000
1922     54     0.00000
1922     55+    0.00000
1923     12-          .
1923     13           .
1923     14           .
1923     15           .
1923     16           .
1923     17           .
1923     18           .
1923     19           .
1923     20           .
1923     21           .
1923     22           .
1923     23           .
1923     24           .
1923     25           .
1923     26           .
1923     27           .
1923     28           .
1923     29           .
1923     30           .
1923     31           .
1923     32           .
1923     33     0.07961
1923     34     0.07058
1923     35     0.06186
1923     36     0.05332
1923     37     0.04444
1923     38     0.03586
1923     39     0.02818
1923     40     0.02178
1923     41     0.01547
1923     42     0.00995
1923     43     0.00592
1923     44     0.00334
1923     45     0.00147
1923     46     0.00061
1923     47     0.00032
1923     48     0.00014
1923     49     0.00006
1923     50     0.00003
1923     51     0.00001
1923     52     0.00001
1923     53     0.00000
1923     54     0.00000
1923     55+    0.00000
1924     12-          .
1924     13           .
1924     14           .
1924     15           .
1924     16           .
1924     17           .
1924     18           .
1924     19           .
1924     20           .
1924     21           .
1924     22           .
1924     23           .
1924     24           .
1924     25           .
1924     26           .
1924     27           .
1924     28           .
1924     29           .
1924     30           .
1924     31           .
1924     32     0.08969
1924     33     0.07985
1924     34     0.07032
1924     35     0.06134
1924     36     0.05257
1924     37     0.04343
1924     38     0.03506
1924     39     0.02812
1924     40     0.02140
1924     41     0.01488
1924     42     0.00945
1924     43     0.00566
1924     44     0.00314
1924     45     0.00137
1924     46     0.00058
1924     47     0.00028
1924     48     0.00013
1924     49     0.00006
1924     50     0.00003
1924     51     0.00001
1924     52     0.00001
1924     53     0.00000
1924     54     0.00000
1924     55+    0.00000
1925     12-          .
1925     13           .
1925     14           .
1925     15           .
1925     16           .
1925     17           .
1925     18           .
1925     19           .
1925     20           .
1925     21           .
1925     22           .
1925     23           .
1925     24           .
1925     25           .
1925     26           .
1925     27           .
1925     28           .
1925     29           .
1925     30           .
1925     31     0.09650
1925     32     0.08726
1925     33     0.07796
1925     34     0.06857
1925     35     0.05952
1925     36     0.05071
1925     37     0.04213
1925     38     0.03455
1925     39     0.02716
1925     40     0.01996
1925     41     0.01326
1925     42     0.00851
1925     43     0.00519
1925     44     0.00279
1925     45     0.00123
1925     46     0.00052
1925     47     0.00025
1925     48     0.00011
1925     49     0.00005
1925     50     0.00003
1925     51     0.00001
1925     52     0.00001
1925     53     0.00000
1925     54     0.00000
1925     55+    0.00000
1926     12-          .
1926     13           .
1926     14           .
1926     15           .
1926     16           .
1926     17           .
1926     18           .
1926     19           .
1926     20           .
1926     21           .
1926     22           .
1926     23           .
1926     24           .
1926     25           .
1926     26           .
1926     27           .
1926     28           .
1926     29           .
1926     30     0.10898
1926     31     0.09955
1926     32     0.08964
1926     33     0.07923
1926     34     0.06921
1926     35     0.05925
1926     36     0.05018
1926     37     0.04263
1926     38     0.03431
1926     39     0.02614
1926     40     0.01887
1926     41     0.01284
1926     42     0.00824
1926     43     0.00476
1926     44     0.00255
1926     45     0.00116
1926     46     0.00047
1926     47     0.00022
1926     48     0.00010
1926     49     0.00005
1926     50     0.00002
1926     51     0.00001
1926     52     0.00001
1926     53     0.00000
1926     54     0.00000
1926     55+    0.00000
1927     12-          .
1927     13           .
1927     14           .
1927     15           .
1927     16           .
1927     17           .
1927     18           .
1927     19           .
1927     20           .
1927     21           .
1927     22           .
1927     23           .
1927     24           .
1927     25           .
1927     26           .
1927     27           .
1927     28           .
1927     29     0.11969
1927     30     0.11039
1927     31     0.10071
1927     32     0.09002
1927     33     0.07926
1927     34     0.06869
1927     35     0.05897
1927     36     0.05098
1927     37     0.04202
1927     38     0.03308
1927     39     0.02501
1927     40     0.01804
1927     41     0.01229
1927     42     0.00775
1927     43     0.00451
1927     44     0.00240
1927     45     0.00103
1927     46     0.00042
1927     47     0.00020
1927     48     0.00009
1927     49     0.00005
1927     50     0.00002
1927     51     0.00001
1927     52     0.00001
1927     53     0.00000
1927     54     0.00000
1927     55+    0.00000
1928     12-          .
1928     13           .
1928     14           .
1928     15           .
1928     16           .
1928     17           .
1928     18           .
1928     19           .
1928     20           .
1928     21           .
1928     22           .
1928     23           .
1928     24           .
1928     25           .
1928     26           .
1928     27           .
1928     28     0.12918
1928     29     0.12080
1928     30     0.11153
1928     31     0.10166
1928     32     0.09004
1928     33     0.07836
1928     34     0.06803
1928     35     0.05946
1928     36     0.04983
1928     37     0.04046
1928     38     0.03187
1928     39     0.02401
1928     40     0.01718
1928     41     0.01147
1928     42     0.00739
1928     43     0.00422
1928     44     0.00205
1928     45     0.00090
1928     46     0.00038
1928     47     0.00018
1928     48     0.00009
1928     49     0.00005
1928     50     0.00002
1928     51     0.00001
1928     52     0.00001
1928     53     0.00000
1928     54     0.00000
1928     55+    0.00000
1929     12-          .
1929     13           .
1929     14           .
1929     15           .
1929     16           .
1929     17           .
1929     18           .
1929     19           .
1929     20           .
1929     21           .
1929     22           .
1929     23           .
1929     24           .
1929     25           .
1929     26           .
1929     27     0.13802
1929     28     0.13231
1929     29     0.12342
1929     30     0.11321
1929     31     0.10226
1929     32     0.08993
1929     33     0.07850
1929     34     0.06900
1929     35     0.05891
1929     36     0.04867
1929     37     0.03927
1929     38     0.03091
1929     39     0.02293
1929     40     0.01588
1929     41     0.01079
1929     42     0.00681
1929     43     0.00374
1929     44     0.00187
1929     45     0.00081
1929     46     0.00034
1929     47     0.00018
1929     48     0.00009
1929     49     0.00005
1929     50     0.00003
1929     51     0.00001
1929     52     0.00001
1929     53     0.00000
1929     54     0.00000
1929     55+    0.00000
1930     12-          .
1930     13           .
1930     14           .
1930     15           .
1930     16           .
1930     17           .
1930     18           .
1930     19           .
1930     20           .
1930     21           .
1930     22           .
1930     23           .
1930     24           .
1930     25           .
1930     26     0.14465
1930     27     0.14023
1930     28     0.13377
1930     29     0.12450
1930     30     0.11310
1930     31     0.10062
1930     32     0.08920
1930     33     0.07961
1930     34     0.06834
1930     35     0.05766
1930     36     0.04745
1930     37     0.03772
1930     38     0.02948
1930     39     0.02138
1930     40     0.01506
1930     41     0.00997
1930     42     0.00590
1930     43     0.00332
1930     44     0.00169
1930     45     0.00074
1930     46     0.00033
1930     47     0.00017
1930     48     0.00009
1930     49     0.00005
1930     50     0.00003
1930     51     0.00001
1930     52     0.00001
1930     53     0.00000
1930     54     0.00000
1930     55+    0.00000
1931     12-          .
1931     13           .
1931     14           .
1931     15           .
1931     16           .
1931     17           .
1931     18           .
1931     19           .
1931     20           .
1931     21           .
1931     22           .
1931     23           .
1931     24           .
1931     25     0.15301
1931     26     0.15217
1931     27     0.14762
1931     28     0.13933
1931     29     0.12823
1931     30     0.11554
1931     31     0.10300
1931     32     0.09250
1931     33     0.08012
1931     34     0.06744
1931     35     0.05654
1931     36     0.04625
1931     37     0.03696
1931     38     0.02806
1931     39     0.02023
1931     40     0.01406
1931     41     0.00884
1931     42     0.00531
1931     43     0.00300
1931     44     0.00155
1931     45     0.00071
1931     46     0.00032
1931     47     0.00017
1931     48     0.00010
1931     49     0.00005
1931     50     0.00002
1931     51     0.00001
1931     52     0.00001
1931     53     0.00000
1931     54     0.00000
1931     55+    0.00000
1932     12-          .
1932     13           .
1932     14           .
1932     15           .
1932     16           .
1932     17           .
1932     18           .
1932     19           .
1932     20           .
1932     21           .
1932     22           .
1932     23           .
1932     24     0.15437
1932     25     0.15645
1932     26     0.15495
1932     27     0.14936
1932     28     0.13984
1932     29     0.12877
1932     30     0.11655
1932     31     0.10516
1932     32     0.09190
1932     33     0.07858
1932     34     0.06635
1932     35     0.05521
1932     36     0.04465
1932     37     0.03479
1932     38     0.02651
1932     39     0.01896
1932     40     0.01239
1932     41     0.00789
1932     42     0.00484
1932     43     0.00279
1932     44     0.00153
1932     45     0.00068
1932     46     0.00030
1932     47     0.00018
1932     48     0.00010
1932     49     0.00005
1932     50     0.00002
1932     51     0.00001
1932     52     0.00001
1932     53     0.00000
1932     54     0.00000
1932     55+    0.00000
1933     12-          .
1933     13           .
1933     14           .
1933     15           .
1933     16           .
1933     17           .
1933     18           .
1933     19           .
1933     20           .
1933     21           .
1933     22           .
1933     23     0.15257
1933     24     0.15916
1933     25     0.16242
1933     26     0.15998
1933     27     0.15213
1933     28     0.14129
1933     29     0.12944
1933     30     0.11851
1933     31     0.10440
1933     32     0.09028
1933     33     0.07706
1933     34     0.06431
1933     35     0.05280
1933     36     0.04178
1933     37     0.03241
1933     38     0.02398
1933     39     0.01637
1933     40     0.01082
1933     41     0.00707
1933     42     0.00433
1933     43     0.00252
1933     44     0.00135
1933     45     0.00062
1933     46     0.00030
1933     47     0.00017
1933     48     0.00008
1933     49     0.00004
1933     50     0.00002
1933     51     0.00001
1933     52     0.00000
1933     53     0.00000
1933     54     0.00000
1933     55+    0.00000
1934     12-          .
1934     13           .
1934     14           .
1934     15           .
1934     16           .
1934     17           .
1934     18           .
1934     19           .
1934     20           .
1934     21           .
1934     22     0.14346
1934     23     0.15488
1934     24     0.16264
1934     25     0.16455
1934     26     0.16051
1934     27     0.15246
1934     28     0.14165
1934     29     0.13079
1934     30     0.11644
1934     31     0.10119
1934     32     0.08678
1934     33     0.07283
1934     34     0.06030
1934     35     0.04793
1934     36     0.03744
1934     37     0.02796
1934     38     0.01958
1934     39     0.01373
1934     40     0.00924
1934     41     0.00594
1934     42     0.00368
1934     43     0.00203
1934     44     0.00101
1934     45     0.00053
1934     46     0.00029
1934     47     0.00015
1934     48     0.00007
1934     49     0.00003
1934     50     0.00002
1934     51     0.00001
1934     52     0.00001
1934     53     0.00000
1934     54     0.00000
1934     55+    0.00000
1935     12-          .
1935     13           .
1935     14           .
1935     15           .
1935     16           .
1935     17           .
1935     18           .
1935     19           .
1935     20           .
1935     21     0.12666
1935     22     0.14468
1935     23     0.15818
1935     24     0.16597
1935     25     0.16706
1935     26     0.16168
1935     27     0.15234
1935     28     0.14255
1935     29     0.12888
1935     30     0.11379
1935     31     0.09785
1935     32     0.08176
1935     33     0.06758
1935     34     0.05444
1935     35     0.04311
1935     36     0.03298
1935     37     0.02318
1935     38     0.01633
1935     39     0.01164
1935     40     0.00795
1935     41     0.00516
1935     42     0.00313
1935     43     0.00173
1935     44     0.00093
1935     45     0.00050
1935     46     0.00026
1935     47     0.00013
1935     48     0.00006
1935     49     0.00003
1935     50     0.00002
1935     51     0.00001
1935     52     0.00001
1935     53     0.00000
1935     54     0.00000
1935     55+    0.00000
1936     12-          .
1936     13           .
1936     14           .
1936     15           .
1936     16           .
1936     17           .
1936     18           .
1936     19           .
1936     20     0.10385
1936     21     0.12701
1936     22     0.14690
1936     23     0.15969
1936     24     0.16643
1936     25     0.16818
1936     26     0.16381
1936     27     0.15498
1936     28     0.14094
1936     29     0.12642
1936     30     0.11110
1936     31     0.09400
1936     32     0.07806
1936     33     0.06257
1936     34     0.04953
1936     35     0.03819
1936     36     0.02787
1936     37     0.02021
1936     38     0.01467
1936     39     0.01046
1936     40     0.00712
1936     41     0.00456
1936     42     0.00271
1936     43     0.00156
1936     44     0.00091
1936     45     0.00046
1936     46     0.00022
1936     47     0.00011
1936     48     0.00006
1936     49     0.00003
1936     50     0.00002
1936     51     0.00001
1936     52     0.00001
1936     53     0.00000
1936     54     0.00000
1936     55+    0.00000
1937     12-          .
1937     13           .
1937     14           .
1937     15           .
1937     16           .
1937     17           .
1937     18           .
1937     19     0.07762
1937     20     0.10484
1937     21     0.13012
1937     22     0.15053
1937     23     0.16344
1937     24     0.17024
1937     25     0.17081
1937     26     0.16628
1937     27     0.15444
1937     28     0.13991
1937     29     0.12432
1937     30     0.10660
1937     31     0.08892
1937     32     0.07141
1937     33     0.05678
1937     34     0.04430
1937     35     0.03257
1937     36     0.02422
1937     37     0.01794
1937     38     0.01338
1937     39     0.00967
1937     40     0.00633
1937     41     0.00398
1937     42     0.00253
1937     43     0.00153
1937     44     0.00086
1937     45     0.00043
1937     46     0.00019
1937     47     0.00010
1937     48     0.00006
1937     49     0.00003
1937     50     0.00002
1937     51     0.00001
1937     52     0.00000
1937     53     0.00000
1937     54     0.00000
1937     55+    0.00000
1938     12-          .
1938     13           .
1938     14           .
1938     15           .
1938     16           .
1938     17           .
1938     18     0.04605
1938     19     0.07675
1938     20     0.10684
1938     21     0.13189
1938     22     0.15219
1938     23     0.16724
1938     24     0.17330
1938     25     0.17298
1938     26     0.16441
1938     27     0.15226
1938     28     0.13743
1938     29     0.11917
1938     30     0.10032
1938     31     0.08134
1938     32     0.06519
1938     33     0.05121
1938     34     0.03794
1938     35     0.02868
1938     36     0.02191
1938     37     0.01659
1938     38     0.01241
1938     39     0.00872
1938     40     0.00592
1938     41     0.00395
