East Germany, Live births by calendar year, age reached during the year (ARDY), birth cohort and birth order (vertical parallelograms)
Last modified: 04/02/2019
Year  ARDY   Cohort       Total          B1          B2          B3          B4         B5p
1968    46    1922        31.26        2.62        3.12        4.41        4.23       16.89
1968    47    1921        18.22        1.82        2.11        2.70        2.46        9.13
1968    48    1920        10.16        1.23        1.39        1.61        1.36        4.55
1968    49    1919         4.00        0.60        0.65        0.68        0.53        1.54
1968    50    1918         1.37        0.25        0.26        0.24        0.18        0.44
1968    51    1917         0.75        0.16        0.16        0.13        0.09        0.20
1968    52    1916         0.49        0.11        0.11        0.09        0.06        0.11
1968    53    1915         0.40        0.11        0.10        0.07        0.04        0.07
1968    54    1914         0.27        0.07        0.07        0.05        0.03        0.05
1968    55+   1913-        0.09        0.03        0.03        0.01        0.01        0.01
1969    12-   1957+        0.00        0.00        0.00        0.00        0.00        0.00
1969    13    1956         0.00        0.00        0.00        0.00        0.00        0.00
1969    14    1955         0.00        0.00        0.00        0.00        0.00        0.00
1969    15    1954        86.00       83.00        3.00        0.00        0.00        0.00
1969    16    1953       456.00      454.00        2.00        0.00        0.00        0.00
1969    17    1952      2580.00     2513.02       65.98        1.00        0.00        0.00
1969    18    1951      7655.00     7131.11      503.89       19.99        0.00        0.00
1969    19    1950     15362.00    13287.45     1933.63      132.92        7.99        0.00
1969    20    1949     19163.00    14945.90     3739.37      448.77       27.96        1.00
1969    21    1948     18308.00    12249.20     5083.33      871.58       95.89        7.99
1969    22    1947     17768.00    10017.46     5938.51     1534.34      250.73       26.97
1969    23    1946     12349.00     5788.15     4581.87     1588.40      323.67       66.91
1969    24    1945     12399.00     5060.26     4721.09     1880.39      581.44      155.82
1969    25    1944     16594.00     5943.70     6486.37     2956.14      883.18      324.63
1969    26    1943     15422.00     4976.60     6134.57     2799.28     1066.04      445.51
1969    27    1942     13016.00     3541.32     5191.74     2640.45     1084.09      558.41
1969    28    1941     14604.00     3389.42     5738.10     3175.50     1441.86      859.13
1969    29    1940     13249.00     2503.19     5049.24     3162.67     1473.92     1059.98
1969    30    1939     11684.00     1929.01     4168.23     2951.84     1464.99     1169.93
1969    31    1938      9419.00     1367.79     3191.10     2362.98     1312.16     1184.98
1969    32    1937      7708.00      987.62     2330.93     2040.10     1191.30     1158.06
1969    33    1936      6766.00      731.49     1854.84     1834.19     1109.41     1236.06
1969    34    1935      5803.00      608.43     1532.73     1485.19      983.50     1193.14
1969    35    1934      4934.00      430.33     1133.60     1303.24      960.57     1106.26
1969    36    1933      3401.00      269.23      660.39      859.22      635.76      976.41
1969    37    1932      2824.00      220.19      518.33      660.18      580.79      844.51
1969    38    1931      2373.00      204.18      427.26      573.16      435.84      732.57
1969    39    1930      1915.00      150.14      321.22      416.14      345.89      681.63
1969    40    1929      1238.00       95.09      169.12      275.10      210.94      487.76
1969    41    1928       743.00       76.07      104.07      140.05      123.96      298.84
1969    42    1927       480.00       48.05       65.05       86.03       84.98      195.91
1969    43    1926       280.00       26.02       33.02       42.02       43.99      134.95
1969    44    1925       157.00       15.01       19.02       28.01       18.00       76.96
1969    45    1924        99.00        9.01       13.01       17.00       11.00       48.98
1969    46    1923        32.63        2.35        3.34        5.34        3.42       18.21
1969    47    1922        19.39        1.64        2.18        3.31        2.06       10.20
1969    48    1921        11.66        1.22        1.52        2.12        1.27        5.52
1969    49    1920         6.63        0.88        1.02        1.28        0.74        2.71
1969    50    1919         2.64        0.44        0.48        0.53        0.29        0.89
1969    51    1918         0.91        0.19        0.19        0.19        0.11        0.25
1969    52    1917         0.49        0.11        0.11        0.11        0.05        0.11
1969    53    1916         0.31        0.08        0.08        0.07        0.03        0.05
1969    54    1915         0.23        0.07        0.06        0.05        0.02        0.03
1969    55+   1914-        0.09        0.03        0.03        0.01        0.01        0.01
1970    12-   1958+        0.00        0.00        0.00        0.00        0.00        0.00
1970    13    1957         0.00        0.00        0.00        0.00        0.00        0.00
1970    14    1956         0.00        0.00        0.00        0.00        0.00        0.00
1970    15    1955        74.00       74.00        0.00        0.00        0.00        0.00
1970    16    1954       456.01      452.00        3.99        0.00        0.00        0.00
1970    17    1953      2602.02     2523.04       76.98        1.99        0.00        0.00
1970    18    1952      7855.07     7424.16      413.92       16.99        0.00        0.00
1970    19    1951     16303.14    14302.56     1885.64      108.94        5.99        0.00
1970    20    1950     22033.18    17482.13     4076.33      433.77       36.96        4.00
1970    21    1949     21386.18    14720.48     5644.27      916.55       96.89        7.99
1970    22    1948     18079.15    10495.51     6016.48     1336.42      203.78       26.96
1970    23    1947     16064.13     7851.54     5943.80     1796.30      382.60       89.89
1970    24    1946     11142.10     4679.13     4360.05     1565.47      417.59      119.86
1970    25    1945     11061.09     4059.13     4484.22     1799.45      527.51      190.78
1970    26    1944     14235.12     4618.47     5851.51     2556.32      822.26      386.57
1970    27    1943     13006.11     3718.33     5311.68     2566.42      954.18      455.51
1970    28    1942     10957.10     2675.08     4464.77     2311.59      967.21      538.44
1970    29    1941     12274.10     2545.15     4833.08     2837.64     1223.06      835.17
1970    30    1940     11237.09     1907.96     4272.18     2799.78     1299.07      958.10
1970    31    1939      9837.08     1457.81     3463.14     2560.93     1278.15     1077.04
1970    32    1938      7879.07     1047.64     2479.94     2154.06     1126.32     1071.11
1970    33    1937      6426.05      786.51     1901.80     1719.12     1020.42      998.20
1970    34    1936      5693.05      574.41     1539.73     1569.18      977.49     1032.23
1970    35    1935      4861.04      467.35     1179.61     1312.22      855.59     1046.27
1970    36    1934      3888.03      340.27      840.48      984.22      738.69      984.36
1970    37    1933      2743.02      227.19      543.33      655.17      539.79      777.53
1970    38    1932      2168.02      172.15      389.25      525.15      410.85      670.62
1970    39    1931      1707.01      138.12      271.18      414.13      330.89      552.70
1970    40    1930      1170.01       82.08      189.13      229.09      203.94      465.77
1970    41    1929       737.01       73.07      116.08      134.04      120.97      292.85
1970    42    1928       441.00       39.04       58.04       72.03       66.99      204.91
1970    43    1927       269.01       25.03       21.02       47.02       40.00      135.95
1970    44    1926       167.00       18.01       19.02       28.01       27.00       74.96
1970    45    1925       106.00       12.01       12.01       18.01       17.00       46.98
1970    46    1924        31.65        2.78        2.92        5.06        5.02       15.86
1970    47    1923        17.33        1.77        1.82        2.89        2.71        8.14
1970    48    1922        10.12        1.27        1.25        1.79        1.56        4.26
1970    49    1921         6.06        0.94        0.89        1.13        0.90        2.19
1970    50    1920         3.48        0.66        0.61        0.68        0.49        1.04
1970    51    1919         1.40        0.32        0.28        0.28        0.18        0.34
1970    52    1918         0.49        0.13        0.11        0.09        0.06        0.09
1970    53    1917         0.26        0.08        0.06        0.05        0.03        0.04
1970    54    1916         0.15        0.05        0.04        0.03        0.02        0.02
1970    55+   1915-        0.07        0.03        0.01        0.01        0.01        0.01
1971    12-   1959+        0.00        0.00        0.00        0.00        0.00        0.00
1971    13    1958         0.00        0.00        0.00        0.00        0.00        0.00
1971    14    1957         0.00        0.00        0.00        0.00        0.00        0.00
1971    15    1956        97.00       96.01        1.00        0.00        0.00        0.00
1971    16    1955       489.00      484.00        5.00        0.00        0.00        0.00
1971    17    1954      2707.00     2618.03       87.97        0.99        0.00        0.00
1971    18    1953      8345.00     7852.18      470.84       20.98        1.00        0.00
1971    19    1952     16771.00    14806.65     1876.43       83.93        2.99        0.99
1971    20    1951     22692.00    18168.47     4108.89      389.68       24.96        0.00
1971    21    1950     24213.00    16990.26     6178.65      932.29       98.83       12.97
1971    22    1949     20502.00    12180.42     6656.99     1434.00      207.65       22.95
1971    23    1948     16000.00     7875.15     6057.53     1676.95      338.46       51.89
1971    24    1947     14136.00     5983.07     5644.98     1867.96      498.24      141.74
1971    25    1946      9465.00     3477.45     3809.25     1569.24      440.36      168.70
1971    26    1945      9460.00     3066.45     3919.48     1673.28      568.20      232.59
1971    27    1944     12067.00     3439.79     5130.88     2277.14      803.91      415.29
1971    28    1943     10794.00     2517.53     4588.18     2243.34      890.86      554.10
1971    29    1942      9200.00     1933.27     3797.17     2033.51      879.92      556.12
1971    30    1941     10307.00     1921.38     4038.50     2491.55     1084.74      770.83
1971    31    1940      9382.00     1362.12     3488.64     2438.80     1163.77      928.69
1971    32    1939      8000.00     1073.94     2731.44     2188.96     1085.91      919.75
1971    33    1938      6579.00      774.75     2061.26     1797.12      996.08      949.79
1971    34    1937      5327.00      555.57     1488.03     1532.21      841.29      909.91
1971    35    1936      4565.00      436.49     1085.84     1299.30      819.38      923.98
1971    36    1935      3927.00      360.41      926.75     1066.28      686.51      887.04
1971    37    1934      3171.00      261.33      661.61      772.28      614.62      861.16
1971    38    1933      2139.00      159.21      408.40      502.21      408.78      660.40
1971    39    1932      1636.00      112.16      262.28      398.19      298.85      564.52
1971    40    1931      1102.00      103.15      164.17      246.12      196.90      391.67
1971    41    1930       714.00       59.09      100.12      121.07      127.95      305.77
1971    42    1929       474.00       46.07       64.07       85.05       58.98      219.84
1971    43    1928       307.00       25.04       47.06       56.03       43.99      134.90
1971    44    1927       147.00       16.03       14.02       21.02       23.99       71.96
1971    45    1926        83.00        8.02        7.01       13.01       14.99       39.97
1971    46    1925        32.00        2.62        2.07        4.18        5.90       17.22
1971    47    1924        17.41        1.69        1.28        2.32        3.19        8.92
1971    48    1923         9.79        1.19        0.88        1.40        1.78        4.54
1971    49    1922         5.85        0.91        0.66        0.90        1.03        2.34
1971    50    1921         3.57        0.70        0.50        0.59        0.60        1.17
1971    51    1920         2.08        0.50        0.35        0.36        0.32        0.54
1971    52    1919         0.84        0.24        0.17        0.15        0.11        0.17
1971    53    1918         0.29        0.09        0.06        0.05        0.04        0.05
1971    54    1917         0.14        0.05        0.03        0.02        0.02        0.02
1971    55+   1916-        0.05        0.01        0.01        0.01        0.00        0.00
1972    12-   1960+        0.00        0.00        0.00        0.00        0.00        0.00
1972    13    1959         0.00        0.00        0.00        0.00        0.00        0.00
1972    14    1958         0.00        0.00        0.00        0.00        0.00        0.00
1972    15    1957        74.00       74.00        0.00        0.00        0.00        0.00
1972    16    1956       446.01      446.01        0.00        0.00        0.00        0.00
1972    17    1955      2381.07     2329.08       51.98        0.00        0.00        0.00
1972    18    1954      7502.22     7186.34      299.90       15.99        0.00        0.00
1972    19    1953     15047.45    13608.94     1378.57       59.94        0.00        0.00
1972    20    1952     20686.62    17317.73     3116.14      239.78       12.98        0.00
1972    21    1951     21615.65    16056.40     4940.88      561.49       56.88        0.00
1972    22    1950     20216.61    13087.77     5963.02     1014.15      135.71       15.96
1972    23    1949     16252.49     9027.52     5742.44     1229.05      209.57       43.90
1972    24    1948     12505.37     5911.13     4881.93     1329.09      300.41       82.81
1972    25    1947     10669.32     4338.89     4470.27     1354.17      360.32      145.68
1972    26    1946      6931.21     2421.26     2956.44     1060.45      331.39      161.66
1972    27    1945      6793.21     2109.23     2964.61     1109.48      422.26      187.62
1972    28    1944      8368.25     2216.42     3760.00     1527.38      557.06      307.39
1972    29    1943      7791.23     1823.26     3515.12     1533.46      557.09      362.30
1972    30    1942      6313.19     1327.02     2712.07     1380.61      505.21      388.27
1972    31    1941      6836.20     1251.06     2803.34     1610.69      644.05      527.07
1972    32    1940      6140.19      965.93     2372.40     1454.88      694.05      652.91
1972    33    1939      5256.16      767.81     1856.26     1295.01      636.19      700.90
1972    34    1938      4260.13      542.63     1328.05     1117.13      602.30      670.02
1972    35    1937      3490.11      432.53     1038.87      878.15      532.41      608.14
1972    36    1936      2948.09      344.46      765.73      724.20      516.48      597.22
1972    37    1935      2447.07      274.39      526.56      612.23      417.62      616.26
1972    38    1934      1826.06      180.28      339.40      426.22      341.73      538.43
1972    39    1933      1240.04      107.17      252.31      269.14      213.84      397.58
1972    40    1932       851.03       86.15      126.17      166.11      145.91      326.70
1972    41    1931       602.02       49.08       82.11      121.09       72.96      276.77
1972    42    1930       434.01       40.07       53.08       77.06       64.96      198.83
1972    43    1929       244.01       22.04       36.05       43.03       29.98      112.90
1972    44    1928       139.01       12.02        8.01       21.02       24.99       72.96
1972    45    1927        68.01        9.02        6.01       12.01        8.00       32.97
1972    46    1926        29.23        3.10        2.98        3.56        4.93       14.66
1972    47    1925        17.12        2.04        2.11        1.97        3.26        7.74
1972    48    1924         9.10        1.31        1.38        1.06        1.81        3.55
1972    49    1923         5.05        0.90        0.94        0.60        0.98        1.64
1972    50    1922         3.00        0.66        0.67        0.37        0.53        0.77
1972    51    1921         1.82        0.48        0.46        0.24        0.28        0.37
1972    52    1920         1.06        0.32        0.30        0.14        0.14        0.16
1972    53    1919         0.42        0.15        0.13        0.05        0.05        0.05
1972    54    1918         0.13        0.05        0.04        0.02        0.02        0.02
1972    55+   1917-        0.04        0.01        0.01        0.00        0.00        0.00
1973    12-   1961+        0.00        0.00        0.00        0.00        0.00        0.00
1973    13    1960         0.00        0.00        0.00        0.00        0.00        0.00
1973    14    1959         0.00        0.00        0.00        0.00        0.00        0.00
1973    15    1958        50.00       49.01        0.99        0.00        0.00        0.00
1973    16    1957       411.00      403.99        7.01        0.00        0.00        0.00
1973    17    1956      2032.00     1999.57       32.43        0.00        0.00        0.00
1973    18    1955      6844.00     6586.96      246.11       10.93        0.00        0.00
1973    19    1954     14195.00    13091.64     1059.99       42.32        1.05        0.00
1973    20    1953     19069.00    16523.60     2371.15      158.24       14.01        1.99
1973    21    1952     20436.00    15852.44     4155.60      391.03       33.92        3.01
1973    22    1951     19485.00    13567.90     5164.60      651.06       89.55       11.89
1973    23    1950     17172.00    10422.14     5640.51      900.16      170.50       38.70
1973    24    1949     13592.00     7262.60     5116.36      945.28      202.30       65.47
1973    25    1948     10139.00     4546.67     4349.02      912.97      233.07       97.28
1973    26    1947      8203.00     3239.95     3744.04      824.93      264.00      130.07
1973    27    1946      5356.00     1754.97     2582.31      655.13      225.67      137.93
1973    28    1945      4996.00     1488.80     2433.97      652.05      215.48      205.70
1973    29    1944      6120.00     1683.69     3001.52      872.47      322.16      240.16
1973    30    1943      5321.00     1308.41     2609.28      793.52      313.77      296.02
1973    31    1942      4426.00      965.69     2072.04      757.77      301.93      328.57
1973    32    1941      4569.00      927.78     2114.06      807.97      334.81      384.38
1973    33    1940      3924.00      721.61     1605.82      845.76      327.69      423.12
1973    34    1939      3406.00      545.88     1314.38      700.18      347.53      498.03
1973    35    1938      2618.00      413.26      873.27      565.80      312.77      452.90
1973    36    1937      2068.00      312.90      591.39      462.24      254.24      447.23
1973    37    1936      1769.00      228.05      480.04      372.24      204.01      484.67
1973    38    1935      1315.00      167.24      304.79      264.24      181.91      396.83
1973    39    1934      1030.00      126.54      202.05      185.02      155.02      361.38
1973    40    1933       603.00       67.88       90.46      117.22       89.14      238.29
1973    41    1932       424.00       42.65       61.27       71.47       59.91      188.69
1973    42    1931       317.00       41.79       38.15       39.10       51.05      146.92
1973    43    1930       205.00       22.80       24.00       27.05       29.95      101.19
1973    44    1929       113.00       16.93       14.03       13.00       19.02       50.02
1973    45    1928        71.00        6.98        8.02       10.00        9.01       36.99
1973    46    1927        25.22        2.64        2.92        3.01        3.23       13.41
1973    47    1926        14.44        2.10        2.13        1.83        1.79        6.59
1973    48    1925         7.99        1.55        1.46        1.06        0.93        2.99
1973    49    1924         4.14        1.02        0.89        0.55        0.44        1.22
1973    50    1923         2.29        0.69        0.57        0.31        0.21        0.52
1973    51    1922         1.37        0.47        0.37        0.18        0.11        0.24
1973    52    1921         0.85        0.33        0.24        0.11        0.06        0.12
1973    53    1920         0.49        0.20        0.15        0.06        0.03        0.05
1973    54    1919         0.19        0.07        0.05        0.02        0.01        0.02
1973    55+   1918-        0.04        0.01        0.01        0.00        0.00        0.00
1974    12-   1962+        0.00        0.00        0.00        0.00        0.00        0.00
1974    13    1961         0.00        0.00        0.00        0.00        0.00        0.00
1974    14    1960         0.00        0.00        0.00        0.00        0.00        0.00
1974    15    1959        56.00       56.00        0.00        0.00        0.00        0.00
1974    16    1958       392.00      386.02        5.98        0.00        0.00        0.00
1974    17    1957      2076.00     2042.85       32.02        1.12        0.00        0.00
1974    18    1956      6437.00     6256.77      176.12        3.01        0.00        1.09
1974    19    1955     13661.00    12673.62      947.35       35.82        4.20        0.00
1974    20    1954     18596.00    16192.20     2229.72      165.07        8.03        0.99
1974    21    1953     19965.00    15788.26     3829.15      312.83       29.80        4.95
1974    22    1952     19006.00    13284.27     5105.55      551.48       58.74        5.96
1974    23    1951     17710.00    11030.00     5765.03      752.04      137.30       25.64
1974    24    1950     15741.00     8493.96     6098.39      899.73      198.39       50.55
1974    25    1949     11846.00     5465.30     5131.78      929.11      249.72       70.08
1974    26    1948      8592.00     3270.89     4143.76      835.83      233.65      107.86
1974    27    1947      6857.00     2277.72     3451.52      768.90      221.16      137.70
1974    28    1946      4319.00     1263.68     2176.71      537.02      212.60      129.00
1974    29    1945      4151.00     1098.70     2078.82      597.41      196.20      179.85
1974    30    1944      4952.00     1244.69     2420.07      767.45      272.80      247.00
1974    31    1943      4375.00      970.21     2106.04      767.34      278.83      252.58
1974    32    1942      3506.00      683.97     1674.86      638.37      232.54      276.27
1974    33    1941      3717.00      643.32     1658.95      725.28      340.40      349.06
1974    34    1940      3210.00      578.64     1246.04      680.57      310.91      393.84
1974    35    1939      2574.00      429.57      857.58      576.97      284.91      424.96
1974    36    1938      2000.00      309.96      639.94      429.80      242.21      378.11
1974    37    1937      1477.00      212.23      412.27      314.71      161.07      376.71
1974    38    1936      1189.00      170.52      292.99      227.43      172.04      326.00
1974    39    1935       952.00      112.58      212.09      202.39      133.28      291.65
1974    40    1934       672.00       89.99      114.71      132.03       84.14      251.13
1974    41    1933       425.00       39.92       65.42       57.27       56.01      206.39
1974    42    1932       300.00       30.90       27.16       37.06       51.20      153.68
1974    43    1931       168.00       16.99       17.02       25.04       20.10       88.85
1974    44    1930       104.00        7.97       13.04       16.04       10.98       55.97
1974    45    1929        66.00        5.92        7.00       10.05       10.08       32.96
1974    46    1928        16.52        2.23        2.43        2.37        1.51        7.98
1974    47    1927         8.17        1.51        1.52        1.21        0.68        3.25
1974    48    1926         4.54        1.09        1.02        0.67        0.34        1.42
1974    49    1925         2.54        0.75        0.65        0.36        0.16        0.61
1974    50    1924         1.37        0.47        0.39        0.18        0.08        0.25
1974    51    1923         0.81        0.31        0.24        0.11        0.04        0.11
1974    52    1922         0.51        0.21        0.16        0.06        0.02        0.05
1974    53    1921         0.33        0.15        0.11        0.04        0.02        0.03
1974    54    1920         0.17        0.08        0.05        0.02        0.00        0.02
1974    55+   1919-        0.04        0.01        0.01        0.00        0.00        0.00
1975    12-   1963+        0.00        0.00        0.00        0.00        0.00        0.00
1975    13    1962         0.00        0.00        0.00        0.00        0.00        0.00
1975    14    1961         0.00        0.00        0.00        0.00        0.00        0.00
1975    15    1960        63.00       63.00        0.00        0.00        0.00        0.00
1975    16    1959       430.00      426.39        3.61        0.00        0.00        0.00
1975    17    1958      1939.00     1919.88       19.12        0.00        0.00        0.00
1975    18    1957      6225.00     6040.61      178.90        4.41        1.09        0.00
1975    19    1956     12852.00    12065.13      754.50       32.36        0.00        0.00
1975    20    1955     18118.00    15804.27     2194.85      114.91        2.99        0.99
1975    21    1954     19423.00    15432.99     3708.73      258.41       19.86        3.00
1975    22    1953     19667.00    13838.02     5224.68      542.56       52.75        8.98
1975    23    1952     18428.00    11238.44     6320.22      745.92      107.47       15.96
1975    24    1951     16954.00     9246.05     6592.89      880.32      188.05       46.70
1975    25    1950     14493.00     6778.71     6425.94      986.78      226.87       74.69
1975    26    1949     10429.00     4009.03     5113.20      962.42      253.96       90.38
1975    27    1948      7351.00     2313.67     3866.12      780.76      274.97      115.49
1975    28    1947      5925.00     1631.46     3211.12      705.56      229.24      147.63
1975    29    1946      3637.00      905.98     1915.70      503.23      200.27      111.81
1975    30    1945      3516.00      856.81     1800.19      507.33      198.98      152.67
1975    31    1944      4045.00      890.64     1990.01      686.46      268.60      209.29
1975    32    1943      3391.00      677.04     1656.28      605.23      245.67      206.78
1975    33    1942      2821.00      560.81     1295.60      541.61      200.74      222.24
1975    34    1941      2812.00      545.81     1109.86      613.12      241.93      301.28
1975    35    1940      2294.00      367.42      828.66      513.74      254.26      329.92
1975    36    1939      1910.00      315.38      589.30      430.11      243.69      331.54
1975    37    1938      1436.00      224.74      428.17      302.18      168.62      312.29
1975    38    1937      1106.00      155.67      265.84      214.91      154.80      314.78
1975    39    1936       803.00      117.86      169.29      163.92       99.79      252.13
1975    40    1935       663.00       77.05      127.34      126.31      100.79      231.51
1975    41    1934       445.00       45.04       73.22       66.07       61.00      199.67
1975    42    1933       263.00       23.92       41.11       41.93       35.90      120.15
1975    43    1932       155.00       15.98       18.04       24.98       23.96       72.06
1975    44    1931       117.00        6.97        8.95       18.05       18.13       64.91
1975    45    1930        42.00        3.98        5.98        5.02        3.00       24.03
1975    46    1929        19.01        1.70        2.67        1.56        2.54       10.53
1975    47    1928        11.38        1.53        2.11        1.06        1.62        5.09
1975    48    1927         6.24        1.15        1.43        0.63        0.87        2.16
1975    49    1926         3.69        0.89        0.99        0.38        0.47        0.96
1975    50    1925         2.14        0.62        0.63        0.22        0.25        0.42
1975    51    1924         1.17        0.38        0.37        0.12        0.11        0.17
1975    52    1923         0.68        0.24        0.22        0.07        0.06        0.07
1975    53    1922         0.42        0.15        0.14        0.04        0.03        0.04
1975    54    1921         0.24        0.09        0.08        0.02        0.02        0.02
1975    55+   1920-        0.08        0.03        0.03        0.01        0.00        0.00
1976    12-   1964+        0.00        0.00        0.00        0.00        0.00        0.00
1976    13    1963         0.00        0.00        0.00        0.00        0.00        0.00
1976    14    1962         0.00        0.00        0.00        0.00        0.00        0.00
1976    15    1961        68.00       66.96        1.04        0.00        0.00        0.00
1976    16    1960       479.00      474.01        4.99        0.00        0.00        0.00
1976    17    1959      2147.00     2115.40       31.60        0.00        0.00        0.00
1976    18    1958      5977.00     5789.29      181.23        4.34        1.07        1.07
1976    19    1957     12707.00    11917.51      761.28       28.22        0.00        0.00
1976    20    1956     18101.00    15881.15     2094.99      119.87        4.99        0.00
1976    21    1955     20387.00    16189.59     3892.29      284.22       20.89        0.00
1976    22    1954     20830.00    14704.43     5552.31      494.92       72.44        5.91
1976    23    1953     20262.00    12407.30     6953.03      779.54      106.32       15.82
1976    24    1952     19053.00    10348.10     7517.53      976.41      181.40       29.55
1976    25    1951     16548.00     7401.09     7695.18     1112.02      242.20       97.50
1976    26    1950     13261.00     4925.53     6838.08     1133.47      266.83       97.08
1976    27    1949      9734.00     3080.95     5236.99     1025.89      285.58      104.60
1976    28    1948      6619.00     1683.67     3706.57      849.97      250.31      128.48
1976    29    1947      5112.00     1205.53     2778.32      729.53      261.28      137.35
1976    30    1946      3196.00      694.82     1675.32      509.55      180.94      135.36
1976    31    1945      2961.00      623.99     1470.85      495.41      205.49      165.26
1976    32    1944      3498.00      655.50     1742.93      605.98      254.11      239.48
1976    33    1943      3028.00      552.64     1350.48      626.77      264.90      233.22
1976    34    1942      2286.00      409.37     1002.07      458.47      202.40      213.68
1976    35    1941      2304.00      411.55      869.47      518.71      224.34      279.93
1976    36    1940      1881.00      324.55      673.82      377.81      190.53      314.28
1976    37    1939      1499.00      224.56      446.44      348.78      182.34      296.90
1976    38    1938      1074.00      165.43      261.21      241.40      143.68      262.26
1976    39    1937       796.00      113.58      180.93      153.17      110.84      237.48
1976    40    1936       593.00       56.13      105.93      116.14       83.93      230.87
1976    41    1935       429.00       58.14       67.44       85.16       62.87      155.39
1976    42    1934       303.00       34.12       37.27       53.22       51.96      126.44
1976    43    1933       173.00       22.08       17.30       23.11       29.00       81.51
1976    44    1932        88.00       10.13        4.99       12.06       15.05       45.76
1976    45    1931        51.00        2.04        8.07        3.98        4.99       31.91
1976    46    1930        17.16        0.55        1.30        2.78        2.71        9.83
1976    47    1929         9.26        0.48        1.01        1.85        1.55        4.37
1976    48    1928         5.16        0.41        0.76        1.18        0.85        1.95
1976    49    1927         2.74        0.31        0.53        0.68        0.43        0.81
1976    50    1926         1.63        0.23        0.38        0.41        0.23        0.37
1976    51    1925         0.96        0.17        0.26        0.24        0.12        0.17
1976    52    1924         0.53        0.11        0.16        0.13        0.06        0.07
1976    53    1923         0.31        0.07        0.09        0.07        0.03        0.04
1976    54    1922         0.17        0.04        0.05        0.04        0.02        0.02
1976    55+   1921-        0.07        0.01        0.02        0.01        0.00        0.00
1977    12-   1965+        0.00        0.00        0.00        0.00        0.00        0.00
1977    13    1964         0.00        0.00        0.00        0.00        0.00        0.00
1977    14    1963         0.00        0.00        0.00        0.00        0.00        0.00
1977    15    1962        80.00       78.98        1.02        0.00        0.00        0.00
1977    16    1961       564.00      561.07        2.93        0.00        0.00        0.00
1977    17    1960      2281.00     2255.15       24.73        1.12        0.00        0.00
1977    18    1959      6790.00     6574.06      209.86        5.00        1.08        0.00
1977    19    1958     12887.00    12034.75      821.90       29.38        0.97        0.00
1977    20    1957     18700.00    16266.54     2325.75      103.75        3.98        0.00
1977    21    1956     21715.00    17255.21     4196.43      243.58       18.78        0.99
1977    22    1955     23055.00    16056.08     6384.26      557.55       53.17        3.92
1977    23    1954     23169.00    13722.95     8426.76      852.90      139.92       26.47
1977    24    1953     22257.00    11308.12     9630.97     1104.19      188.20       25.51
1977    25    1952     19544.00     8166.82     9717.01     1348.54      237.39       74.24
1977    26    1951     16460.00     5477.59     9199.63     1403.02      283.65       96.10
1977    27    1950     13276.00     3590.32     7749.20     1457.39      354.65      124.46
1977    28    1949      9482.00     2140.58     5664.07     1192.80      333.85      150.68
1977    29    1948      6508.00     1227.41     3800.89     1016.15      313.16      150.39
1977    30    1947      5008.00      948.98     2755.68      846.18      283.33      173.83
1977    31    1946      3144.00      508.92     1682.72      583.58      233.23      135.54
1977    32    1945      2813.00      445.27     1389.24      571.78      217.98      188.74
1977    33    1944      3194.00      499.66     1565.81      670.41      239.90      218.23
1977    34    1943      2633.00      423.49     1167.28      541.07      259.22      241.94
1977    35    1942      2013.00      317.13      813.49      419.41      210.27      252.70
1977    36    1941      2051.00      301.25      743.23      475.57      229.01      301.95
1977    37    1940      1635.00      229.87      489.65      368.19      224.60      322.70
1977    38    1939      1288.00      179.57      343.24      302.26      180.98      281.95
1977    39    1938       881.00      113.11      198.55      203.58      110.40      255.36
1977    40    1937       588.00       74.78      115.03      106.33       93.59      198.27
1977    41    1936       444.00       58.70       70.82       87.24       66.80      160.45
1977    42    1935       306.00       33.48       35.36       58.42       43.89      134.84
1977    43    1934       180.00       16.19       22.29       23.22       26.91       91.40
1977    44    1933        99.00       13.15        7.08        8.03       19.00       51.75
1977    45    1932        59.00        9.34        5.96        8.89        8.03       26.78
1977    46    1931        20.59        1.43        2.95        3.33        2.75       10.13
1977    47    1930        12.37        1.32        2.44        2.16        1.57        4.88
1977    48    1929         6.72        1.01        1.69        1.20        0.77        2.04
1977    49    1928         3.77        0.74        1.12        0.67        0.38        0.86
1977    50    1927         2.01        0.47        0.68        0.34        0.18        0.34
1977    51    1926         1.19        0.32        0.44        0.20        0.09        0.16
1977    52    1925         0.70        0.20        0.28        0.11        0.05        0.07
1977    53    1924         0.38        0.11        0.15        0.06        0.02        0.03
1977    54    1923         0.20        0.05        0.09        0.03        0.02        0.02
1977    55+   1922-        0.07        0.01        0.03        0.01        0.00        0.00
1978    12-   1966+        0.00        0.00        0.00        0.00        0.00        0.00
1978    13    1965         0.00        0.00        0.00        0.00        0.00        0.00
1978    14    1964         0.00        0.00        0.00        0.00        0.00        0.00
1978    15    1963        88.00       88.00        0.00        0.00        0.00        0.00
1978    16    1962       608.00      606.80        1.20        0.00        0.00        0.00
1978    17    1961      2505.00     2467.51       37.49        0.00        0.00        0.00
1978    18    1960      7081.00     6838.04      229.86        8.78        1.09        3.23
1978    19    1959     14444.00    13429.68      975.29       37.06        1.98        0.00
1978    20    1958     19364.00    17029.99     2212.95      114.08        6.97        0.00
