East Germany, Period fertility rates by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 04/02/2019
Year    ARDY   Cohort        ASFR
1972     16     1956      0.00352
1972     17     1955      0.01846
1972     18     1954      0.05809
1972     19     1953      0.11652
1972     20     1952      0.16127
1972     21     1951      0.17059
1972     22     1950      0.16528
1972     23     1949      0.15268
1972     24     1948      0.13837
1972     25     1947      0.12033
1972     26     1946      0.10370
1972     27     1945      0.08952
1972     28     1944      0.07587
1972     29     1943      0.06852
1972     30     1942      0.05731
1972     31     1941      0.04959
1972     32     1940      0.04284
1972     33     1939      0.03706
1972     34     1938      0.03259
1972     35     1937      0.02828
1972     36     1936      0.02377
1972     37     1935      0.01970
1972     38     1934      0.01547
1972     39     1933      0.01299
1972     40     1932      0.00884
1972     41     1931      0.00600
1972     42     1930      0.00396
1972     43     1929      0.00226
1972     44     1928      0.00128
1972     45     1927      0.00066
1972     46     1926      0.00028
1972     47     1925      0.00016
1972     48     1924      0.00009
1972     49     1923      0.00005
1972     50     1922      0.00003
1972     51     1921      0.00001
1972     52     1920      0.00001
1972     53     1919      0.00000
1972     54     1918      0.00000
1972     55+    1917-     0.00000
1973     12-    1961+     0.00000
1973     13     1960      0.00000
1973     14     1959      0.00000
1973     15     1958      0.00040
1973     16     1957      0.00330
1973     17     1956      0.01603
1973     18     1955      0.05305
1973     19     1954      0.10973
1973     20     1953      0.14742
1973     21     1952      0.15926
1973     22     1951      0.15382
1973     23     1950      0.14048
1973     24     1949      0.12777
1973     25     1948      0.11227
1973     26     1947      0.09260
1973     27     1946      0.08020
1973     28     1945      0.06591
1973     29     1944      0.05556
1973     30     1943      0.04685
1973     31     1942      0.04023
1973     32     1941      0.03318
1973     33     1940      0.02740
1973     34     1939      0.02404
1973     35     1938      0.02005
1973     36     1937      0.01678
1973     37     1936      0.01428
1973     38     1935      0.01060
1973     39     1934      0.00874
1973     40     1933      0.00632
1973     41     1932      0.00441
1973     42     1931      0.00316
1973     43     1930      0.00188
1973     44     1929      0.00105
1973     45     1928      0.00065
1973     46     1927      0.00025
1973     47     1926      0.00014
1973     48     1925      0.00007
1973     49     1924      0.00004
1973     50     1923      0.00002
1973     51     1922      0.00001
1973     52     1921      0.00001
1973     53     1920      0.00000
1973     54     1919      0.00000
1973     55+    1918-     0.00000
1974     12-    1962+     0.00000
1974     13     1961      0.00000
1974     14     1960      0.00000
1974     15     1959      0.00042
1974     16     1958      0.00314
1974     17     1957      0.01670
1974     18     1956      0.05076
1974     19     1955      0.10578
1974     20     1954      0.14370
1974     21     1953      0.15445
1974     22     1952      0.14830
1974     23     1951      0.13999
1974     24     1950      0.12893
1974     25     1949      0.11147
1974     26     1948      0.09523
1974     27     1947      0.07750
1974     28     1946      0.06474
1974     29     1945      0.05484
1974     30     1944      0.04502
1974     31     1943      0.03857
1974     32     1942      0.03191
1974     33     1941      0.02703
1974     34     1940      0.02244
1974     35     1939      0.01819
1974     36     1938      0.01533
1974     37     1937      0.01200
1974     38     1936      0.00961
1974     39     1935      0.00769
1974     40     1934      0.00571
1974     41     1933      0.00446
1974     42     1932      0.00313
1974     43     1931      0.00168
1974     44     1930      0.00095
1974     45     1929      0.00061
1974     46     1928      0.00015
1974     47     1927      0.00008
1974     48     1926      0.00004
1974     49     1925      0.00002
1974     50     1924      0.00001
1974     51     1923      0.00001
1974     52     1922      0.00000
1974     53     1921      0.00000
1974     54     1920      0.00000
1974     55+    1919-     0.00000
1975     12-    1963+     0.00000
1975     13     1962      0.00000
1975     14     1961      0.00000
1975     15     1960      0.00046
1975     16     1959      0.00320
1975     17     1958      0.01553
1975     18     1957      0.05005
1975     19     1956      0.10117
1975     20     1955      0.14013
1975     21     1954      0.15013
1975     22     1953      0.15236
1975     23     1952      0.14406
1975     24     1951      0.13425
1975     25     1950      0.11889
1975     26     1949      0.09828
1975     27     1948      0.08158
1975     28     1947      0.06707
1975     29     1946      0.05460
1975     30     1945      0.04654
1975     31     1944      0.03684
1975     32     1943      0.02995
1975     33     1942      0.02572
1975     34     1941      0.02048
1975     35     1940      0.01606
1975     36     1939      0.01352
1975     37     1938      0.01103
1975     38     1937      0.00900
1975     39     1936      0.00650
1975     40     1935      0.00536
1975     41     1934      0.00379
1975     42     1933      0.00277
1975     43     1932      0.00162
1975     44     1931      0.00117
1975     45     1930      0.00039
1975     46     1929      0.00018
1975     47     1928      0.00011
1975     48     1927      0.00006
1975     49     1926      0.00004
1975     50     1925      0.00002
1975     51     1924      0.00001
1975     52     1923      0.00001
1975     53     1922      0.00000
1975     54     1921      0.00000
1975     55+    1920-     0.00000
1976     12-    1964+     0.00000
1976     13     1963      0.00000
1976     14     1962      0.00000
1976     15     1961      0.00048
1976     16     1960      0.00350
1976     17     1959      0.01600
1976     18     1958      0.04789
1976     19     1957      0.10206
1976     20     1956      0.14232
1976     21     1955      0.15768
1976     22     1954      0.16119
1976     23     1953      0.15727
1976     24     1952      0.14927
1976     25     1951      0.13130
1976     26     1950      0.10897
1976     27     1949      0.09189
1976     28     1948      0.07357
1976     29     1947      0.05795
1976     30     1946      0.04807
1976     31     1945      0.03926
1976     32     1944      0.03191
1976     33     1943      0.02679
1976     34     1942      0.02088
1976     35     1941      0.01681
1976     36     1940      0.01319
1976     37     1939      0.01063
1976     38     1938      0.00826
1976     39     1937      0.00649
1976     40     1936      0.00481
1976     41     1935      0.00348
1976     42     1934      0.00259
1976     43     1933      0.00182
1976     44     1932      0.00092
1976     45     1931      0.00051
1976     46     1930      0.00016
1976     47     1929      0.00009
1976     48     1928      0.00005
1976     49     1927      0.00003
1976     50     1926      0.00002
1976     51     1925      0.00001
1976     52     1924      0.00001
1976     53     1923      0.00000
1976     54     1922      0.00000
1976     55+    1921-     0.00000
1977     12-    1965+     0.00000
1977     13     1964      0.00000
1977     14     1963      0.00000
1977     15     1962      0.00057
1977     16     1961      0.00400
1977     17     1960      0.01667
1977     18     1959      0.05061
1977     19     1958      0.10315
1977     20     1957      0.15000
1977     21     1956      0.17081
1977     22     1955      0.17858
1977     23     1954      0.17963
1977     24     1953      0.17310
1977     25     1952      0.15340
1977     26     1951      0.13080
1977     27     1950      0.10926
1977     28     1949      0.08964
1977     29     1948      0.07242
1977     30     1947      0.05685
1977     31     1946      0.04735
1977     32     1945      0.03736
1977     33     1944      0.02917
1977     34     1943      0.02333
1977     35     1942      0.01841
1977     36     1941      0.01498
1977     37     1940      0.01149
1977     38     1939      0.00914
1977     39     1938      0.00679
1977     40     1937      0.00480
1977     41     1936      0.00361
1977     42     1935      0.00249
1977     43     1934      0.00154
1977     44     1933      0.00105
1977     45     1932      0.00062
1977     46     1931      0.00021
1977     47     1930      0.00011
1977     48     1929      0.00006
1977     49     1928      0.00004
1977     50     1927      0.00002
1977     51     1926      0.00001
1977     52     1925      0.00001
1977     53     1924      0.00000
1977     54     1923      0.00000
1977     55+    1922-     0.00000
1978     12-    1966+     0.00000
1978     13     1965      0.00000
1978     14     1964      0.00000
1978     15     1963      0.00062
1978     16     1962      0.00434
1978     17     1961      0.01776
1978     18     1960      0.05175
1978     19     1959      0.10751
1978     20     1958      0.15479
1978     21     1957      0.17849
1978     22     1956      0.18535
1978     23     1955      0.18387
1978     24     1954      0.17137
1978     25     1953      0.15675
1978     26     1952      0.13587
1978     27     1951      0.11360
1978     28     1950      0.09155
1978     29     1949      0.07493
1978     30     1948      0.06024
1978     31     1947      0.04731
1978     32     1946      0.03848
1978     33     1945      0.03110
1978     34     1944      0.02362
1978     35     1943      0.01852
1978     36     1942      0.01402
1978     37     1941      0.01137
1978     38     1940      0.00763
1978     39     1939      0.00645
1978     40     1938      0.00469
1978     41     1937      0.00317
1978     42     1936      0.00218
1978     43     1935      0.00134
1978     44     1934      0.00065
1978     45     1933      0.00049
1978     46     1932      0.00025
1978     47     1931      0.00015
1978     48     1930      0.00009
1978     49     1929      0.00005
1978     50     1928      0.00003
1978     51     1927      0.00002
1978     52     1926      0.00001
1978     53     1925      0.00001
1978     54     1924      0.00000
1978     55+    1923-     0.00000
1979     12-    1967+     0.00000
1979     13     1966      0.00000
1979     14     1965      0.00000
1979     15     1964      0.00070
1979     16     1963      0.00382
1979     17     1962      0.01647
1979     18     1961      0.05114
1979     19     1960      0.10912
1979     20     1959      0.15864
1979     21     1958      0.18162
1979     22     1957      0.18758
1979     23     1956      0.18367
1979     24     1955      0.17312
1979     25     1954      0.15295
1979     26     1953      0.13294
1979     27     1952      0.11131
1979     28     1951      0.09215
1979     29     1950      0.07350
1979     30     1949      0.06064
1979     31     1948      0.04686
1979     32     1947      0.03818
1979     33     1946      0.02989
1979     34     1945      0.02389
1979     35     1944      0.01756
1979     36     1943      0.01413
1979     37     1942      0.01073
1979     38     1941      0.00774
1979     39     1940      0.00561
1979     40     1939      0.00417
1979     41     1938      0.00309
1979     42     1937      0.00211
1979     43     1936      0.00123
1979     44     1935      0.00082
1979     45     1934      0.00054
1979     46     1933      0.00025
1979     47     1932      0.00014
1979     48     1931      0.00008
1979     49     1930      0.00005
1979     50     1929      0.00003
1979     51     1928      0.00001
1979     52     1927      0.00001
1979     53     1926      0.00000
1979     54     1925      0.00000
1979     55+    1924-     0.00000
1980     12-    1968+     0.00000
